subset,event_id,recording_alias,anchor_time_s,window_index,query_time_s,mapping_error_s
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0026,R004,249.58,9617,249.60000000000002,0.020000000000010232
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0027,R004,258.46,9661,258.40000000000003,0.05999999999994543
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0028,R004,261.96,9679,262.0,0.040000000000020464
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0029,R004,269.37,9716,269.40000000000003,0.03000000000002956
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0030,R004,272.065,9729,272.0,0.06499999999999773
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0031,R004,284.49,9791,284.40000000000003,0.08999999999997499
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0032,R004,309.58,9917,309.6,0.020000000000038654
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0033,R004,310.965,9924,311.0,0.03500000000002501
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0034,R004,324.17,9990,324.20000000000005,0.03000000000002956
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0035,R004,329.935,10019,330.0,0.06499999999999773
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0036,R004,337.885,10058,337.8,0.08499999999997954
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0037,R004,343.4,10086,343.40000000000003,5.684341886080802e-14
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0038,R004,352.845,10133,352.8,0.045000000000015916
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0039,R004,360.12,10170,360.20000000000005,0.08000000000004093
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0040,R004,372.15,10230,372.20000000000005,0.05000000000006821
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0041,R004,403.34,10386,403.40000000000003,0.06000000000005912
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0042,R004,410.275,10420,410.20000000000005,0.07499999999993179
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0043,R004,457.345,10656,457.40000000000003,0.05500000000000682
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0044,R004,467.895,10708,467.8,0.09499999999997044
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0045,R004,473.82,10738,473.8,0.01999999999998181
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0046,R004,497.825,10858,497.8,0.024999999999977263
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0047,R004,515.715,10948,515.8000000000001,0.08500000000003638
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0048,R004,523.565,10987,523.6,0.03499999999996817
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0049,R004,535.18,11045,535.2,0.020000000000095497
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0050,R004,540.815,11073,540.8000000000001,0.014999999999986358
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0051,R004,571.875,11228,571.8000000000001,0.07499999999993179
release_v3_historical_2323,sub-byx_rec-20250928T173543::anchor-v3-event-0052,R004,578.955,11264,579.0,0.04499999999995907
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0004,R005,15.815,11363,15.8,0.014999999999998792
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0005,R005,49.42,11531,49.400000000000006,0.01999999999999602
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0008,R005,91.94,11744,92.0,0.060000000000002274
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0009,R005,98.26,11775,98.2,0.060000000000002274
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0010,R005,106.59,11817,106.60000000000001,0.010000000000005116
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0011,R005,111.795,11843,111.80000000000001,0.005000000000009663
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0012,R005,116.97,11869,117.0,0.030000000000001137
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0013,R005,120.775,11888,120.80000000000001,0.025000000000005684
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0014,R005,135.08,11959,135.0,0.0800000000000125
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0015,R005,145.48,12011,145.4,0.07999999999998408
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0016,R005,154.365,12056,154.4,0.03499999999999659
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0017,R005,162.015,12094,162.0,0.014999999999986358
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0018,R005,171.015,12139,171.0,0.014999999999986358
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0019,R005,181.975,12194,182.0,0.025000000000005684
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0020,R005,201.96,12294,202.0,0.03999999999999204
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0021,R005,215.44,12361,215.4,0.03999999999999204
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0022,R005,226.995,12419,227.0,0.0049999999999954525
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0023,R005,233.895,12453,233.8,0.09499999999999886
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0024,R005,241.36,12491,241.4,0.03999999999999204
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0025,R005,246.39,12516,246.4,0.010000000000019327
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0026,R005,259.005,12579,259.0,0.0049999999999954525
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0027,R005,276.71,12668,276.8,0.09000000000003183
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0028,R005,284.9,12708,284.8,0.0999999999999659
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0029,R005,293.93,12754,294.0,0.06999999999999318
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0030,R005,301.075,12789,301.0,0.07499999999998863
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0031,R005,311.115,12840,311.20000000000005,0.08500000000003638
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0032,R005,318.87,12878,318.8,0.06999999999999318
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0033,R005,334.57,12957,334.6,0.03000000000002956
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0034,R005,337.165,12970,337.20000000000005,0.03500000000002501
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0035,R005,342.225,12995,342.20000000000005,0.024999999999977263
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0037,R005,358.245,13075,358.20000000000005,0.04499999999995907
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0038,R005,366.905,13119,367.0,0.09500000000002728
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0039,R005,374.535,13157,374.6,0.06499999999999773
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0040,R005,383.9,13203,383.8,0.0999999999999659
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0041,R005,425.035,13409,425.0,0.03500000000002501
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0042,R005,434.7,13457,434.6,0.0999999999999659
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0043,R005,442.04,13494,442.0,0.040000000000020464
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0044,R005,475.79,13663,475.8,0.009999999999990905
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0045,R005,483.775,13703,483.8,0.025000000000034106
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0046,R005,494.885,13758,494.8,0.08499999999997954
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0047,R005,503.71,13803,503.8,0.09000000000003183
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0048,R005,509.47,13831,509.40000000000003,0.06999999999999318
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0049,R005,511.425,13841,511.40000000000003,0.024999999999977263
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0050,R005,529.0,13929,529.0,0.0
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0051,R005,536.45,13966,536.4,0.05000000000006821
release_v3_historical_2323,sub-byx_rec-20250928T174600::anchor-v3-event-0052,R005,543.295,14000,543.2,0.0949999999999136
release_v3_historical_2323,sub-cwh_rec-20250926T192328::anchor-v3-event-0002,R012,146.75,18546,146.8,0.05000000000001137
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0001,R013,26.29,18749,26.200000000000003,0.0899999999999963
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0002,R013,33.075,18783,33.0,0.07500000000000284
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0003,R013,44.335,18840,44.400000000000006,0.06500000000000483
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0004,R013,65.3,18944,65.2,0.09999999999999432
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0005,R013,77.825,19007,77.80000000000001,0.024999999999991473
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0006,R013,126.4,19250,126.4,0.0
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0008,R013,160.46,19420,160.4,0.060000000000002274
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0009,R013,164.615,19441,164.60000000000002,0.014999999999986358
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0010,R013,180.85,19522,180.8,0.04999999999998295
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0011,R013,206.295,19649,206.20000000000002,0.09499999999997044
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0012,R013,274.6,19991,274.6,0.0
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0013,R013,280.345,20020,280.40000000000003,0.05500000000000682
release_v3_historical_2323,sub-cwh_rec-20250926T192721::anchor-v3-event-0014,R013,362.53,20431,362.6,0.07000000000005002
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0001,R014,57.95,21063,58.0,0.04999999999999716
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0002,R014,86.315,21205,86.4,0.08500000000000796
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0003,R014,89.66,21221,89.60000000000001,0.05999999999998806
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0004,R014,132.82,21437,132.8,0.01999999999998181
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0005,R014,141.765,21482,141.8,0.03500000000002501
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0006,R014,148.575,21516,148.6,0.025000000000005684
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0007,R014,192.525,21736,192.60000000000002,0.07500000000001705
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0008,R014,194.71,21747,194.8,0.09000000000000341
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0009,R014,216.665,21856,216.60000000000002,0.0649999999999693
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0010,R014,227.48,21910,227.4,0.07999999999998408
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0011,R014,232.745,21937,232.8,0.05500000000000682
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0012,R014,276.035,22153,276.0,0.03500000000002501
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0013,R014,325.455,22400,325.40000000000003,0.05499999999994998
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0014,R014,352.86,22537,352.8,0.060000000000002274
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0015,R014,411.23,22829,411.20000000000005,0.029999999999972715
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0016,R014,424.78,22897,424.8,0.020000000000038654
release_v3_historical_2323,sub-cwh_rec-20250926T193547::anchor-v3-event-0017,R014,462.595,23086,462.6,0.0049999999999954525
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0002,R015,61.36,23813,61.400000000000006,0.04000000000000625
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0003,R015,89.97,23956,90.0,0.030000000000001137
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0004,R015,136.24,24187,136.20000000000002,0.03999999999999204
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0005,R015,165.22,24332,165.20000000000002,0.01999999999998181
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0006,R015,170.425,24358,170.4,0.025000000000005684
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0007,R015,193.12,24472,193.20000000000002,0.0800000000000125
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0008,R015,214.52,24579,214.60000000000002,0.0800000000000125
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0009,R015,221.22,24612,221.20000000000002,0.01999999999998181
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0010,R015,273.505,24874,273.6,0.09500000000002728
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0011,R015,283.52,24924,283.6,0.08000000000004093
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0012,R015,300.005,25006,300.0,0.0049999999999954525
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0013,R015,305.3,25032,305.2,0.10000000000002274
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0014,R015,321.73,25115,321.8,0.06999999999999318
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0015,R015,341.28,25212,341.20000000000005,0.07999999999992724
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0016,R015,404.785,25530,404.8,0.014999999999986358
release_v3_historical_2323,sub-cwh_rec-20250926T194540::anchor-v3-event-0017,R015,411.845,25565,411.8,0.045000000000015916
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0001,R016,84.45,26608,84.4,0.04999999999999716
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0002,R016,128.64,26829,128.6,0.03999999999999204
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0003,R016,141.85,26895,141.8,0.04999999999998295
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0004,R016,154.875,26960,154.8,0.07499999999998863
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0005,R016,184.75,27110,184.8,0.05000000000001137
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0006,R016,205.275,27212,205.20000000000002,0.07499999999998863
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0007,R016,214.905,27261,215.0,0.09499999999999886
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0008,R016,259.585,27484,259.6,0.015000000000043201
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0009,R016,272.95,27551,273.0,0.05000000000001137
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0010,R016,288.705,27630,288.8,0.09500000000002728
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0011,R016,310.22,27737,310.20000000000005,0.01999999999998181
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0012,R016,320.975,27791,321.0,0.024999999999977263
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0013,R016,329.935,27836,330.0,0.06499999999999773
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0014,R016,388.995,28131,389.0,0.0049999999999954525
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0015,R016,394.075,28156,394.0,0.07499999999998863
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0016,R016,504.21,28707,504.20000000000005,0.009999999999934062
release_v3_historical_2323,sub-cwh_rec-20250926T195616::anchor-v3-event-0017,R016,510.485,28738,510.40000000000003,0.08499999999997954
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0001,R017,53.95,29071,54.0,0.04999999999999716
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0002,R017,86.05,29231,86.0,0.04999999999999716
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0003,R017,129.805,29450,129.8,0.0049999999999954525
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0004,R017,142.425,29513,142.4,0.025000000000005684
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0005,R017,157.145,29587,157.20000000000002,0.05500000000000682
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0006,R017,180.975,29706,181.0,0.025000000000005684
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0007,R017,192.265,29762,192.20000000000002,0.0649999999999693
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0008,R017,204.225,29822,204.20000000000002,0.024999999999977263
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0009,R017,252.735,30065,252.8,0.06499999999999773
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0010,R017,262.81,30115,262.8,0.009999999999990905
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0011,R017,276.45,30183,276.40000000000003,0.049999999999954525
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0012,R017,296.825,30285,296.8,0.024999999999977263
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0013,R017,315.88,30380,315.8,0.07999999999998408
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0014,R017,371.735,30660,371.8,0.06499999999999773
release_v3_historical_2323,sub-cwh_rec-20250926T200619::anchor-v3-event-0015,R017,444.955,31026,445.0,0.045000000000015916
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0003,R033,83.355,40401,83.4,0.045000000000001705
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0004,R033,170.175,40835,170.20000000000002,0.025000000000005684
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0006,R033,185.865,40913,185.8,0.06499999999999773
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0007,R033,191.81,40943,191.8,0.009999999999990905
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0008,R033,251.57,41242,251.60000000000002,0.03000000000002956
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0009,R033,265.725,41313,265.8,0.07499999999998863
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0010,R033,274.425,41356,274.40000000000003,0.024999999999977263
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0011,R033,332.195,41645,332.20000000000005,0.005000000000052296
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0012,R033,343.275,41700,343.20000000000005,0.07499999999993179
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0013,R033,407.91,42024,408.0,0.08999999999997499
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0014,R033,509.185,42530,509.20000000000005,0.015000000000043201
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0015,R033,515.285,42560,515.2,0.08499999999992269
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0016,R033,518.825,42578,518.8000000000001,0.024999999999977263
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0017,R033,534.555,42657,534.6,0.04500000000007276
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0018,R033,556.27,42765,556.2,0.06999999999993634
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0019,R033,570.08,42834,570.0,0.08000000000004093
release_v3_historical_2323,sub-gf_rec-20250926T100300::anchor-v3-event-0020,R033,582.505,42897,582.6,0.09500000000002728
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0001,R034,83.715,43685,83.80000000000001,0.08500000000000796
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0002,R034,88.395,43708,88.4,0.005000000000009663
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0003,R034,149.455,44013,149.4,0.05500000000000682
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0004,R034,156.215,44047,156.20000000000002,0.014999999999986358
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0005,R034,166.715,44100,166.8,0.08500000000000796
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0006,R034,212.145,44327,212.20000000000002,0.05500000000000682
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0007,R034,217.66,44354,217.60000000000002,0.05999999999997385
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0008,R034,233.97,44436,234.0,0.030000000000001137
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0009,R034,240.895,44470,240.8,0.09499999999999886
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0010,R034,289.57,44714,289.6,0.03000000000002956
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0011,R034,298.535,44759,298.6,0.06499999999999773
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0012,R034,306.115,44797,306.2,0.08499999999997954
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0013,R034,313.6,44834,313.6,0.0
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0014,R034,343.885,44985,343.8,0.08499999999997954
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0015,R034,369.965,45116,370.0,0.03500000000002501
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0016,R034,420.005,45366,420.0,0.0049999999999954525
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0017,R034,428.95,45411,429.0,0.05000000000001137
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0018,R034,440.24,45467,440.20000000000005,0.03999999999996362
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0019,R034,477.285,45652,477.20000000000005,0.08499999999997954
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0020,R034,484.955,45691,485.0,0.045000000000015916
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0021,R034,493.315,45733,493.40000000000003,0.08500000000003638
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0022,R034,501.38,45773,501.40000000000003,0.020000000000038654
release_v3_historical_2323,sub-gf_rec-20250926T101849::anchor-v3-event-0023,R034,537.605,45954,537.6,0.0049999999999954525
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0002,R035,62.54,46484,62.6,0.060000000000002274
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0003,R035,70.78,46525,70.8,0.01999999999999602
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0004,R035,138.69,46864,138.6,0.09000000000000341
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0005,R035,145.69,46899,145.6,0.09000000000000341
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0006,R035,156.835,46955,156.8,0.03499999999999659
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0007,R035,199.0,47166,199.0,0.0
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0008,R035,205.535,47199,205.60000000000002,0.06500000000002615
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0009,R035,211.565,47229,211.60000000000002,0.03500000000002501
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0010,R035,223.39,47288,223.4,0.010000000000019327
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0011,R035,279.57,47569,279.6,0.03000000000002956
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0012,R035,287.13,47607,287.2,0.06999999999999318
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0013,R035,293.335,47638,293.40000000000003,0.06500000000005457
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0014,R035,334.245,47842,334.20000000000005,0.04499999999995907
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0015,R035,355.71,47950,355.8,0.09000000000003183
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0016,R035,416.015,48251,416.0,0.014999999999986358
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0017,R035,423.11,48287,423.20000000000005,0.09000000000003183
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0018,R035,429.55,48319,429.6,0.05000000000001137
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0019,R035,459.98,48471,460.0,0.01999999999998181
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0020,R035,465.91,48501,466.0,0.08999999999997499
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0021,R035,473.795,48540,473.8,0.0049999999999954525
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0022,R035,485.75,48600,485.8,0.05000000000001137
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0023,R035,494.92,48646,495.0,0.07999999999998408
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0024,R035,518.03,48761,518.0,0.029999999999972715
release_v3_historical_2323,sub-gf_rec-20250926T103012::anchor-v3-event-0025,R035,559.485,48968,559.4,0.08500000000003638
release_v3_historical_2323,sub-gf_rec-20250926T104059::anchor-v3-event-0002,R036,61.215,49292,61.2,0.015000000000000568
release_v3_historical_2323,sub-gf_rec-20250926T104059::anchor-v3-event-0003,R036,67.775,49325,67.8,0.024999999999991473
release_v3_historical_2323,sub-gf_rec-20250926T104059::anchor-v3-event-0004,R036,137.47,49673,137.4,0.06999999999999318
