signal,valid_count,total_count,valid_rate,min,max,mean,std,zero_rate,near_constant,median_abs_diff,spike_rate_proxy,relative_path,top_dir,subject,session_stamp,modality,raw_sensor_scope,derived_file
LSLOutletStreamName-EEG|channel31,266863,320238,0.8333270879783161,43229.297,57576.328,48981.437926201834,3629.2951844762147,0.0,False,4.292999999997846,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-Accelerometer|channel0,53375,320238,0.16667291202168388,-4971.0,4893.0,-290.3933864168618,422.17386624565455,0.05961592505854801,False,78.0,7.494285607224491e-05,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-Accelerometer|channel1,53375,320238,0.16667291202168388,-12081.0,-8414.0,-10054.018679156909,151.6422212545681,0.0,False,79.0,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-Accelerometer|channel2,53375,320238,0.16667291202168388,-2677.0,1755.0,-877.7927306791569,316.0571283841362,0.002098360655737705,False,79.0,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_15_52_eeg.csv,原始脑电数据,byx,2025_09_28_17_15_52,eeg,True,False
LSLOutletStreamName-EEG|channel0,292666,351203,0.8333243167057229,40463.355,46195.133,44332.87208792617,1184.3157033852303,0.0,False,3.194999999999709,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel1,292666,351203,0.8333243167057229,60049.684,65640.883,63133.08861926907,747.7120985777244,0.0,False,3.574000000000524,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel2,292666,351203,0.8333243167057229,-400000.06,13955.642,-146498.4027468587,163913.56270803112,0.0,False,4.195999999996275,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel3,292666,351203,0.8333243167057229,68215.375,71827.703,70651.21584538005,975.6879373605271,0.0,False,3.139999999999418,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel4,292666,351203,0.8333243167057229,55074.891,57405.766,56864.25793194972,383.0795264266874,0.0,False,3.194999999999709,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel5,292666,351203,0.8333243167057229,43027.598,47392.516,45573.7417001975,1263.9092509205439,0.0,False,4.148000000001048,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel6,292666,351203,0.8333243167057229,52966.98,61324.844,58102.68899651821,2299.765375272334,0.0,False,3.24199999999837,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel7,292666,351203,0.8333243167057229,18058.588,24765.064,20322.67497934164,1408.650758908564,0.0,False,3.100000000002183,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel8,292666,351203,0.8333243167057229,64236.074,67019.188,64957.37185401106,239.38650330475514,0.0,False,4.578000000001339,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel9,292666,351203,0.8333243167057229,59419.449,68176.422,60724.64328092092,1099.2107862204382,0.0,False,4.200000000004366,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel10,292666,351203,0.8333243167057229,35578.062,42562.773,39547.82470012574,1889.2929199018347,0.0,False,3.3400000000037835,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel11,292666,351203,0.8333243167057229,-400000.06,-400000.06,-400000.05999999994,0.0078125,0.0,False,0.0,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel12,292666,351203,0.8333243167057229,23693.135,34589.199,29676.4692113023,2872.3480224277537,0.0,False,3.6709999999984575,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel13,292666,351203,0.8333243167057229,69983.203,74843.555,72785.0666695653,1240.0964586745383,0.0,False,8.679999999993015,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel14,292666,351203,0.8333243167057229,-400000.06,-400000.06,-400000.05999999994,0.0078125,0.0,False,0.0,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel15,292666,351203,0.8333243167057229,19208.91,47021.535,42645.007731663405,2751.4392588136047,0.0,False,5.004000000000815,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel16,292666,351203,0.8333243167057229,48231.895,51095.633,49979.95982844608,531.0629261437595,0.0,False,4.100999999995111,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel17,292666,351203,0.8333243167057229,63544.898,66094.359,65053.37461608454,663.5602373884218,0.0,False,3.5780000000013388,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel18,292666,351203,0.8333243167057229,51429.422,54337.078,53164.371765896954,381.3598058337633,0.0,False,3.480999999999767,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
LSLOutletStreamName-EEG|channel19,292666,351203,0.8333243167057229,38611.797,45005.945,42345.44431041529,1474.8726379130064,0.0,False,3.7189999999973224,0.0,原始脑电数据/byx/Entity_Recording_2025_09_28_17_25_18_eeg.csv,原始脑电数据,byx,2025_09_28_17_25_18,eeg,True,False
