old_event_uid,subject,session_stamp,old_anchor_source,old_anchor_time_rel_s,phase_type,event_level,nearest_raw_road_curvature_onset_event_uid,nearest_raw_road_curvature_onset_delta_s,nearest_raw_road_curvature_onset_within_0p5s,nearest_raw_road_curvature_onset_within_1s,nearest_raw_vehicle_dynamic_onset_event_uid,nearest_raw_vehicle_dynamic_onset_delta_s,nearest_raw_vehicle_dynamic_onset_within_0p5s,nearest_raw_vehicle_dynamic_onset_within_1s
old_v400_context__hzh__2025_09_27_19_44_05__00068,hzh,2025_09_27_19_44_05,old_v400_context_trigger_idx,534.6,secondary,extreme_active,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00005,-4.154999999999973,False,False,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00049,-3.6100000000000136,False,False
old_v400_context__hzh__2025_09_27_19_44_05__00069,hzh,2025_09_27_19_44_05,old_v400_context_trigger_idx,536.405,secondary,extreme_active,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00005,-5.959999999999923,False,False,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00049,-5.414999999999964,False,False
old_v400_context__hzh__2025_09_27_19_44_05__00070,hzh,2025_09_27_19_44_05,old_v400_context_trigger_idx,538.21,primary,extreme_active,raw_road_curvature_onset__hzh__2025_09_27_19_44_05__00005,-7.764999999999986,False,False,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00049,-7.220000000000027,False,False
old_v400_context__jy__2025_09_26_17_17_11__00001,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,10.665,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,149.04000000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00002,-0.04499999999999815,True,True
old_v400_context__jy__2025_09_26_17_17_11__00002,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,80.215,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,79.49000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00004,-0.07500000000000284,True,True
old_v400_context__jy__2025_09_26_17_17_11__00003,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,81.61,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,78.09500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00005,0.0049999999999954525,True,True
old_v400_context__jy__2025_09_26_17_17_11__00004,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,143.145,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,16.560000000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00007,-1.5150000000000148,False,False
old_v400_context__jy__2025_09_26_17_17_11__00005,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,162.505,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-2.799999999999983,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00008,-3.4499999999999886,False,False
old_v400_context__jy__2025_09_26_17_17_11__00006,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,171.97,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-12.264999999999986,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00008,-12.914999999999992,False,False
old_v400_context__jy__2025_09_26_17_17_11__00007,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,178.41,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-18.704999999999984,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00008,-19.35499999999999,False,False
old_v400_context__jy__2025_09_26_17_17_11__00008,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,223.905,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-64.19999999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00009,-0.6200000000000045,False,True
old_v400_context__jy__2025_09_26_17_17_11__00009,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,225.72,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-66.01499999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00009,-2.4350000000000023,False,False
old_v400_context__jy__2025_09_26_17_17_11__00010,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,240.38,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-80.67499999999998,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00011,-0.030000000000001137,True,True
old_v400_context__jy__2025_09_26_17_17_11__00011,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,242.66,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-82.95499999999998,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00011,-2.3100000000000023,False,False
old_v400_context__jy__2025_09_26_17_17_11__00012,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,244.73,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-85.02499999999998,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00011,-4.3799999999999955,False,False
old_v400_context__jy__2025_09_26_17_17_11__00013,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,256.125,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,-96.41999999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00013,-0.024999999999977263,True,True
old_v400_context__jy__2025_09_26_17_17_11__00014,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,261.195,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,99.84500000000003,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00016,-0.1150000000000091,True,True
old_v400_context__jy__2025_09_26_17_17_11__00015,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,288.955,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,72.08500000000004,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00028,0.5800000000000409,False,True
old_v400_context__jy__2025_09_26_17_17_11__00016,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,292.84,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,68.20000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00029,2.1000000000000227,False,False
old_v400_context__jy__2025_09_26_17_17_11__00017,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,294.995,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,66.04500000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00029,-0.05500000000000682,True,True
old_v400_context__jy__2025_09_26_17_17_11__00018,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,296.935,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,64.10500000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00030,-0.014999999999986358,True,True
old_v400_context__jy__2025_09_26_17_17_11__00019,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,298.815,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,62.22500000000002,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00032,-0.060000000000002274,True,True
old_v400_context__jy__2025_09_26_17_17_11__00020,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,302.045,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,58.995000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00033,-2.275000000000034,False,False
old_v400_context__jy__2025_09_26_17_17_11__00021,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,305.45,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,55.59000000000003,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00034,-0.08999999999997499,True,True
old_v400_context__jy__2025_09_26_17_17_11__00022,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,315.865,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,45.17500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00036,2.990000000000009,False,False
old_v400_context__jy__2025_09_26_17_17_11__00023,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,318.885,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,42.15500000000003,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00036,-0.029999999999972715,True,True
old_v400_context__jy__2025_09_26_17_17_11__00024,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,321.74,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,39.30000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00037,-0.13999999999998636,True,True
old_v400_context__jy__2025_09_26_17_17_11__00025,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,366.28,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,-5.239999999999952,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00039,-5.364999999999952,False,False
old_v400_context__jy__2025_09_26_17_17_11__00026,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,368.085,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,-7.044999999999959,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00039,-7.169999999999959,False,False
old_v400_context__jy__2025_09_26_17_17_11__00027,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,376.325,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,4.009999999999991,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00040,1.1899999999999977,False,False
old_v400_context__jy__2025_09_26_17_17_11__00028,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,378.13,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,2.204999999999984,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00040,-0.6150000000000091,False,True
old_v400_context__jy__2025_09_26_17_17_11__00029,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,389.81,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,-9.475000000000023,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00041,-0.024999999999977263,True,True
old_v400_context__jy__2025_09_26_17_17_11__00030,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,395.2,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,-14.865000000000009,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00043,0.020000000000038654,True,True
old_v400_context__jy__2025_09_26_17_17_11__00031,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,414.265,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,-33.93000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00044,-0.014999999999986358,True,True
old_v400_context__jy__2025_09_26_17_17_11__00032,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,416.215,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,-35.879999999999995,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00044,-1.964999999999975,False,False
old_v400_context__jy__2025_09_26_17_17_11__00033,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,418.025,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,-37.69,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00044,-3.7749999999999773,False,False
old_v400_context__jy__2025_09_26_17_17_11__00034,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,436.845,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,-56.51000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00045,1.384999999999991,False,False
old_v400_context__jy__2025_09_26_17_17_11__00035,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,439.075,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,-58.74000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00045,-0.8449999999999704,False,True
old_v400_context__jy__2025_09_26_17_17_11__00036,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,552.13,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004,-10.365000000000009,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00048,-4.465000000000032,False,False
old_v400_context__jy__2025_09_26_17_17_11__00037,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,555.26,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004,-13.495000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00049,6.915000000000077,False,False
old_v400_context__jy__2025_09_26_17_17_11__00038,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,560.915,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004,-19.149999999999977,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00049,1.2600000000001046,False,False
old_v400_context__jy__2025_09_26_17_17_11__00039,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,563.735,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004,-21.970000000000027,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00050,0.7000000000000455,False,True
old_v400_context__jy__2025_09_26_17_17_11__00040,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,615.045,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005,2.1200000000000045,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00052,-0.049999999999954525,True,True
old_v400_context__jy__2025_09_26_17_17_11__00041,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,620.98,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005,-3.8150000000000546,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00052,-5.985000000000014,False,False
old_v400_context__jy__2025_09_26_17_17_11__00042,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,623.515,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005,-6.350000000000023,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00052,-8.519999999999982,False,False
old_v400_context__jy__2025_09_26_17_17_11__00043,jy,2025_09_26_17_17_11,old_v400_context_trigger_idx,625.33,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005,-8.165000000000077,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00052,-10.335000000000036,False,False
old_v400_context__jy__2025_09_26_17_29_44__00001,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,11.73,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,122.92999999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00001,-6.67,False,False
old_v400_context__jy__2025_09_26_17_29_44__00002,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,58.91,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,75.75,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00002,-1.3249999999999957,False,False
old_v400_context__jy__2025_09_26_17_29_44__00003,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,61.06,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,73.6,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00003,0.9849999999999994,False,True
old_v400_context__jy__2025_09_26_17_29_44__00004,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,62.875,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,71.785,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00003,-0.8299999999999983,False,True
old_v400_context__jy__2025_09_26_17_29_44__00005,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,86.56,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,48.099999999999994,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00004,0.1599999999999966,True,True
old_v400_context__jy__2025_09_26_17_29_44__00006,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,136.55,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-1.8900000000000148,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00006,-2.795000000000016,False,False
old_v400_context__jy__2025_09_26_17_29_44__00007,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,138.41,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-3.75,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00006,-4.655000000000001,False,False
old_v400_context__jy__2025_09_26_17_29_44__00008,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,140.935,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-6.275000000000006,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00006,-7.180000000000007,False,False
old_v400_context__jy__2025_09_26_17_29_44__00009,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,145.7,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-11.039999999999992,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00007,4.295000000000016,False,False
old_v400_context__jy__2025_09_26_17_29_44__00010,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,149.855,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-15.194999999999993,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00007,0.14000000000001478,True,True
old_v400_context__jy__2025_09_26_17_29_44__00011,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,168.09,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-33.43000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00013,-1.2700000000000102,False,False
old_v400_context__jy__2025_09_26_17_29_44__00012,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,170.245,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-35.58500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00014,1.384999999999991,False,False
old_v400_context__jy__2025_09_26_17_29_44__00013,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,177.615,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-42.95500000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00015,-0.7600000000000193,False,True
old_v400_context__jy__2025_09_26_17_29_44__00014,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,180.595,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-45.935,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00016,3.2549999999999955,False,False
old_v400_context__jy__2025_09_26_17_29_44__00015,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,182.59,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-47.93000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00016,1.259999999999991,False,False
old_v400_context__jy__2025_09_26_17_29_44__00016,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,184.915,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-50.254999999999995,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00016,-1.0649999999999977,False,False
old_v400_context__jy__2025_09_26_17_29_44__00017,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,191.9,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-57.24000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00017,-5.5049999999999955,False,False
old_v400_context__jy__2025_09_26_17_29_44__00018,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,197.075,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-62.41499999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00017,-10.679999999999978,False,False
old_v400_context__jy__2025_09_26_17_29_44__00019,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,227.16,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,-92.5,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00018,-0.6999999999999886,False,True
old_v400_context__jy__2025_09_26_17_29_44__00020,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,239.03,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,93.47,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00019,-8.990000000000009,False,False
old_v400_context__jy__2025_09_26_17_29_44__00021,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,270.105,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,62.39499999999998,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00021,-0.014999999999986358,True,True
old_v400_context__jy__2025_09_26_17_29_44__00022,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,272.2,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,60.30000000000001,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00022,-0.9049999999999727,False,True
old_v400_context__jy__2025_09_26_17_29_44__00023,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,274.505,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,57.995000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00022,-3.2099999999999795,False,False
old_v400_context__jy__2025_09_26_17_29_44__00024,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,336.765,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,-4.264999999999986,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00023,-3.875,False,False
old_v400_context__jy__2025_09_26_17_29_44__00025,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,338.58,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,-6.079999999999984,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00023,-5.689999999999998,False,False
old_v400_context__jy__2025_09_26_17_29_44__00026,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,340.41,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,-7.910000000000025,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00024,4.71999999999997,False,False
old_v400_context__jy__2025_09_26_17_29_44__00027,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,342.225,secondary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,-9.725000000000023,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00024,2.9049999999999727,False,False
old_v400_context__jy__2025_09_26_17_29_44__00028,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,390.51,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003,-35.370000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00026,13.970000000000027,False,False
old_v400_context__jy__2025_09_26_17_29_44__00029,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,404.51,primary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003,-49.370000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00026,-0.029999999999972715,True,True
old_v400_context__jy__2025_09_26_17_29_44__00030,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,408.165,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003,-53.025000000000034,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00026,-3.6850000000000023,False,False
old_v400_context__jy__2025_09_26_17_29_44__00031,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,426.01,primary,extreme_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003,-70.87,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00027,-0.03999999999996362,True,True
old_v400_context__jy__2025_09_26_17_29_44__00032,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,430.605,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003,-75.46500000000003,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00028,-0.040000000000020464,True,True
old_v400_context__jy__2025_09_26_17_29_44__00033,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,501.41,primary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,33.69999999999999,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00031,-1.1399999999999864,False,False
old_v400_context__jy__2025_09_26_17_29_44__00034,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,505.575,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,29.535000000000025,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00032,-0.7249999999999659,False,True
old_v400_context__jy__2025_09_26_17_29_44__00035,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,540.94,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-5.830000000000041,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00034,-0.07000000000005002,True,True
old_v400_context__jy__2025_09_26_17_29_44__00036,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,542.775,primary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-7.664999999999964,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00035,1.8949999999999818,False,False
old_v400_context__jy__2025_09_26_17_29_44__00037,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,544.625,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-9.514999999999986,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00035,0.04499999999995907,True,True
old_v400_context__jy__2025_09_26_17_29_44__00038,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,547.185,secondary,strong_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-12.074999999999932,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00035,-2.5149999999999864,False,False
old_v400_context__jy__2025_09_26_17_29_44__00039,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,549.555,secondary,weak,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-14.444999999999936,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00036,1.3600000000000136,False,False
old_v400_context__jy__2025_09_26_17_29_44__00040,jy,2025_09_26_17_29_44,old_v400_context_trigger_idx,558.98,secondary,medium_active,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,-23.870000000000005,False,False,raw_vehicle_dynamic_onset__jy__2025_09_26_17_29_44__00038,1.0649999999999409,False,False
