old_event_uid,subject,session_stamp,old_anchor_source,old_anchor_time_rel_s,phase_type,event_level,nearest_raw_road_curvature_onset_event_uid,nearest_raw_road_curvature_onset_delta_s,nearest_raw_road_curvature_onset_within_0p5s,nearest_raw_road_curvature_onset_within_1s,nearest_raw_vehicle_dynamic_onset_event_uid,nearest_raw_vehicle_dynamic_onset_delta_s,nearest_raw_vehicle_dynamic_onset_within_0p5s,nearest_raw_vehicle_dynamic_onset_within_1s
old_v400_context__zx__2025_09_27_18_00_08__00051,zx,2025_09_27_18_00_08,old_v400_context_trigger_idx,371.46,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_00_08__00004,-12.519999999999982,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_00_08__00034,-8.224999999999966,False,False
old_v400_context__zx__2025_09_27_18_00_08__00052,zx,2025_09_27_18_00_08,old_v400_context_trigger_idx,372.675,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_00_08__00004,-13.735000000000014,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_00_08__00034,-9.439999999999998,False,False
old_v400_context__zx__2025_09_27_18_07_01__00001,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,17.17,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,177.34500000000003,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00001,-0.3550000000000004,True,True
old_v400_context__zx__2025_09_27_18_07_01__00002,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,22.185,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,172.33,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00003,3.1250000000000036,False,False
old_v400_context__zx__2025_09_27_18_07_01__00003,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,28.37,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,166.145,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00005,-0.6500000000000021,False,True
old_v400_context__zx__2025_09_27_18_07_01__00004,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,30.18,primary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,164.335,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00005,-2.460000000000001,False,False
old_v400_context__zx__2025_09_27_18_07_01__00005,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,34.815,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,159.70000000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00006,0.09000000000000341,True,True
old_v400_context__zx__2025_09_27_18_07_01__00006,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,36.615,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,157.9,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00007,-0.02499999999999858,True,True
old_v400_context__zx__2025_09_27_18_07_01__00007,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,41.015,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,153.5,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00008,-0.7049999999999983,False,True
old_v400_context__zx__2025_09_27_18_07_01__00008,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,43.145,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,151.37,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00009,-0.045000000000001705,True,True
old_v400_context__zx__2025_09_27_18_07_01__00009,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,48.545,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,145.97000000000003,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00010,-0.28999999999999915,True,True
old_v400_context__zx__2025_09_27_18_07_01__00010,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,50.355,secondary,medium_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,144.16000000000003,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00010,-2.0999999999999943,False,False
old_v400_context__zx__2025_09_27_18_07_01__00011,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,54.935,secondary,medium_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,139.58,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00011,-1.5,False,False
old_v400_context__zx__2025_09_27_18_07_01__00012,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,57.405,secondary,medium_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,137.11,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00011,-3.969999999999999,False,False
old_v400_context__zx__2025_09_27_18_07_01__00013,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,61.125,secondary,medium_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,133.39000000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00011,-7.689999999999998,False,False
old_v400_context__zx__2025_09_27_18_07_01__00014,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,72.34,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,122.17500000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00012,-1.0300000000000011,False,False
old_v400_context__zx__2025_09_27_18_07_01__00015,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,75.105,primary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,119.41000000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00012,-3.7950000000000017,False,False
old_v400_context__zx__2025_09_27_18_07_01__00016,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,84.235,primary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,110.28000000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00015,-0.644999999999996,False,True
old_v400_context__zx__2025_09_27_18_07_01__00017,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,98.44,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,96.07500000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00018,2.5050000000000097,False,False
old_v400_context__zx__2025_09_27_18_07_01__00018,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,104.285,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,90.23000000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00018,-3.339999999999989,False,False
old_v400_context__zx__2025_09_27_18_07_01__00019,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,106.245,primary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,88.27000000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00018,-5.299999999999997,False,False
old_v400_context__zx__2025_09_27_18_07_01__00020,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,109.495,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,85.02000000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00019,3.450000000000003,False,False
old_v400_context__zx__2025_09_27_18_07_01__00021,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,114.155,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,80.36000000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00019,-1.2099999999999937,False,False
old_v400_context__zx__2025_09_27_18_07_01__00022,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,122.435,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,72.08000000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00020,0.7000000000000028,False,True
old_v400_context__zx__2025_09_27_18_07_01__00023,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,125.645,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,68.87000000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00021,0.06500000000001194,True,True
old_v400_context__zx__2025_09_27_18_07_01__00024,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,127.485,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,67.03000000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00021,-1.7749999999999915,False,False
old_v400_context__zx__2025_09_27_18_07_01__00025,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,129.55,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,64.965,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00021,-3.8400000000000034,False,False
old_v400_context__zx__2025_09_27_18_07_01__00026,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,131.51,primary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,63.005000000000024,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00021,-5.799999999999983,False,False
old_v400_context__zx__2025_09_27_18_07_01__00027,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,133.935,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,60.58000000000001,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00021,-8.224999999999994,False,False
old_v400_context__zx__2025_09_27_18_07_01__00028,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,145.92,primary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,48.59500000000003,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00023,0.7400000000000091,False,True
old_v400_context__zx__2025_09_27_18_07_01__00029,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,154.25,primary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,40.265000000000015,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00025,3.305000000000007,False,False
old_v400_context__zx__2025_09_27_18_07_01__00030,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,157.6,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,36.91500000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00025,-0.044999999999987494,True,True
old_v400_context__zx__2025_09_27_18_07_01__00031,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,176.905,primary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,17.610000000000014,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00026,0.05000000000001137,True,True
old_v400_context__zx__2025_09_27_18_07_01__00032,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,193.39,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,1.1250000000000284,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00027,0.16500000000002046,True,True
old_v400_context__zx__2025_09_27_18_07_01__00033,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,195.205,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-0.6899999999999977,False,True,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00027,-1.6500000000000057,False,False
old_v400_context__zx__2025_09_27_18_07_01__00034,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,197.01,primary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-2.494999999999976,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00027,-3.454999999999984,False,False
old_v400_context__zx__2025_09_27_18_07_01__00035,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,199.845,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-5.329999999999984,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00027,-6.289999999999992,False,False
old_v400_context__zx__2025_09_27_18_07_01__00036,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,203.71,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-9.194999999999993,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00028,8.340000000000003,False,False
old_v400_context__zx__2025_09_27_18_07_01__00037,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,208.905,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-14.389999999999986,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00028,3.1450000000000102,False,False
old_v400_context__zx__2025_09_27_18_07_01__00038,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,212.53,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-18.014999999999986,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00028,-0.47999999999998977,True,True
old_v400_context__zx__2025_09_27_18_07_01__00039,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,214.28,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-19.764999999999986,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00029,-0.009999999999990905,True,True
old_v400_context__zx__2025_09_27_18_07_01__00040,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,223.06,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-28.544999999999987,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00030,0.1150000000000091,True,True
old_v400_context__zx__2025_09_27_18_07_01__00041,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,225.01,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-30.494999999999976,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00030,-1.8349999999999795,False,False
old_v400_context__zx__2025_09_27_18_07_01__00042,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,227.0,primary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-32.484999999999985,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00031,3.0,False,False
old_v400_context__zx__2025_09_27_18_07_01__00043,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,233.06,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-38.54499999999999,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00032,2.069999999999993,False,False
old_v400_context__zx__2025_09_27_18_07_01__00044,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,238.02,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-43.504999999999995,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00033,-0.045000000000015916,True,True
old_v400_context__zx__2025_09_27_18_07_01__00045,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,241.775,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-47.25999999999999,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00033,-3.8000000000000114,False,False
old_v400_context__zx__2025_09_27_18_07_01__00046,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,254.05,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-59.535,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00035,-0.45000000000001705,True,True
old_v400_context__zx__2025_09_27_18_07_01__00047,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,255.86,primary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00001,-61.345,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00035,-2.2600000000000193,False,False
old_v400_context__zx__2025_09_27_18_07_01__00048,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,268.155,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,53.32000000000005,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00036,0.26000000000004775,True,True
old_v400_context__zx__2025_09_27_18_07_01__00049,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,269.625,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,51.85000000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00037,-0.009999999999990905,True,True
old_v400_context__zx__2025_09_27_18_07_01__00050,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,271.57,secondary,strong_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,49.90500000000003,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00037,-1.954999999999984,False,False
old_v400_context__zx__2025_09_27_18_07_01__00051,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,277.03,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,44.44500000000005,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00038,0.03000000000002956,True,True
old_v400_context__zx__2025_09_27_18_07_01__00052,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,279.08,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,42.39500000000004,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00038,-2.019999999999982,False,False
old_v400_context__zx__2025_09_27_18_07_01__00053,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,281.025,secondary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,40.450000000000045,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00038,-3.964999999999975,False,False
old_v400_context__zx__2025_09_27_18_07_01__00054,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,282.84,primary,extreme_active,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,38.63500000000005,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00039,3.4950000000000045,False,False
old_v400_context__zx__2025_09_27_18_07_01__00055,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,286.21,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,35.26500000000004,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00039,0.125,True,True
old_v400_context__zx__2025_09_27_18_07_01__00056,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,293.76,primary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,27.715000000000032,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00041,0.17000000000001592,True,True
old_v400_context__zx__2025_09_27_18_07_01__00057,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,301.06,primary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,20.41500000000002,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00042,0.03500000000002501,True,True
old_v400_context__zx__2025_09_27_18_07_01__00058,zx,2025_09_27_18_07_01,old_v400_context_trigger_idx,324.22,secondary,weak,raw_road_curvature_onset__zx__2025_09_27_18_07_01__00002,-2.7450000000000045,False,False,raw_vehicle_dynamic_onset__zx__2025_09_27_18_07_01__00044,-0.6350000000000477,False,True
