instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons
vehicle_instability_onset__lxy__2025_09_28_18_19_35__000363805,road_guided_vehicle_instability_v0_1,lxy,2025_09_28_18_19_35,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,363.805,363.805,366.755,2.95,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00033,ay,medium,2.43326,2.591789,1,0,0,ok,,5200,1180,2.76476,2.76476,2.43326,0.139959,0.132933,3.227951,0.0,135.0345,-0.106814,0.479093,-0.479093,39.65,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,0.93691,14.0788,1,weak,straight,secondary,1.555,old_v400_context__lxy__2025_09_28_18_19_35__00053,ok,stop,stop,12110.911338,-0.0,869.960072,0.0,very_low,design_special_event_segment,0,none,,,,,48.67,hybrid_review_conflict_or_medium,base_dynamic_score=39.65; ay_support=+1.5; yaw_rate_support=+5; lateral_support=+0.9; post_steering_response=+0.1; old_v400_nearby=+1.5
vehicle_instability_onset__lxy__2025_09_28_18_19_35__000396120,road_guided_vehicle_instability_v0_1,lxy,2025_09_28_18_19_35,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,396.12,396.12,396.645,0.525,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00038,ay,weak,1.47696,1.450488,0,0,0,ok,,5200,211,4.02108,4.02108,1.47696,0.174866,0.140164,2.81407,0.0,137.71,-0.126449,0.191724,0.191724,42.21,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section6,13294.536031,0.0,772.41436,0.0,very_low,design_regular_road,0,none,,,,,51.63,hybrid_review_conflict_or_medium,base_dynamic_score=42.21; ay_support=+4.0; yaw_rate_support=+5; lateral_support=+0.4
vehicle_instability_onset__lxy__2025_09_28_18_19_35__000506605,road_guided_vehicle_instability_v0_1,lxy,2025_09_28_18_19_35,原始车辆数据/lxy/Entity_Recording_2025_09_28_18_19_35_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_19_35_vehicle.csv,1735d287d37c5f3b5ef292385010787581b3864457b61b1ccb7002f4fb47158a,506.605,506.605,526.86,20.255,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,6,0,6,raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00052;raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00053;raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00054;raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00055;raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00056;raw_vehicle_dynamic_onset__lxy__2025_09_28_18_19_35__00057,ay;ay;ay;ay;ay;ay,medium;medium;weak;weak;medium;extreme,3.92259,5.261447,1,0,0,ok,,5200,8102,2.20066,-2.20066,3.92259,0.08223,0.06701,3.31457,4.11e-06,123.953,-0.013439,0.353604,-0.353604,37.69,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,0,0.75634,13.555333,1,weak,straight,primary,0.84,old_v400_context__lxy__2025_09_28_18_19_35__00075,ok,differentmu_road,mu1,14611.160724,-0.0,550.512313,0.0,very_low,design_high_risk_surface,0,none,,,,,49.57,hybrid_review_conflict_or_medium,base_dynamic_score=37.69; ay_support=+0.4; lateral_support=+1.0; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_onset__rjy__2025_09_28_19_33_26__000101685,road_guided_vehicle_instability_v0_1,rjy,2025_09_28_19_33_26,原始车辆数据/rjy/Entity_Recording_2025_09_28_19_33_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_33_26_vehicle.csv,01436a5bdee52567619ced49be5980032c8fe3c36e01f1ac42fee70dcf8a6f21,101.685,101.685,101.845,0.16,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__rjy__2025_09_28_19_33_26__00005,ay,weak,0.502313,1.209542,1,0,0,ok,,5200,64,3.68605,3.68605,0.502313,0.226063,0.156493,2.161333,0.0,70.51615,-0.160396,0.355872,-0.355872,40.76,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,0.382086,10.706076,1,weak,straight,secondary,1.39,old_v400_context__rjy__2025_09_28_19_33_26__00004,ok,middle_section,section2,1707.516895,-0.0,4.316914,0.0,high,design_regular_road,0,none,,,,,50.63,hybrid_review_conflict_or_medium,base_dynamic_score=40.76; ay_support=+3.4; yaw_rate_support=+5; old_v400_nearby=+1.5
vehicle_instability_onset__rjy__2025_09_28_20_02_20__000254040,road_guided_vehicle_instability_v0_1,rjy,2025_09_28_20_02_20,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,254.04,254.04,254.98,0.94,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__rjy__2025_09_28_20_02_20__00031,ay,extreme,0.627631,10.312501,0,0,1,ok,,2600,187,0.56076,0.56076,0.56076,0.537218,0.141237,11.174723,0.006787,8.317045,-3.31037,0.26668,-0.26668,30.8,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,curve1,curve1,4192.140084,-0.00729802,45.481569,0.0,medium,design_curve_context,0,none,,,,,45.38,hybrid_review_conflict_or_medium,base_dynamic_score=30.80; roll_rate_support=+3.6; yaw_rate_support=+5; lateral_support=+6.0
vehicle_instability_onset__rjy__2025_09_28_20_02_20__000721365,road_guided_vehicle_instability_v0_1,rjy,2025_09_28_20_02_20,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,721.365,721.365,723.805,2.44,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__rjy__2025_09_28_20_02_20__00084,ay,medium,2.76819,2.129377,2,1,0,ok,,2302,488,2.76276,2.76276,2.76276,0.080347,0.157235,2.386175,0.00778095,67.8065,-0.258308,0.629017,-0.629017,38.83,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,2,2,1,0,0.962555,25.598333,1,weak,curve,secondary,2.355,old_v400_context__rjy__2025_09_28_20_02_20__00086,ok,curve1,curve1,4276.139593,-0.0001696,270.684987,0.0,low,design_curve_context,0,none,,,,,54.1,hybrid_review_conflict_or_medium,base_dynamic_score=38.83; ay_support=+1.5; yaw_rate_support=+5; post_steering_response=+0.7; old_v400_nearby=+3.0; old_v400_primary=+5
vehicle_instability_onset__txj__2025_09_27_08_40_46__000250615,road_guided_vehicle_instability_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,250.615,250.615,257.685,7.07,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,4,0,4,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00024;raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00025;raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00026;raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00027,ay;ay;ay;ay,weak;weak;weak;medium,1.96972,1.989626,1,0,0,ok,,2600,1415,2.52987,2.52987,1.96972,0.131761,0.080266,1.480094,0.0,143.7475,-0.041539,0.368439,-0.368439,41.42,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,1.056347,14.661333,1,weak,straight,secondary,1.785,old_v400_context__txj__2025_09_27_08_40_46__00029,ok,middle_section,section3,5405.57442,0.0,278.685363,0.0,low,design_regular_road,0,none,,,,,47.98,hybrid_review_conflict_or_medium,base_dynamic_score=41.42; ay_support=+1.1; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5
vehicle_instability_onset__txj__2025_09_27_08_40_46__000622220,road_guided_vehicle_instability_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,622.22,622.22,626.465,4.245,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00082;raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00083,ay;ay,medium;medium,2.32898,2.583023,1,1,0,ok,,2600,849,2.32644,2.32644,2.32644,0.103765,0.09936,0.716213,0.0009968,91.105,-0.080634,0.495674,-0.495674,39.25,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,1,1,1,0,1.082308,13.729333,1,weak,straight,primary,0.56,old_v400_context__txj__2025_09_27_08_40_46__00103,ok,differentmu_road,mu1,14542.160724,-0.0,666.107143,0.0,very_low,design_high_risk_surface,0,none,,,,,50.59,hybrid_review_conflict_or_medium,base_dynamic_score=39.25; ay_support=+0.7; post_steering_response=+0.2; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_onset__txj__2025_09_27_09_06_19__000001960,road_guided_vehicle_instability_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,1.96,1.96,3.345,1.385,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00001,roll_rate,extreme,0.976967,19.539332,0,0,0,ok,,3984,554,0.579642,0.579642,0.463861,1.00207,0.041612,2.044698,1e-08,24.11325,0.067544,0.304909,0.304909,46.0,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section1,0.624693,0.0,8.50076,0.0,high,design_regular_road,0,none,,,,,52.68,hybrid_review_conflict_or_medium,base_dynamic_score=46.00; roll_rate_support=+6.7
vehicle_instability_onset__txj__2025_09_27_09_06_19__000278500,road_guided_vehicle_instability_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,278.5,278.5,280.85,2.35,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00034,ay,strong,3.10697,3.054282,1,0,1,ok,,5201,940,3.10697,3.10697,3.10697,0.117004,0.100187,1.220272,2e-08,134.2085,-0.104371,0.693594,-0.693594,40.33,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,1,0,1.534307,14.1954,1,weak,straight,primary,1.08,old_v400_context__txj__2025_09_27_09_06_19__00041,ok,middle_section,section4,7422.25558,0.0,282.207591,0.0,low,design_regular_road,0,none,,,,,50.06,hybrid_review_conflict_or_medium,base_dynamic_score=40.33; ay_support=+2.2; post_steering_response=+1.0; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_onset__txj__2025_09_27_09_06_19__000510380,road_guided_vehicle_instability_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,510.38,510.38,513.655,3.275,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00067;raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00068,ay;ay,medium;weak,2.87035,2.79252,1,1,1,ok,,5200,1310,3.56493,-3.56493,2.87035,0.124916,0.114812,0.601646,0.00252391,118.522,-0.161617,0.539306,0.539306,46.59,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,1,1,0,0,0.952332,13.4972,1,weak,straight,secondary,0.035,old_v400_context__txj__2025_09_27_09_06_19__00085,ok,differentmu_road,mu1,14679.160724,0.0,653.695126,0.0,very_low,design_high_risk_surface,0,none,,,,,51.59,hybrid_review_conflict_or_medium,base_dynamic_score=46.59; ay_support=+3.1; post_steering_response=+0.4; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__txj__2025_09_27_09_17_11__000532910,road_guided_vehicle_instability_v0_1,txj,2025_09_27_09_17_11,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,532.91,532.91,559.435,26.525,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__txj__2025_09_27_09_17_11__00084;raw_vehicle_dynamic_onset__txj__2025_09_27_09_17_11__00085,ay;ay,medium;extreme,7.68044,7.591967,1,1,0,ok,,5200,10610,3.01718,-3.01718,7.68044,0.12523,0.092067,2.254979,0.00252386,137.673,0.018151,0.458323,-0.458323,44.58,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,high,1,1,0,0,1.05739,15.475333,1,weak,straight,secondary,0.53,old_v400_context__txj__2025_09_27_09_17_11__00108,ok,differentmu_road,mu1,14551.160724,0.0,668.472258,0.0,very_low,design_high_risk_surface,0,none,,,,,52.15,hybrid_review_conflict_or_medium,base_dynamic_score=44.58; ay_support=+2.0; post_steering_response=+0.0; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000409805,road_guided_vehicle_instability_v0_1,tyy,2025_09_28_14_23_43,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,409.805,409.805,410.19,0.385,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,raw_vehicle_dynamic_onset__tyy__2025_09_28_14_23_43__00065,roll_rate,extreme,0.77997,15.5994,1,0,0,ok,,2600,77,0.709333,-0.709333,0.557918,0.796941,0.120274,3.348748,0.0067579,8.620165,2.14597,0.31198,0.31198,39.17,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,1.891028,14.086667,1,weak,curve,secondary,0.52,old_v400_context__tyy__2025_09_28_14_23_43__00068,ok,curve2,curve2,8454.880274,0.0,178.756401,0.0,low,design_curve_context,0,none,,,,,52.0,hybrid_review_conflict_or_medium,base_dynamic_score=39.17; roll_rate_support=+5.3; yaw_rate_support=+5; lateral_support=+1.0; old_v400_nearby=+1.5
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000619865,road_guided_vehicle_instability_v0_1,tyy,2025_09_28_14_23_43,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,619.865,619.865,621.18,1.315,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,2,2,raw_vehicle_dynamic_onset__tyy__2025_09_28_14_23_43__00116;raw_vehicle_dynamic_onset__tyy__2025_09_28_14_23_43__00117,roll_rate;roll_rate,extreme;extreme,0.554259,11.085189,1,0,2,ok,,2600,263,0.954198,-0.954198,0.306799,0.567354,0.174561,8.50551,0.0,6.18378,1.74812,0.42551,0.42551,38.22,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,0,0,0,0.872471,19.14,1,weak,straight,secondary,3.695,old_v400_context__tyy__2025_09_28_14_23_43__00105,ok,middle_section,section5,10667.286644,-0.0,974.230324,0.0,very_low,design_regular_road,0,none,,,,,54.5,hybrid_review_conflict_or_medium,base_dynamic_score=38.22; roll_rate_support=+3.8; yaw_rate_support=+5; lateral_support=+6.0; old_v400_nearby=+1.5
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000746100,road_guided_vehicle_instability_v0_1,tyy,2025_09_28_14_23_43,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,746.1,746.1,746.715,0.615,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__tyy__2025_09_28_14_23_43__00140,ay,medium,2.41601,2.907803,2,0,2,ok,,2600,122,2.54318,2.54318,2.40284,0.148255,0.127088,1.266546,0.0,86.0004,0.162054,0.938376,-0.938376,33.25,reject_low_instability_evidence,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,2,1,0,1,1.614898,16.522,2,medium_active,straight,secondary,1.45,old_v400_context__tyy__2025_09_28_14_23_43__00129,ok,middle_section,section6,13542.536031,0.0,748.473544,0.0,very_low,design_regular_road,0,none,,,,,49.37,hybrid_review_conflict_or_medium,base_dynamic_score=33.25; ay_support=+1.1; yaw_rate_support=+5; post_steering_response=+2.0; old_v400_nearby=+3.0; old_v400_active=+5
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000797665,road_guided_vehicle_instability_v0_1,tyy,2025_09_28_14_23_43,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,797.665,797.665,799.18,1.515,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__tyy__2025_09_28_14_23_43__00151,ay,medium,2.40312,2.530719,1,0,0,ok,,2600,302,3.38523,-3.38523,2.40312,0.181468,0.165572,3.18491,0.00573951,64.6499,-0.030892,0.577355,0.577355,43.6,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,1.069025,16.580767,1,weak,curve,secondary,0.01,old_v400_context__tyy__2025_09_28_14_23_43__00145,ok,differentmu_road,mu1,14856.160724,0.0,619.865975,0.0,very_low,design_high_risk_surface,0,none,,,,,54.22,hybrid_review_conflict_or_medium,base_dynamic_score=43.60; ay_support=+2.8; yaw_rate_support=+5; lateral_support=+0.8; post_steering_response=+0.5; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_onset__tyy__2025_09_28_14_40_01__000003435,road_guided_vehicle_instability_v0_1,tyy,2025_09_28_14_40_01,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_40_01_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_40_01_vehicle.csv,1a2517b443af923a89487be766c9cabc7db60214e7a517280d728e5af2cb5a4f,3.435,3.435,4.84,1.405,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,2,2,raw_vehicle_dynamic_onset__tyy__2025_09_28_14_40_01__00001;raw_vehicle_dynamic_onset__tyy__2025_09_28_14_40_01__00002,roll_rate;roll_rate,extreme;extreme,0.990444,19.808888,0,0,1,ok,,2288,281,0.543182,0.543182,0.511374,1.01631,0.033019,2.317079,1e-08,13.86355,0.182212,0.446456,0.446456,45.95,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section1,1.624693,0.0,8.493175,0.0,high,design_regular_road,0,none,,,,,52.73,hybrid_review_conflict_or_medium,base_dynamic_score=45.95; roll_rate_support=+6.8
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000401825,road_guided_vehicle_instability_v0_1,tyy,2025_09_28_14_44_09,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,401.825,401.825,403.355,1.53,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__tyy__2025_09_28_14_44_09__00038,ay,extreme,2.019669,10.408091,1,0,0,ok,,5200,611,2.01967,-2.01967,2.01967,0.54152,0.104459,1.190276,0.002465,67.4228,-0.01309,0.37193,0.37193,43.44,needs_human_review,road_setting_guided_vehicle_instability_onset_predict_future_steering_response,Road design and old v400 event context are used only as supporting context. Instability onset remains grounded in non-steering vehicle dynamics; steering metrics are response evidence.,normal,1,1,0,0,1.895248,13.497333,1,weak,curve,secondary,0.915,old_v400_context__tyy__2025_09_28_14_44_09__00052,ok,curve1,curve1,4181.140157,-0.00729802,5782.381894,0.0,very_low,design_curve_context,0,none,,,,,48.59,hybrid_review_conflict_or_medium,base_dynamic_score=43.44; ay_support=+0.0; roll_rate_support=+3.6; old_v400_nearby=+1.5
