sample_id,split,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_onset_time_s,gt_tail_signed,gt_tail_abs_ratio,direction_mode,amplitude_mode,peak_timing,tail_mode,reversal_count,zero_crossing,correction_mode,response_family,threshold_small_peak_train_p40,threshold_large_peak_train_p75,threshold_very_large_peak_train_p90,threshold_peak_time_train_median,rbf_sample_rmse,deployable_oracle_rmse,deployable_oracle_gain_over_rbf,deployable_oracle_best_model,deployable_oracle_uses_non_rbf,candidate_spread_mean,candidate_spread_peak,rbf_kernel_ridge_context_no_subject__sample_rmse,keypoint_residual_vehicle_transformer_no_subject__sample_rmse,topk_vehicle_transformer_branch0_no_subject__sample_rmse,topk_vehicle_transformer_branch1_no_subject__sample_rmse,topk_vehicle_transformer_branch2_no_subject__sample_rmse,event_uid,subject,session_stamp,event_type,event_level,road_type_anchor,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,train,1.6285650730133057,1.6285650730133057,2.4049999713897705,0.23999999463558197,0.3850184679031372,0.23641577133343786,positive,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.39029592,0.39029592,0.0,rbf_kernel_ridge_context_no_subject,0,0.24524008,0.35487112,0.39029592,0.72349596,0.69978446,0.46544075,0.8709436,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,yzy,2025_09_27_15_04_26,instability_ay_roll,extreme_active,straight,longstraight,longstraight,design_regular_road,high
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,train,1.1686729192733765,-1.1686729192733765,1.7200000286102295,0.27000001072883606,0.14014999568462372,0.11992234385970209,negative,medium,late_peak,return_near_zero,3,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.33395147,0.21730013,0.11665134,topk_vehicle_transformer_branch2_no_subject,1,0.21963857,0.35785958,0.33395147,0.3276703,0.22511543,0.48881954,0.21730013,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845,yzy,2025_09_27_15_07_57,instability_ay_roll,strong_active,curve,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,train,0.4766499996185303,0.4766499996185303,2.380000114440918,0.23499999940395355,0.08063501119613647,0.16917027433267556,positive,small,late_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.13701566,0.13701566,0.0,rbf_kernel_ridge_context_no_subject,0,0.18291427,0.2641023,0.13701566,0.41476342,0.31648996,0.2538745,0.39361468,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,yzy,2025_09_27_15_07_57,instability_ay_roll,weak,straight,middle_section,section4,design_regular_road,low
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,train,0.9054773449897766,0.9054773449897766,1.5149999856948853,0.17000000178813934,-0.1886688470840454,0.20836396197872362,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.49353972,0.34879416,0.14474556,topk_vehicle_transformer_branch2_no_subject,1,0.20472609,0.31397444,0.49353972,0.5135228,0.55875915,0.8632021,0.34879416,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880,yzy,2025_09_27_15_07_57,instability_ay_roll,medium_active,straight,curve2,curve2,design_curve_context,low
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,train,1.4224441051483154,1.4224441051483154,1.1799999475479126,0.08500000089406967,0.017976820468902588,0.012637980222799813,positive,medium,early_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.22771148,0.22771148,0.0,rbf_kernel_ridge_context_no_subject,0,0.24042849,0.4459582,0.22771148,0.47102836,0.3882485,0.5561617,0.3879486,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,yzy,2025_09_27_15_07_57,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,train,0.5797989964485168,0.5797989964485168,1.5399999618530273,0.7799999713897705,0.054978758096694946,0.09482382417606819,positive,small,early_peak,return_near_zero,3,0,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.16232017,0.124850936,0.03746923,topk_vehicle_transformer_branch0_no_subject,1,0.1751879,0.28084293,0.16232017,0.14677717,0.124850936,0.28564054,0.26691824,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025,yzy,2025_09_27_15_07_57,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,train,5.009788990020752,5.009788990020752,1.6950000524520874,0.20000000298023224,0.4810129404067993,0.09601461086783354,positive,very_large,late_peak,return_near_zero,4,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.81663686,0.81663686,0.0,rbf_kernel_ridge_context_no_subject,0,0.54479194,0.8145718,0.81663686,2.0261846,1.0978909,1.0009958,1.3491825,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960,zdq,2025_09_26_15_14_51,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,train,0.48520177602767944,0.48520177602767944,1.350000023841858,0.6700000166893005,-0.026354044675827026,0.05431563934408105,positive,small,early_peak,return_near_zero,6,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.16461954,0.09099689,0.073622644,topk_vehicle_transformer_branch0_no_subject,1,0.2008343,0.35800233,0.16461954,0.38457486,0.09099689,0.31166616,0.22603905,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945,zdq,2025_09_26_15_21_51,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,very_low
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,train,1.880071997642517,1.880071997642517,1.9700000286102295,0.8799999952316284,-0.3787369728088379,0.20144812181860502,positive,large,late_peak,return_near_zero,6,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.38937882,0.28035095,0.10902786,topk_vehicle_transformer_branch0_no_subject,1,0.25571507,0.45144865,0.38937882,0.4418281,0.28035095,0.5047463,0.39270994,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510,zdq,2025_09_26_15_27_09,instability_ay_roll,extreme_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,train,0.7620109915733337,0.7620109915733337,1.6449999809265137,0.3100000023841858,0.03909601271152496,0.05130636322030333,positive,small,late_peak,return_near_zero,7,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.1993813,0.16496183,0.034419477,keypoint_residual_vehicle_transformer_no_subject,1,0.18261127,0.29353535,0.1993813,0.16496183,0.24116585,0.26310667,0.43141744,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750,zdq,2025_09_26_15_27_09,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,train,0.13404099643230438,0.13404099643230438,1.2549999952316284,0.38499999046325684,0.08220499753952026,0.6132825010819493,positive,small,early_peak,same_side_tail,2,1,multi_segment,small|same_side_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.101339564,0.08307098,0.018268585,topk_vehicle_transformer_branch0_no_subject,1,0.099753186,0.15501085,0.101339564,0.13034832,0.08307098,0.192783,0.17057063,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530,zdq,2025_09_26_15_27_09,instability_ay_roll,extreme_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,train,0.9688320159912109,0.9688320159912109,1.909999966621399,0.10499999672174454,0.0897100567817688,0.09259609024169844,positive,small,late_peak,return_near_zero,9,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.2841408,0.17743148,0.10670932,topk_vehicle_transformer_branch0_no_subject,1,0.23435754,0.3316103,0.2841408,0.17755651,0.17743148,0.42564276,0.2835816,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020,zdq,2025_09_26_15_37_30,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,train,1.419302225112915,-1.419302225112915,1.8650000095367432,0.14000000059604645,-0.08360126614570618,0.058903075515896644,negative,medium,late_peak,return_near_zero,6,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.18194336,0.18194336,0.0,rbf_kernel_ridge_context_no_subject,0,0.18534689,0.28066677,0.18194336,0.33607212,0.3500473,0.5938823,0.20447782,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070,zdq,2025_09_26_15_52_46,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,train,1.4646830558776855,-1.4646830558776855,1.8899999856948853,0.17499999701976776,0.3773391544818878,0.25762512440329555,negative,medium,late_peak,return_near_zero,5,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.40331513,0.40331513,0.0,rbf_kernel_ridge_context_no_subject,0,0.3097094,0.5177021,0.40331513,0.9583532,0.4775753,0.6898799,0.419419,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370,zdq,2025_09_26_15_52_46,instability_ay_roll,extreme_active,curve,curve1,curve1,design_curve_context,high
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,train,0.24766230583190918,0.24766230583190918,1.190000057220459,0.28999999165534973,-0.2417280077934265,0.9760387515631453,positive,small,early_peak,opposite_tail,4,1,multi_segment,small|opposite_tail|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.08572128,0.08572128,0.0,rbf_kernel_ridge_context_no_subject,0,0.1864534,0.34467936,0.08572128,0.5497403,0.20229919,0.34809762,0.12538013,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885,zdq,2025_09_26_15_52_46,instability_ay_roll,instability_strong,design_high_risk_surface,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,train,1.2025330066680908,-1.2025330066680908,0.3149999976158142,0.05999999865889549,-0.05009099841117859,0.0416545725842219,negative,medium,early_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.15133587,0.15133587,0.0,rbf_kernel_ridge_context_no_subject,0,0.2317905,0.36637792,0.15133587,0.40124944,0.32609865,0.49864388,0.37790385,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185,zdq,2025_09_26_16_03_48,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,train,0.41538840532302856,0.41538840532302856,0.6449999809265137,0.29499998688697815,-0.09477196633815765,0.22815265212917493,positive,small,early_peak,return_near_zero,6,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.14990923,0.14990923,0.0,rbf_kernel_ridge_context_no_subject,0,0.106488,0.18474202,0.14990923,0.29422954,0.18103294,0.21795243,0.30211192,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380,zdq,2025_09_26_16_03_48,instability_ay_roll,medium_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,train,1.817582130432129,-1.817582130432129,1.559999942779541,0.15000000596046448,0.010645955801010132,0.0058572075631482265,negative,large,early_peak,return_near_zero,5,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.38382244,0.35604164,0.027780801,topk_vehicle_transformer_branch0_no_subject,1,0.4438239,0.6234432,0.38382244,1.2614397,0.35604164,0.58521336,0.39723897,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280,zt,2025_09_28_11_20_08,instability_ay_roll,strong_active,straight,curve1,curve1,design_curve_context,high
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,train,1.5015029907226562,1.5015029907226562,2.055000066757202,0.16500000655651093,0.23631800711154938,0.15738763663588323,positive,medium,late_peak,return_near_zero,2,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.25431386,0.25431386,0.0,rbf_kernel_ridge_context_no_subject,0,0.20447142,0.3271684,0.25431386,0.389035,0.40003437,0.33282894,0.568721,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535,zt,2025_09_28_11_20_08,instability_ay_roll,medium_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,train,0.9772099256515503,0.9772099256515503,2.200000047683716,0.09000000357627869,0.14189493656158447,0.1452041499342904,positive,small,late_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.23055643,0.168597,0.06195943,topk_vehicle_transformer_branch1_no_subject,1,0.23842701,0.33745173,0.23055643,0.4672045,0.33407497,0.168597,0.60774493,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365,zt,2025_09_28_11_20_08,instability_ay_roll,strong_active,straight,stop,stop,design_special_event_segment,very_low
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,train,1.2395299673080444,-1.2395299673080444,1.7899999618530273,0.9599999785423279,0.06457699835300446,0.05209797266398479,negative,medium,late_peak,return_near_zero,7,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.28556678,0.22732732,0.05823946,topk_vehicle_transformer_branch0_no_subject,1,0.17551744,0.29040676,0.28556678,0.23315097,0.22732732,0.31597978,0.37541333,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990,zt,2025_09_28_11_20_08,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,train,0.01624011993408203,-0.01624011993408203,0.7649999856948853,0.7350000143051147,-0.012050151824951172,0.741998942979623,negative,small,early_peak,same_side_tail,0,0,single_sweep,small|same_side_tail|single_sweep,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.020188434,0.020188434,0.0,rbf_kernel_ridge_context_no_subject,0,0.18924369,0.35814086,0.020188434,0.06670986,0.26435378,0.10179201,0.5668262,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585,zx,2025_09_27_16_32_00,instability_roll_only,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,train,2.5281119346618652,-2.5281119346618652,1.5700000524520874,0.42500001192092896,0.33772000670433044,0.13358585989567762,negative,very_large,early_peak,return_near_zero,5,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.50073814,0.50073814,0.0,rbf_kernel_ridge_context_no_subject,0,0.25178277,0.39834365,0.50073814,0.81925553,0.75911397,0.7111122,0.9632462,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575,zx,2025_09_27_16_32_00,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,train,1.5521210432052612,1.5521210432052612,2.055000066757202,0.6850000023841858,0.2008870393037796,0.12942743105198218,positive,medium,late_peak,return_near_zero,8,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.26916018,0.26916018,0.0,rbf_kernel_ridge_context_no_subject,0,0.17932053,0.28889096,0.26916018,0.3226258,0.34729397,0.27930307,0.54396856,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300,zx,2025_09_27_16_32_00,instability_ay_roll,extreme_active,straight,curve2,curve2,design_curve_context,very_low
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,train,2.6731455326080322,-2.6731455326080322,0.36000001430511475,0.05000000074505806,0.6792864799499512,0.2541150385056705,negative,very_large,early_peak,return_near_zero,5,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.9316312,0.9316312,0.0,rbf_kernel_ridge_context_no_subject,0,0.33507088,0.47470924,0.9316312,1.5690911,1.2977308,1.4329649,1.2817127,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025,zx,2025_09_27_16_32_00,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,train,1.7626051902770996,-1.7626051902770996,1.4049999713897705,0.28999999165534973,0.1134456992149353,0.0643625128535452,negative,large,early_peak,return_near_zero,3,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.22394638,0.19644134,0.02750504,topk_vehicle_transformer_branch0_no_subject,1,0.38787806,0.559585,0.22394638,0.8098124,0.19644134,0.43137753,0.38753155,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620,zx,2025_09_27_16_32_00,instability_ay_roll,strong_active,straight,stop,stop,design_special_event_segment,very_low
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,train,0.9735440015792847,-0.9735440015792847,1.8949999809265137,0.6650000214576721,0.04782196879386902,0.049121527857284464,negative,small,late_peak,return_near_zero,2,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.11121198,0.11121198,0.0,rbf_kernel_ridge_context_no_subject,0,0.15446508,0.24150112,0.11121198,0.19251171,0.23836988,0.35115102,0.24161494,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585,zx,2025_09_27_16_32_00,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,high
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,val,1.9704800844192505,1.9704800844192505,1.6699999570846558,0.17499999701976776,0.5167919397354126,0.26226702001290414,positive,large,late_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.73548925,0.2834714,0.45201784,topk_vehicle_transformer_branch1_no_subject,1,0.25860032,0.44547838,0.73548925,0.6441799,0.48730725,0.2834714,0.7665284,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890,zx,2025_09_27_16_46_13,instability_ay_roll,extreme_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,val,2.743656635284424,-2.743656635284424,2.0799999237060547,0.24500000476837158,0.6597352623939514,0.24045839188093568,negative,very_large,late_peak,return_near_zero,2,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,1.3378159,0.95787066,0.37994522,topk_vehicle_transformer_branch2_no_subject,1,0.22094092,0.37724754,1.3378159,1.1437926,1.1405375,1.4163071,0.95787066,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075,zx,2025_09_27_16_46_13,instability_ay_roll,extreme_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,val,2.005558967590332,-2.005558967590332,2.0850000381469727,0.44999998807907104,0.17191332578659058,0.08571840996185891,negative,very_large,late_peak,return_near_zero,2,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.61156785,0.49081814,0.12074971,topk_vehicle_transformer_branch2_no_subject,1,0.26361808,0.40335745,0.61156785,0.9293172,0.7423562,1.0277296,0.49081814,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,zx,2025_09_27_16_46_13,instability_ay_roll,extreme_active,curve,curve1,curve1,design_curve_context,high
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,val,1.891584873199463,1.891584873199463,1.2350000143051147,0.12999999523162842,-0.3307400345802307,0.17484810714351437,positive,large,early_peak,return_near_zero,6,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.5910531,0.5910531,0.0,rbf_kernel_ridge_context_no_subject,0,0.32454535,0.52552587,0.5910531,0.7111491,0.75426143,0.9531216,0.5941625,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,zx,2025_09_27_16_46_13,instability_ay_roll,extreme_active,straight,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,val,1.3250539302825928,1.3250539302825928,2.244999885559082,0.800000011920929,0.23003500699996948,0.17360425997975054,positive,medium,late_peak,return_near_zero,4,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.4929598,0.23888963,0.25407016,topk_vehicle_transformer_branch1_no_subject,1,0.22413018,0.33059913,0.4929598,0.35722885,0.3213933,0.23888963,0.5034279,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,zx,2025_09_27_16_46_13,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,val,3.1869680881500244,3.1869680881500244,1.4950000047683716,0.10499999672174454,-0.5906221866607666,0.185324160871536,positive,very_large,early_peak,return_near_zero,2,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,1.1165884,1.1165884,0.0,rbf_kernel_ridge_context_no_subject,0,0.3048393,0.46448863,1.1165884,1.534897,1.6534883,1.5398302,1.8772532,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,zx,2025_09_27_16_46_13,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,val,0.9925658702850342,-0.9925658702850342,2.315000057220459,0.1550000011920929,-0.24085485935211182,0.2426588164702316,negative,medium,late_peak,return_near_zero,3,0,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.5598909,0.40560526,0.15428567,topk_vehicle_transformer_branch2_no_subject,1,0.23840238,0.46562266,0.5598909,0.6883489,0.48665383,0.5786633,0.40560526,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,zx,2025_09_27_16_46_13,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,val,0.5733399987220764,0.5733399987220764,1.1100000143051147,0.38999998569488525,-0.023212991654872894,0.04048730544984229,positive,small,early_peak,return_near_zero,3,1,multi_segment,small|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.26253211,0.16267495,0.09985717,topk_vehicle_transformer_branch0_no_subject,1,0.105401285,0.21726158,0.26253211,0.28750205,0.16267495,0.20471987,0.23412895,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,zx,2025_09_27_16_46_13,instability_ay_roll,weak,curve,differentmu_road,mu1,design_high_risk_surface,very_low
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,train,1.7589459419250488,1.7589459419250488,1.3550000190734863,0.10000000149011612,-0.0040149688720703125,0.002282599354745489,positive,large,early_peak,return_near_zero,2,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.44535494,0.3750887,0.07026625,topk_vehicle_transformer_branch0_no_subject,1,0.2790916,0.5245661,0.44535494,0.6066125,0.3750887,0.46637163,0.48110077,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335,zx,2025_09_27_17_14_07,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,train,2.0647270679473877,-2.0647270679473877,2.200000047683716,1.5850000381469727,0.22724202275276184,0.11005910964235603,negative,very_large,late_peak,return_near_zero,2,1,multi_segment,very_large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.50001085,0.50001085,0.0,rbf_kernel_ridge_context_no_subject,0,0.20965949,0.37758866,0.50001085,0.7279133,0.72183716,0.9535697,0.5953144,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950,zx,2025_09_27_17_14_07,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,train,1.8886197805404663,-1.8886197805404663,1.9850000143051147,0.7300000190734863,-0.14294280111789703,0.07568638356471682,negative,large,late_peak,return_near_zero,11,1,multi_segment,large|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.22283338,0.22283338,0.0,rbf_kernel_ridge_context_no_subject,0,0.38949937,0.669652,0.22283338,1.1756831,0.35776192,0.595873,0.24516234,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,zx,2025_09_27_17_25_16,instability_ay_roll,strong_active,straight,middle_section,section1,design_regular_road,high
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,train,1.3517570495605469,1.3517570495605469,1.315000057220459,0.36000001430511475,0.18465623259544373,0.13660460114151063,positive,medium,early_peak,return_near_zero,5,1,multi_segment,medium|return_near_zero|multi_segment,0.9891481995582581,1.633541226387024,1.9869728088378906,1.5825000405311584,0.4411561,0.39894077,0.042215317,topk_vehicle_transformer_branch2_no_subject,1,0.16637507,0.3061517,0.4411561,0.5692098,0.5257216,0.7597666,0.39894077,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,zx,2025_09_27_17_25_16,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high
