old_event_uid,subject,session_stamp,old_anchor_time_rel_s,old_phase_type,old_event_level,old_road_type_anchor,old_trigger_type,old_curvature_anchor,nearest_road_curvature_event_uid,nearest_road_curvature_time_rel_s,nearest_road_curvature_delta_s,nearest_nonsteering_dynamic_event_uid,nearest_nonsteering_dynamic_time_rel_s,nearest_nonsteering_dynamic_delta_s,nearest_nonsteering_dynamic_type,nearest_road_guided_event_uid,nearest_road_guided_time_rel_s,nearest_road_guided_delta_s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability,within_1s_road_curvature,within_1s_nonsteering_dynamic,within_1s_module_boundary,old_anchor_audit_bucket
old_v400_context__zx__2025_09_27_16_46_13__00003,zx,2025_09_27_16_46_13,63.99,primary,weak,straight,context_residual,-1.75716e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,89.295,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00004,63.325,-0.665,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000063325,63.325,-0.665,65.605,exit,1.615,middle_section,section1,high,普通连接段,section1,high,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_46_13__00004,zx,2025_09_27_16_46_13,78.87,primary,extreme_active,straight,context_residual,-3.09902e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,74.415,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00007,82.85,3.98,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000082850,82.85,3.98,77.805,entry,-1.065,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00005,zx,2025_09_27_16_46_13,86.945,secondary,extreme_active,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,66.34,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00007,82.85,-4.095,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000082850,82.85,-4.095,77.805,entry,-9.14,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00006,zx,2025_09_27_16_46_13,88.755,primary,extreme_active,straight,context_residual,-7.53991e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,64.53,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00009,93.415,4.66,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000093415,93.415,4.66,77.805,entry,-10.95,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00007,zx,2025_09_27_16_46_13,90.68,secondary,strong_active,straight,context_residual,2.42809e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,62.605,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00009,93.415,2.735,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000093415,93.415,2.735,77.805,entry,-12.875,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00008,zx,2025_09_27_16_46_13,96.705,secondary,medium_active,straight,context_residual,8.88178e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,56.58,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00010,96.36,-0.345,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000093415,93.415,-3.29,115.5,exit,18.795,middle_section,section2,high,普通连接段,section2,high,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_46_13__00009,zx,2025_09_27_16_46_13,111.075,secondary,medium_active,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,42.21,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00010,96.36,-14.715,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000093415,93.415,-17.66,115.5,exit,4.425,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00010,zx,2025_09_27_16_46_13,113.025,secondary,extreme_active,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,40.26,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00010,96.36,-16.665,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000093415,93.415,-19.61,115.5,exit,2.475,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00011,zx,2025_09_27_16_46_13,114.89,primary,extreme_active,straight,context_residual,3.97473e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,38.395,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00010,96.36,-18.53,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,19.375,115.5,exit,0.61,middle_section,section2,high,普通连接段,section2,high,False,False,True,old_close_to_road_only
old_v400_context__zx__2025_09_27_16_46_13__00012,zx,2025_09_27_16_46_13,119.06,secondary,weak,straight,context_residual,-3.10773e-11,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,34.225,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,15.205,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,15.205,115.605,entry,-3.455,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00013,zx,2025_09_27_16_46_13,134.755,primary,weak,straight,context_residual,2.76008e-08,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,18.53,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-0.49,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-0.49,115.605,entry,-19.15,curve1,curve1,medium,弯道路段,curve1,medium,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_46_13__00014,zx,2025_09_27_16_46_13,153.195,secondary,extreme_active,straight,context_residual,2.8421e-08,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,0.09,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-18.93,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-18.93,115.605,entry,-37.59,curve1,curve1,medium,弯道路段,curve1,medium,True,False,False,old_close_to_road_only
old_v400_context__zx__2025_09_27_16_46_13__00015,zx,2025_09_27_16_46_13,155.09,secondary,extreme_active,curve,context_residual,0.0088025,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-1.805,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-20.825,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-20.825,115.605,entry,-39.485,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00016,zx,2025_09_27_16_46_13,156.91,secondary,extreme_active,curve,context_residual,0.00464943,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-3.625,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-22.645,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-22.645,115.605,entry,-41.305,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00017,zx,2025_09_27_16_46_13,158.35,primary,extreme_active,curve,context_residual,-0.00687171,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-5.065,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-24.085,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-24.085,115.605,entry,-42.745,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00018,zx,2025_09_27_16_46_13,166.885,secondary,extreme_active,curve,context_residual,0.00763221,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-13.6,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-32.62,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-32.62,115.605,entry,-51.28,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00019,zx,2025_09_27_16_46_13,168.73,primary,extreme_active,curve,context_residual,0.00763213,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-15.445,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-34.465,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-34.465,115.605,entry,-53.125,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00020,zx,2025_09_27_16_46_13,170.945,secondary,strong_active,curve,context_residual,0.00778063,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-17.66,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00012,134.265,-36.68,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000134265,134.265,-36.68,115.605,entry,-55.34,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00021,zx,2025_09_27_16_46_13,198.26,primary,extreme_active,curve,context_residual,0.00763215,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-44.975,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00020,212.495,14.235,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000212495,212.495,14.235,260.5,exit,62.24,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00022,zx,2025_09_27_16_46_13,218.1,secondary,weak,curve,context_residual,0.00778071,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-64.815,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00020,212.495,-5.605,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000212495,212.495,-5.605,260.5,exit,42.4,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00023,zx,2025_09_27_16_46_13,221.615,primary,strong_active,curve,context_residual,0.00743356,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-68.33,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00025,226.77,5.155,roll_rate,vehicle_instability_onset__zx__2025_09_27_16_46_13__000226770,226.77,5.155,260.5,exit,38.885,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00024,zx,2025_09_27_16_46_13,234.44,secondary,weak,curve,context_residual,0.00763224,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-81.155,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00025,226.77,-7.67,roll_rate,vehicle_instability_onset__zx__2025_09_27_16_46_13__000226770,226.77,-7.67,260.5,exit,26.06,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00025,zx,2025_09_27_16_46_13,239.81,primary,strong_active,curve,context_residual,-0.00716721,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-86.525,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,4.455,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,4.455,260.5,exit,20.69,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00026,zx,2025_09_27_16_46_13,244.455,secondary,weak,curve,context_residual,-0.00699183,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-91.17,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,-0.19,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,-0.19,260.5,exit,16.045,curve1,curve1,medium,弯道路段,curve1,medium,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_46_13__00027,zx,2025_09_27_16_46_13,246.395,secondary,strong_active,curve,context_residual,-0.00716719,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-93.11,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,-2.13,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,-2.13,260.5,exit,14.105,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00028,zx,2025_09_27_16_46_13,251.41,secondary,weak,curve,context_residual,-0.00716719,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-98.125,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,-7.145,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,-7.145,260.5,exit,9.09,curve1,curve1,medium,弯道路段,curve1,medium,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00029,zx,2025_09_27_16_46_13,263.23,secondary,extreme_active,straight,context_residual,6.21546e-11,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-109.945,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,-18.965,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,-18.965,260.605,entry,-2.625,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00030,zx,2025_09_27_16_46_13,265.16,secondary,strong_active,straight,context_residual,-8.88178e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-111.875,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,-20.895,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,-20.895,260.605,entry,-4.555,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00031,zx,2025_09_27_16_46_13,267.555,primary,extreme_active,straight,context_residual,1.55386e-11,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-114.27,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,-23.29,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,-23.29,260.605,entry,-6.95,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00032,zx,2025_09_27_16_46_13,269.36,secondary,extreme_active,straight,context_residual,-7.63869e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00001,153.285,-116.075,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00030,244.265,-25.095,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000244265,244.265,-25.095,260.605,entry,-8.755,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00033,zx,2025_09_27_16_46_13,281.455,primary,weak,straight,context_residual,-2.79993e-11,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,105.885,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,26.455,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,26.455,293.205,exit,11.75,middle_section,section3,low,普通连接段,section3,low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00034,zx,2025_09_27_16_46_13,292.815,secondary,medium_active,straight,context_residual,1.12421e-09,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,94.525,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,15.095,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,15.095,293.205,exit,0.39,middle_section,section3,low,普通连接段,section3,low,False,False,True,old_close_to_road_only
old_v400_context__zx__2025_09_27_16_46_13__00035,zx,2025_09_27_16_46_13,294.815,secondary,medium_active,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,92.525,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,13.095,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,13.095,293.305,entry,-1.51,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00036,zx,2025_09_27_16_46_13,297.51,secondary,strong_active,straight,context_residual,4.72085e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,89.83,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,10.4,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,10.4,293.305,entry,-4.205,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00037,zx,2025_09_27_16_46_13,302.69,secondary,weak,straight,context_residual,0.0,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,84.65,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,5.22,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,5.22,293.305,entry,-9.385,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00038,zx,2025_09_27_16_46_13,307.86,secondary,weak,straight,context_residual,7.08127e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,79.48,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,0.05,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,0.05,293.305,entry,-14.555,fix_road,fix_road,low,特殊道路段,fix_road,low,False,True,False,old_close_to_body_only
old_v400_context__zx__2025_09_27_16_46_13__00039,zx,2025_09_27_16_46_13,310.455,secondary,weak,straight,context_residual,1.77634e-09,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,76.885,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,-2.545,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,-2.545,293.305,entry,-17.15,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00040,zx,2025_09_27_16_46_13,316.145,secondary,extreme_active,straight,context_residual,8.88171e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,71.195,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,-8.235,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,-8.235,293.305,entry,-22.84,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00041,zx,2025_09_27_16_46_13,317.95,primary,extreme_active,straight,context_residual,1.41625e-09,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,69.39,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00033,307.91,-10.04,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000307910,307.91,-10.04,293.305,entry,-24.645,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_after_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00042,zx,2025_09_27_16_46_13,323.02,secondary,extreme_active,straight,context_residual,4.72085e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,64.32,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00036,336.635,13.615,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000336635,336.635,13.615,293.305,entry,-29.715,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
old_v400_context__zx__2025_09_27_16_46_13__00043,zx,2025_09_27_16_46_13,327.145,secondary,extreme_active,straight,context_residual,-4.16086e-10,raw_road_curvature_onset__zx__2025_09_27_16_46_13__00002,387.34,60.195,raw_vehicle_dynamic_onset__zx__2025_09_27_16_46_13__00036,336.635,9.49,ay,vehicle_instability_onset__zx__2025_09_27_16_46_13__000336635,336.635,9.49,359.105,exit,31.96,fix_road,fix_road,low,特殊道路段,fix_road,low,False,False,False,old_before_body_onset
