old_event_uid,subject,session_stamp,old_anchor_time_rel_s,old_phase_type,old_event_level,old_road_type_anchor,old_trigger_type,old_curvature_anchor,nearest_road_curvature_event_uid,nearest_road_curvature_time_rel_s,nearest_road_curvature_delta_s,nearest_nonsteering_dynamic_event_uid,nearest_nonsteering_dynamic_time_rel_s,nearest_nonsteering_dynamic_delta_s,nearest_nonsteering_dynamic_type,nearest_road_guided_event_uid,nearest_road_guided_time_rel_s,nearest_road_guided_delta_s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability,within_1s_road_curvature,within_1s_nonsteering_dynamic,within_1s_module_boundary,old_anchor_audit_bucket
old_v400_context__yyl__2025_09_28_09_39_01__00025,yyl,2025_09_28_09_39_01,259.025,primary,weak,straight,context_residual,6.21546e-11,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,292.515,33.49,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00029,259.9,0.875,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000252945,252.945,-6.08,264.105,exit,5.08,fix_road,fix_road,low,特殊道路段,fix_road,low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_39_01__00026,yyl,2025_09_28_09_39_01,291.745,secondary,medium_active,straight,context_residual,0.0,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,292.515,0.77,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,291.6,-0.145,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000291600,291.6,-0.145,296.2,exit,4.455,middle_section,section4,low,普通连接段,section4,low,True,True,False,old_close_to_road_and_body
old_v400_context__yyl__2025_09_28_09_39_01__00027,yyl,2025_09_28_09_39_01,294.49,secondary,strong_active,curve,context_residual,-0.00146198,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,292.515,-1.975,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,291.6,-2.89,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000291600,291.6,-2.89,296.2,exit,1.71,middle_section,section4,low,普通连接段,section4,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00028,yyl,2025_09_28_09_39_01,298.67,primary,strong_active,curve,context_residual,-0.0076943,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,292.515,-6.155,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,291.6,-7.07,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000291600,291.6,-7.07,296.305,entry,-2.365,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00029,yyl,2025_09_28_09_39_01,301.255,secondary,strong_active,curve,context_residual,0.00664552,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,292.515,-8.74,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,291.6,-9.655,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000291600,291.6,-9.655,296.305,entry,-4.95,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00030,yyl,2025_09_28_09_39_01,304.065,secondary,weak,curve,context_residual,0.00675779,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,8.32,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,291.6,-12.465,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000291600,291.6,-12.465,296.305,entry,-7.76,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00031,yyl,2025_09_28_09_39_01,307.515,secondary,weak,curve,context_residual,0.00664558,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,4.87,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00030,291.6,-15.915,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000291600,291.6,-15.915,296.305,entry,-11.21,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00032,yyl,2025_09_28_09_39_01,310.05,secondary,weak,curve,context_residual,0.000336325,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,2.335,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00032,323.99,13.94,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000323990,323.99,13.94,296.305,entry,-13.745,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00033,yyl,2025_09_28_09_39_01,314.635,secondary,weak,curve,context_residual,0.000952586,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-2.25,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00032,323.99,9.355,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000323990,323.99,9.355,296.305,entry,-18.33,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00034,yyl,2025_09_28_09_39_01,325.51,secondary,weak,straight,context_residual,-4.44089e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-13.125,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00033,325.635,0.125,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000323990,323.99,-1.52,349.105,exit,23.595,curve2,curve2,low,弯道路段,curve2,low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_39_01__00035,yyl,2025_09_28_09_39_01,327.835,primary,medium_active,straight,context_residual,-1.55386e-11,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-15.45,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00033,325.635,-2.2,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000323990,323.99,-3.845,349.105,exit,21.27,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00036,yyl,2025_09_28_09_39_01,339.44,primary,weak,straight,context_residual,2.48619e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-27.055,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,332.29,-7.15,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000332290,332.29,-7.15,349.105,exit,9.665,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00037,yyl,2025_09_28_09_39_01,347.68,primary,weak,straight,context_residual,-2.48619e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-35.295,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,332.29,-15.39,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000332290,332.29,-15.39,349.105,exit,1.425,curve2,curve2,low,弯道路段,curve2,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00038,yyl,2025_09_28_09_39_01,375.85,secondary,medium_active,straight,context_residual,3.9094e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-63.465,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,332.29,-43.56,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000332290,332.29,-43.56,378.605,exit,2.755,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00039,yyl,2025_09_28_09_39_01,377.655,secondary,medium_active,straight,context_residual,6.21546e-11,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-65.27,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,332.29,-45.365,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000332290,332.29,-45.365,378.605,exit,0.95,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,True,old_close_to_road_only
old_v400_context__yyl__2025_09_28_09_39_01__00040,yyl,2025_09_28_09_39_01,380.615,secondary,medium_active,straight,context_residual,8.10485e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-68.23,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,332.29,-48.325,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000332290,332.29,-48.325,378.7,entry,-1.915,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00041,yyl,2025_09_28_09_39_01,382.85,primary,extreme_active,straight,context_residual,1.55386e-11,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-70.465,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,332.29,-50.56,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000332290,332.29,-50.56,378.7,entry,-4.15,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00042,yyl,2025_09_28_09_39_01,385.16,secondary,strong_active,straight,context_residual,3.10773e-11,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-72.775,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00034,332.29,-52.87,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000332290,332.29,-52.87,378.7,entry,-6.46,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00043,yyl,2025_09_28_09_39_01,388.775,secondary,weak,straight,context_residual,0.0,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,312.385,-76.39,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00038,440.64,51.865,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000440640,440.64,51.865,378.7,entry,-10.075,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00044,yyl,2025_09_28_09_39_01,443.22,secondary,strong_active,straight,context_residual,-4.44089e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,479.515,36.295,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00038,440.64,-2.58,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000440640,440.64,-2.58,446.2,exit,2.98,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00045,yyl,2025_09_28_09_39_01,446.37,primary,strong_active,straight,context_residual,3.81934e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,479.515,33.145,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00038,440.64,-5.73,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000440640,440.64,-5.73,446.305,entry,-0.065,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,True,old_close_to_road_only
old_v400_context__yyl__2025_09_28_09_39_01__00046,yyl,2025_09_28_09_39_01,451.39,secondary,strong_active,straight,context_residual,-9.03717e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,479.515,28.125,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00038,440.64,-10.75,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000440640,440.64,-10.75,446.305,entry,-5.085,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00047,yyl,2025_09_28_09_39_01,454.86,secondary,medium_active,straight,context_residual,4.90705e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,479.515,24.655,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00038,440.64,-14.22,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000440640,440.64,-14.22,446.305,entry,-8.555,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00048,yyl,2025_09_28_09_39_01,456.95,secondary,medium_active,straight,context_residual,-8.26023e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,479.515,22.565,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00038,440.64,-16.31,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000440640,440.64,-16.31,446.305,entry,-10.645,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00049,yyl,2025_09_28_09_39_01,492.69,primary,extreme_active,curve,context_residual,-0.00547393,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,479.515,-13.175,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00043,499.395,6.705,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000499395,499.395,6.705,446.305,entry,-46.385,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00050,yyl,2025_09_28_09_39_01,513.59,secondary,strong_active,straight,context_residual,-1.77636e-09,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,479.515,-34.075,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00044,502.695,-10.895,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000499395,499.395,-14.195,571.5,exit,57.91,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00051,yyl,2025_09_28_09_39_01,516.37,primary,medium_active,straight,context_residual,4.75166e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,35.185,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00046,528.49,12.12,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,12.12,571.5,exit,55.13,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00052,yyl,2025_09_28_09_39_01,518.89,secondary,weak,straight,context_residual,4.66159e-11,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,32.665,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00046,528.49,9.6,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,9.6,571.5,exit,52.61,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00053,yyl,2025_09_28_09_39_01,521.87,secondary,medium_active,straight,context_residual,-6.21546e-11,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,29.685,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00046,528.49,6.62,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,6.62,571.5,exit,49.63,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00054,yyl,2025_09_28_09_39_01,529.26,secondary,weak,straight,context_residual,8.88178e-10,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,22.295,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00046,528.49,-0.77,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-0.77,571.5,exit,42.24,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_39_01__00055,yyl,2025_09_28_09_39_01,531.21,secondary,weak,straight,context_residual,1.66267e-06,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,20.345,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00047,531.6,0.39,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-2.72,571.5,exit,40.29,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_39_01__00056,yyl,2025_09_28_09_39_01,537.94,secondary,weak,straight,context_residual,-1.98952e-07,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,13.615,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00049,537.105,-0.835,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-9.45,571.5,exit,33.56,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_39_01__00057,yyl,2025_09_28_09_39_01,540.505,secondary,weak,straight,context_residual,5.25802e-07,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,11.05,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00050,538.88,-1.625,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-12.015,571.5,exit,30.995,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00058,yyl,2025_09_28_09_39_01,544.275,secondary,weak,straight,context_residual,1.74795e-06,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,7.28,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00051,543.07,-1.205,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-15.785,571.5,exit,27.225,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00059,yyl,2025_09_28_09_39_01,547.29,secondary,medium_active,curve,context_residual,3.81136e-05,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,4.265,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00052,551.04,3.75,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-18.8,571.5,exit,24.21,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00060,yyl,2025_09_28_09_39_01,555.24,secondary,weak,curve,context_residual,0.00405061,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,-3.685,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00053,554.005,-1.235,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-26.75,571.5,exit,16.26,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00061,yyl,2025_09_28_09_39_01,559.515,secondary,weak,curve,context_residual,0.0130081,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,-7.96,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00053,554.005,-5.51,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-31.025,571.5,exit,11.985,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00062,yyl,2025_09_28_09_39_01,562.165,primary,extreme_active,curve,context_residual,0.0125,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,-10.61,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00053,554.005,-8.16,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-33.675,571.5,exit,9.335,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_39_01__00063,yyl,2025_09_28_09_39_01,567.035,secondary,weak,straight,context_residual,-2.84463e-08,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,551.555,-15.48,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00053,554.005,-13.03,ay,vehicle_instability_onset__yyl__2025_09_28_09_39_01__000528490,528.49,-38.545,571.5,exit,4.465,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00001,yyl,2025_09_28_09_49_11,59.855,secondary,weak,straight,context_residual,6.70933e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,75.375,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00004,62.74,2.885,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000062740,62.74,2.885,62.305,exit,2.45,longstraight,longstraight,high,长直线路段,longstraight,high,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00002,yyl,2025_09_28_09_49_11,62.755,secondary,strong_active,straight,context_residual,0.0,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,72.475,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00004,62.74,-0.015,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000062740,62.74,-0.015,62.405,entry,-0.35,middle_section,section2,high,普通连接段,section2,high,False,True,True,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00003,yyl,2025_09_28_09_49_11,64.715,primary,strong_active,straight,context_residual,-1.08622e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,70.515,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00004,62.74,-1.975,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000062740,62.74,-1.975,62.405,entry,-2.31,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00004,yyl,2025_09_28_09_49_11,69.825,secondary,weak,straight,context_residual,-5.78276e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,65.405,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00006,69.95,0.125,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000062740,62.74,-7.085,62.405,entry,-7.42,middle_section,section2,high,普通连接段,section2,high,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00005,yyl,2025_09_28_09_49_11,88.935,secondary,weak,straight,context_residual,1.15655e-09,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,46.295,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00006,69.95,-18.985,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000113570,113.57,24.635,96.205,exit,7.27,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00006,yyl,2025_09_28_09_49_11,91.445,secondary,strong_active,straight,context_residual,-3.10773e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,43.785,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00006,69.95,-21.495,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000113570,113.57,22.125,96.205,exit,4.76,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00007,yyl,2025_09_28_09_49_11,94.195,secondary,medium_active,straight,context_residual,9.19255e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,41.035,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00008,113.57,19.375,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000113570,113.57,19.375,96.205,exit,2.01,middle_section,section2,high,普通连接段,section2,high,False,False,False,old_before_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00008,yyl,2025_09_28_09_49_11,96.44,primary,strong_active,straight,context_residual,9.32319e-11,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,38.79,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00008,113.57,17.13,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000113570,113.57,17.13,96.305,entry,-0.135,curve1,curve1,low,弯道路段,curve1,low,False,False,True,old_close_to_road_only
old_v400_context__yyl__2025_09_28_09_49_11__00009,yyl,2025_09_28_09_49_11,113.935,primary,weak,straight,context_residual,-2.96512e-08,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,21.295,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00008,113.57,-0.365,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000113570,113.57,-0.365,96.305,entry,-17.63,curve1,curve1,low,弯道路段,curve1,low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00010,yyl,2025_09_28_09_49_11,129.765,secondary,weak,straight,context_residual,2.96512e-08,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,5.465,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00009,129.295,-0.47,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000129295,129.295,-0.47,96.305,entry,-33.46,curve1,curve1,low,弯道路段,curve1,low,False,True,False,old_close_to_body_only
old_v400_context__yyl__2025_09_28_09_49_11__00011,yyl,2025_09_28_09_49_11,135.23,secondary,strong_active,straight,context_residual,-4.10087e-10,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,0.0,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00011,134.795,-0.435,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000132255,132.255,-2.975,169.0,exit,33.77,curve1,curve1,low,弯道路段,curve1,low,True,True,False,old_close_to_road_and_body
old_v400_context__yyl__2025_09_28_09_49_11__00012,yyl,2025_09_28_09_49_11,137.04,secondary,extreme_active,curve,context_residual,0.00878401,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-1.81,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00011,134.795,-2.245,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000132255,132.255,-4.785,169.0,exit,31.96,curve1,curve1,low,弯道路段,curve1,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00013,yyl,2025_09_28_09_49_11,139.075,primary,strong_active,curve,context_residual,0.00439683,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-3.845,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00011,134.795,-4.28,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000132255,132.255,-6.82,169.0,exit,29.925,curve1,curve1,low,弯道路段,curve1,low,False,False,False,old_after_body_onset
old_v400_context__yyl__2025_09_28_09_49_11__00014,yyl,2025_09_28_09_49_11,142.755,secondary,strong_active,curve,context_residual,-0.00687171,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,135.23,-7.525,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00013,149.155,6.4,ay,vehicle_instability_onset__yyl__2025_09_28_09_49_11__000149155,149.155,6.4,169.0,exit,26.245,curve1,curve1,low,弯道路段,curve1,low,False,False,False,old_before_body_onset
