subject,session_stamp,vehicle_raw_relative_path,segment_index,module_name,instance_name,road_risk_class_cn,entry_time_rel_s,exit_time_rel_s,duration_s,road_s_start_m,road_s_end_m,road_s_min_m,road_s_max_m,median_nearest_dist_m,p90_nearest_dist_m,point_count,high_point_ratio,medium_point_ratio,low_point_ratio,very_low_point_ratio,segment_mapping_reliability
gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,8,middle_section,section5,普通连接段,364.9,395.2,30.3,10436.287,11340.287,10436.287,11340.287,977.213,999.219,304,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,9,stop,stop,特殊道路段,395.3,428.605,33.305,11342.911,12498.911,11342.911,12498.911,888.582,925.892,334,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,10,middle_section,section6,普通连接段,428.7,475.4,46.7,12502.536,13660.161,12502.536,13660.161,783.9,824.614,468,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_12_17_12,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_17_12_vehicle.csv,11,differentmu_road,mu1,高风险路面,475.5,614.7,139.2,13663.161,14416.161,13663.161,15046.161,668.333,1304.589,1393,0.0129,0.084,0.2132,0.6899,very_low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,0,middle_section,section1,普通连接段,0.0,63.105,63.105,0.625,1157.625,0.625,1157.625,6.442,8.153,632,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,1,longstraight,longstraight,长直线路段,63.2,76.9,13.7,1160.625,1608.625,1160.625,1608.625,6.973,7.298,138,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,2,middle_section,section2,普通连接段,77.0,109.805,32.805,1612.517,2768.517,1612.517,2768.517,5.605,7.037,329,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,3,curve1,curve1,弯道路段,109.9,182.105,72.205,2772.142,4584.14,2772.142,4584.14,6.489,282.31,723,0.5311,0.184,0.2849,0.0,medium
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,4,middle_section,section3,普通连接段,182.2,216.605,34.405,4587.574,5746.199,4587.574,5746.199,282.012,283.215,345,0.0,0.0,1.0,0.0,low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,5,fix_road,fix_road,特殊道路段,216.7,300.9,84.2,5749.199,7192.256,5749.199,7192.256,281.918,300.466,843,0.0,0.0,1.0,0.0,low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,6,middle_section,section4,普通连接段,301.0,336.9,35.9,7195.256,8351.88,7195.256,8351.88,282.571,283.581,360,0.0,0.0,1.0,0.0,low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,7,curve2,curve2,弯道路段,337.0,391.4,54.4,8354.88,9578.88,8354.88,9578.88,500.182,906.471,545,0.0,0.0,0.4991,0.5009,very_low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,8,middle_section,section5,普通连接段,391.5,420.4,28.9,10436.287,11338.287,10436.287,11338.287,975.714,1001.092,290,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,9,stop,stop,特殊道路段,420.5,457.605,37.105,11341.911,12498.911,11341.911,12498.911,888.684,923.533,372,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,10,middle_section,section6,普通连接段,457.7,495.605,37.905,12501.536,13660.161,12501.536,13660.161,786.817,828.73,380,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_12_28_14,原始车辆数据/gzj/Entity_Recording_2025_09_27_12_28_14_vehicle.csv,11,differentmu_road,mu1,高风险路面,495.7,627.4,131.7,13663.161,14364.161,13663.161,15046.161,666.682,1127.699,1318,0.0137,0.0865,0.2193,0.6806,very_low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,0,middle_section,section1,普通连接段,0.0,46.9,46.9,0.625,1157.625,0.625,1157.625,5.273,7.787,470,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,1,longstraight,longstraight,长直线路段,47.0,60.5,13.5,1161.625,1609.625,1161.625,1609.625,2.996,3.443,136,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,2,middle_section,section2,普通连接段,60.6,102.1,41.5,1612.517,2769.517,1612.517,2769.517,3.062,4.452,416,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,3,curve1,curve1,弯道路段,102.2,176.5,74.3,2772.142,4585.14,2772.142,4585.14,5.96,279.683,744,0.5551,0.1438,0.3011,0.0,low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,4,middle_section,section3,普通连接段,176.6,217.5,40.9,4587.574,5743.574,4587.574,5743.574,279.684,282.418,410,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,5,fix_road,fix_road,特殊道路段,217.6,383.805,166.205,5747.199,7192.199,5747.199,7192.199,282.249,292.17,1663,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,6,middle_section,section4,普通连接段,383.9,417.2,33.3,7195.256,8350.256,7195.256,8350.256,280.815,282.4,334,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,7,curve2,curve2,弯道路段,417.305,474.9,57.595,8352.88,9577.88,8352.88,9577.88,471.679,893.086,577,0.0,0.0,0.5251,0.4749,low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,8,middle_section,section5,普通连接段,475.0,502.9,27.9,10435.287,11340.911,10435.287,11340.911,969.561,996.576,280,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,9,stop,stop,特殊道路段,503.0,539.7,36.7,11344.911,12497.911,11344.911,12497.911,888.677,923.697,368,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,10,middle_section,section6,普通连接段,539.805,576.1,36.295,12501.536,13658.536,12501.536,13658.536,782.992,827.054,364,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,11,differentmu_road,mu1,高风险路面,576.2,721.5,145.3,13662.161,13661.161,13661.161,15044.161,696.223,1868.302,1454,0.0103,0.0667,0.1761,0.7469,very_low
hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,12,middle_section,section6,普通连接段,721.6,731.1,9.5,13660.161,13645.536,13645.536,13660.161,2221.66,2221.66,96,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,0,middle_section,section1,普通连接段,0.0,47.8,47.8,0.0,1157.625,0.0,1157.625,5.865,8.5,479,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,1,longstraight,longstraight,长直线路段,47.9,60.0,12.1,1161.625,1609.625,1161.625,1609.625,3.023,3.524,122,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,2,middle_section,section2,普通连接段,60.1,94.3,34.2,1613.517,2771.142,1613.517,2771.142,3.419,5.005,343,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,3,curve1,curve1,弯道路段,94.4,159.3,64.9,2774.142,4586.574,2774.142,4586.574,7.2,283.727,650,0.5554,0.1262,0.3185,0.0,low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,4,middle_section,section3,普通连接段,159.4,199.4,40.0,4589.574,5743.574,4589.574,5743.574,281.166,282.941,401,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,5,fix_road,fix_road,特殊道路段,199.5,249.6,50.1,5747.199,7191.199,5747.199,7191.199,280.537,283.36,502,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,6,middle_section,section4,普通连接段,249.7,284.7,35.0,7194.256,8351.256,7194.256,8351.256,282.993,284.017,351,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,7,curve2,curve2,弯道路段,284.8,339.1,54.3,8354.88,9577.88,8354.88,9577.88,493.291,889.291,544,0.0,0.0,0.5074,0.4926,low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,8,middle_section,section5,普通连接段,339.2,364.5,25.3,10433.287,11339.287,10433.287,11339.287,973.441,1000.088,254,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,9,stop,stop,特殊道路段,364.6,397.9,33.3,11342.911,12496.911,11342.911,12496.911,888.371,922.922,334,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,10,middle_section,section6,普通连接段,398.0,432.3,34.3,12501.536,13658.536,12501.536,13658.536,783.156,827.384,344,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,11,differentmu_road,mu1,高风险路面,432.4,578.3,145.9,13662.161,13661.161,13661.161,15047.161,694.76,1852.534,1460,0.011,0.0753,0.187,0.7267,very_low
hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,12,middle_section,section6,普通连接段,578.4,598.5,20.1,13660.161,13626.536,13626.536,13660.161,2254.197,2254.197,202,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,0,middle_section,section1,普通连接段,0.0,57.6,57.6,0.0,1159.625,0.0,1159.625,5.612,8.422,577,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,1,longstraight,longstraight,长直线路段,57.7,73.7,16.0,1162.625,1609.625,1162.625,1609.625,3.185,3.534,161,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,2,middle_section,section2,普通连接段,73.8,117.3,43.5,1612.517,2769.517,1612.517,2769.517,3.742,6.806,436,1.0,0.0,0.0,0.0,high
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3,curve1,curve1,弯道路段,117.4,197.5,80.1,2772.142,4586.14,2772.142,4586.14,6.794,281.436,802,0.5424,0.1409,0.3167,0.0,low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,4,middle_section,section3,普通连接段,197.6,240.0,42.4,4588.574,5744.574,4588.574,5744.574,281.805,283.395,425,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,5,fix_road,fix_road,特殊道路段,240.1,295.8,55.7,5747.199,7192.199,5747.199,7192.199,280.514,283.494,558,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,6,middle_section,section4,普通连接段,295.9,332.5,36.6,7195.256,8350.256,7195.256,8350.256,279.921,282.197,367,0.0,0.0,1.0,0.0,low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,7,curve2,curve2,弯道路段,332.6,393.0,60.4,8352.88,9578.88,8352.88,9578.88,475.834,886.013,605,0.0,0.0,0.5256,0.4744,low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,8,middle_section,section5,普通连接段,393.1,424.7,31.6,10434.287,11339.287,10434.287,11339.287,973.557,998.9,317,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,9,stop,stop,特殊道路段,424.8,465.3,40.5,11341.911,12500.536,11341.911,12500.536,888.975,922.581,406,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,10,middle_section,section6,普通连接段,465.4,502.6,37.2,12503.536,13658.536,12503.536,13658.536,783.198,827.039,373,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,11,differentmu_road,mu1,高风险路面,502.7,664.5,161.8,13661.161,13699.161,13661.161,15046.161,680.37,1732.355,1619,0.0111,0.0747,0.1853,0.7288,very_low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,0,middle_section,section1,普通连接段,0.0,44.105,44.105,9.625,1157.625,9.625,1157.625,3.166,4.483,442,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,1,longstraight,longstraight,长直线路段,44.2,55.9,11.7,1161.625,1608.625,1161.625,1608.625,3.068,3.46,118,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,2,middle_section,section2,普通连接段,56.0,114.305,58.305,1612.517,2768.517,1612.517,2768.517,2.794,35.36,584,0.7894,0.2106,0.0,0.0,high
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,3,curve1,curve1,弯道路段,114.4,185.0,70.6,2772.142,4584.14,2772.142,4584.14,12.514,282.437,707,0.5163,0.1386,0.3451,0.0,low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,4,middle_section,section3,普通连接段,185.105,224.105,39.0,4587.574,5745.574,4587.574,5745.574,280.076,282.741,391,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,5,fix_road,fix_road,特殊道路段,224.2,270.5,46.3,5748.199,7191.199,5748.199,7191.199,280.584,283.123,464,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,6,middle_section,section4,普通连接段,270.605,304.5,33.895,7194.256,8350.256,7194.256,8350.256,279.704,280.475,340,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,7,curve2,curve2,弯道路段,304.605,357.9,53.295,8352.88,9578.88,8352.88,9578.88,456.4,886.427,534,0.0,0.0,0.5412,0.4588,low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,8,middle_section,section5,普通连接段,358.0,383.5,25.5,10435.287,11340.911,10435.287,11340.911,972.825,1001.364,256,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,9,stop,stop,特殊道路段,383.605,418.7,35.095,11344.911,12500.536,11344.911,12500.536,887.811,921.842,352,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,10,middle_section,section6,普通连接段,418.805,456.7,37.895,12503.536,13658.536,12503.536,13658.536,782.779,827.308,380,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,11,differentmu_road,mu1,高风险路面,456.805,576.9,120.095,13662.161,14421.161,13662.161,15046.161,669.702,1265.836,1202,0.0125,0.0815,0.2121,0.6938,very_low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,0,middle_section,section1,普通连接段,0.0,45.7,45.7,0.0,1159.625,0.0,1159.625,5.827,8.388,458,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,1,longstraight,longstraight,长直线路段,45.805,57.7,11.895,1163.625,1610.625,1163.625,1610.625,3.264,3.595,120,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,2,middle_section,section2,普通连接段,57.805,91.7,33.895,1614.517,2770.517,1614.517,2770.517,5.85,7.152,340,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,3,curve1,curve1,弯道路段,91.805,163.0,71.195,2773.142,4584.14,2773.142,4584.14,8.544,282.741,713,0.5456,0.1206,0.3338,0.0,low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,4,middle_section,section3,普通连接段,163.105,196.605,33.5,4587.574,5744.574,4587.574,5744.574,281.73,283.256,336,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,5,fix_road,fix_road,特殊道路段,196.7,238.9,42.2,5748.199,7191.199,5748.199,7191.199,282.233,283.844,423,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,6,middle_section,section4,普通连接段,239.0,272.605,33.605,7194.256,8351.256,7194.256,8351.256,280.058,282.244,337,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,7,curve2,curve2,弯道路段,272.7,323.7,51.0,8353.88,9579.88,8353.88,9579.88,461.765,893.303,511,0.0,0.0,0.5342,0.4658,low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,8,middle_section,section5,普通连接段,323.805,379.305,55.5,10437.287,11339.287,10437.287,11339.287,982.541,1003.771,556,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,9,stop,stop,特殊道路段,379.4,411.805,32.405,11341.911,12498.911,11341.911,12498.911,888.652,923.041,325,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,10,middle_section,section6,普通连接段,411.9,447.105,35.205,12502.536,13660.161,12502.536,13660.161,783.206,826.295,353,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,11,differentmu_road,mu1,高风险路面,447.2,565.4,118.2,13663.161,14320.161,13663.161,15048.161,662.4,1172.177,1183,0.0127,0.0828,0.2198,0.6847,very_low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,0,middle_section,section1,普通连接段,0.0,41.2,41.2,1.625,1157.625,1.625,1157.625,5.296,6.564,413,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,1,longstraight,longstraight,长直线路段,41.305,53.305,12.0,1161.625,1610.625,1161.625,1610.625,3.718,4.918,121,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,2,middle_section,section2,普通连接段,53.4,88.305,34.905,1614.517,2769.517,1614.517,2769.517,4.255,6.131,350,1.0,0.0,0.0,0.0,high
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,3,curve1,curve1,弯道路段,88.4,158.4,70.0,2772.142,4586.574,2772.142,4586.574,5.677,283.185,701,0.5321,0.1284,0.3395,0.0,low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,4,middle_section,section3,普通连接段,158.5,193.0,34.5,4589.574,5746.199,4589.574,5746.199,281.541,282.768,346,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,5,fix_road,fix_road,特殊道路段,193.1,238.805,45.705,5750.199,7190.199,5750.199,7190.199,282.747,283.884,458,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,6,middle_section,section4,普通连接段,238.9,274.305,35.405,7193.256,8350.256,7193.256,8350.256,279.97,282.843,355,0.0,0.0,1.0,0.0,low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,7,curve2,curve2,弯道路段,274.4,326.0,51.6,8352.88,9578.88,8352.88,9578.88,425.414,882.656,517,0.0,0.0,0.5706,0.4294,low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,8,middle_section,section5,普通连接段,326.1,351.2,25.1,10434.287,11338.287,10434.287,11338.287,972.818,1004.416,252,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,9,stop,stop,特殊道路段,351.305,386.4,35.095,11341.911,12500.536,11341.911,12500.536,884.895,922.53,352,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,10,middle_section,section6,普通连接段,386.5,420.4,33.9,12504.536,13658.536,12504.536,13658.536,786.465,825.962,340,0.0,0.0,0.0,1.0,very_low
hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,11,differentmu_road,mu1,高风险路面,420.5,546.6,126.1,13661.161,14341.161,13661.161,15045.161,665.972,1232.995,1262,0.0127,0.0808,0.2139,0.6926,very_low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,0,middle_section,section1,普通连接段,0.0,64.2,64.2,0.0,1159.625,0.0,1159.625,2.546,8.496,643,1.0,0.0,0.0,0.0,high
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,1,longstraight,longstraight,长直线路段,64.3,78.2,13.9,1162.625,1609.625,1162.625,1609.625,2.513,3.153,140,1.0,0.0,0.0,0.0,high
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,2,middle_section,section2,普通连接段,78.3,119.7,41.4,1612.517,2770.517,1612.517,2770.517,4.929,5.69,415,1.0,0.0,0.0,0.0,high
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,3,curve1,curve1,弯道路段,119.8,189.4,69.6,2774.142,4584.14,2774.142,4584.14,10.837,273.035,697,0.5194,0.165,0.3156,0.0,low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,4,middle_section,section3,普通连接段,189.5,222.1,32.6,4587.574,5744.574,4587.574,5744.574,271.99,272.394,327,0.0,0.0,1.0,0.0,low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,5,fix_road,fix_road,特殊道路段,222.2,329.8,107.6,5747.199,7191.199,5747.199,7191.199,273.82,276.288,1077,0.0,0.0,1.0,0.0,low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,6,middle_section,section4,普通连接段,329.9,365.1,35.2,7194.256,8350.256,7194.256,8350.256,272.221,272.448,353,0.0,0.0,1.0,0.0,low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,7,curve2,curve2,弯道路段,365.2,413.9,48.7,8352.88,9579.88,8352.88,9579.88,441.83,893.363,488,0.0,0.0,0.5553,0.4447,low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,8,middle_section,section5,普通连接段,414.0,443.9,29.9,10435.287,11339.287,10435.287,11339.287,973.389,1004.258,300,0.0,0.0,0.0,1.0,very_low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,9,stop,stop,特殊道路段,444.0,476.3,32.3,11341.911,12497.911,11341.911,12497.911,887.321,924.205,324,0.0,0.0,0.0,1.0,very_low
jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,10,middle_section,section6,普通连接段,476.4,510.6,34.2,12501.536,13658.536,12501.536,13658.536,785.728,823.818,343,0.0,0.0,0.0,1.0,very_low
