instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,vehicle_read_status,vehicle_read_error,event_index_in_session,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,manual_label_match_type,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons,event_uid,event_type,event_level,road_type_anchor,curvature_anchor,is_curve,anchor_idx_oldcode,future_rows_available_oldcode,history_full_3s_oldcode,future_full_2s_oldcode,oldcode_usable,oldcode_drop_reason,random_event_split,session_key,session_level_split,subject_level_split
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000106480,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,106.48,106.48,114.86,8.38,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00007,roll_rate,extreme,0.783555,15.671096,ok,,3,2601,1677,6.26385,6.26385,6.26385,0.783555,0.289365,2.63403,0.0,97.735799,-0.245568,1.480562,-1.480562,92.11,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,3.748107,14.6608,3,strong_active,straight,secondary,0.085,old_v400_context__tyy__2025_09_28_14_57_17__00006,ok,middle_section,section2,2607.516895,0.0,2.571799,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=92.11; ay_support=+8.0; roll_rate_support=+5.2; yaw_rate_support=+5; lateral_support=+0.2; post_steering_response=+4.3; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+2.3,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000106480,instability_ay_roll,strong_active,straight,0.0,0,21296,68037.0,True,True,True,,train,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000158715,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,158.715,158.715,179.48,20.765,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00009,roll_rate,extreme,1.496498,29.929964,ok,,5,2601,4154,7.079519,7.079519,7.079519,1.496498,0.321407,3.088778,0.0109113,112.117999,-0.158301,1.617219,-1.617219,93.6,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,3.02248,19.546667,4,extreme_active,straight,secondary,0.095,old_v400_context__tyy__2025_09_28_14_57_17__00012,ok,curve1,curve1,4165.140263,-0.00729802,17.413517,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=93.60; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+0.7; post_steering_response=+4.9; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+1.9; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000158715,instability_ay_roll,extreme_active,straight,-0.00729802,1,31743,57590.0,True,True,True,,test,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000226180,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,226.18,226.18,228.445,2.265,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00013,roll_rate,strong,0.164563,3.291257,ok,,9,2601,454,3.61962,-3.61962,3.61962,0.164563,0.149409,3.00488,0.0,95.9426,-0.142419,0.951379,0.951379,56.34,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,1.696622,14.078733,3,strong_active,straight,primary,0.13,old_v400_context__tyy__2025_09_28_14_57_17__00025,ok,middle_section,section3,5409.57442,0.0,282.155026,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,82.77,hybrid_accept_high,base_dynamic_score=56.34; ay_support=+3.2; yaw_rate_support=+5; lateral_support=+0.6; post_steering_response=+2.1; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000226180,instability_ay_roll,strong_active,straight,0.0,0,45236,44097.0,True,True,True,,test,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000245865,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,245.865,245.865,250.725,4.86,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00014;allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00015,roll_rate;roll_rate,strong;medium,0.157827,3.156538,ok,,10,2601,973,2.987389,-2.987389,2.987389,0.157827,0.129699,1.954647,0.0,98.4533,-0.274017,0.796743,0.796743,51.67,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,2,1.516661,31.648667,3,strong_active,straight,secondary,0.105,old_v400_context__tyy__2025_09_28_14_57_17__00027,ok,fix_road,fix_road,5946.199113,-0.0,280.149709,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,86.59,hybrid_accept_high,base_dynamic_score=51.67; ay_support=+2.0; yaw_rate_support=+5; post_steering_response=+1.4; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; design_special_segment=+4,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000245865,instability_ay_roll,strong_active,straight,-0.0,0,49173,40160.0,True,True,True,,train,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,269.59,269.59,277.4,7.81,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00017,roll_rate,extreme,0.287096,5.741924,ok,,12,2601,1563,6.75025,6.75025,6.75025,0.287096,0.337542,2.976541,0.0,105.897997,-0.166679,1.514601,-1.514601,79.86,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,3.871373,15.882333,4,extreme_active,straight,secondary,0.11,old_v400_context__tyy__2025_09_28_14_57_17__00033,ok,fix_road,fix_road,6597.199113,0.0,282.248232,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=79.86; ay_support=+8.0; yaw_rate_support=+5; lateral_support=+0.6; post_steering_response=+4.4; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.4; design_special_segment=+4,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,instability_ay_roll,extreme_active,straight,0.0,0,53918,35415.0,True,True,True,,train,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000282555,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,282.555,282.555,288.5,5.945,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,3,3,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00018;allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00019;allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00020,roll_rate;roll_rate;roll_rate,strong;weak;weak,0.160949,3.218985,ok,,13,2601,1190,3.910638,-3.910638,3.910638,0.160949,0.163655,1.745342,2e-08,93.3923,-0.184481,1.117185,1.117185,58.54,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,1,1.943657,15.358667,3,strong_active,straight,secondary,0.12,old_v400_context__tyy__2025_09_28_14_57_17__00037,ok,fix_road,fix_road,6937.199113,0.0,283.955147,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,88.64,hybrid_accept_high,base_dynamic_score=58.54; ay_support=+3.8; yaw_rate_support=+5; post_steering_response=+2.8; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_active=+5; old_v400_strong=+4; design_special_segment=+4,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000282555,instability_ay_roll,strong_active,straight,0.0,0,56511,32822.0,True,True,True,,train,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000402875,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,402.875,402.875,412.065,9.19,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00030,roll_rate,extreme,1.919433,38.388663,ok,,18,2601,1839,14.056599,-14.056599,14.056599,1.919433,1.92322,21.472388,0.0,114.519999,-0.198618,2.137852,-2.137852,94.87,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,0,3,5.933456,18.384333,4,extreme_active,straight,secondary,0.085,old_v400_context__tyy__2025_09_28_14_57_17__00051,ok,middle_section,section5,10602.286644,-0.0,992.494938,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=94.87; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.7,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000402875,instability_ay_roll,extreme_active,straight,-0.0,0,80575,8758.0,True,True,True,,test,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,vehicle_instability_all_raw_rescreen_v0_1,tyy,2025_09_28_14_57_17,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,427.465,427.465,432.925,5.46,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,2,2,allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00031;allraw_nonsteering_seed__tyy__2025_09_28_14_57_17__00032,roll_rate;roll_rate,extreme;extreme,2.069108,41.382158,ok,,19,2601,1093,8.718268,-8.718268,8.718268,2.069108,0.65428,23.845566,0.0,21.537901,1.29713,0.03124,-0.03124,93.03,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,3.846743,37.003333,4,extreme_active,straight,primary,3.04,old_v400_context__tyy__2025_09_28_14_57_17__00056,ok,middle_section,section5,10801.286644,-0.0,960.938707,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=93.03; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+6.0; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.4,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,instability_ay_roll,extreme_active,straight,-0.0,0,85493,3840.0,True,True,True,,train,tyy__2025_09_28_14_57_17,train,train
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,vehicle_instability_all_raw_rescreen_v0_1,xst,2025_09_26_11_34_18,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,146.145,146.145,160.69,14.545,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,3,3,allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00005;allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00006;allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00007,roll_rate;roll_rate;roll_rate,extreme;extreme;extreme,3.300925,66.018507,ok,,4,2601,2910,11.1914,11.1914,11.1914,3.300925,1.26888,3.894394,0.01088378,103.422202,-0.249582,1.477418,-1.477418,94.29,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,4.907681,18.502667,4,extreme_active,straight,secondary,0.6,old_v400_context__xst__2025_09_26_11_34_18__00007,ok,curve1,curve1,4161.14029,-0.00729802,21.819517,0.0,medium,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=94.29; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+1.7; post_steering_response=+4.3; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.1; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,instability_ay_roll,extreme_active,straight,-0.00729802,1,29229,119345.0,True,True,True,,test,xst__2025_09_26_11_34_18,train,train
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000342415,vehicle_instability_all_raw_rescreen_v0_1,xst,2025_09_26_11_34_18,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,342.415,342.415,345.205,2.79,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00027,roll_rate,strong,0.154678,3.093564,ok,,13,2601,559,3.75001,-3.75001,3.75001,0.154678,0.223191,2.12101,0.0,83.055425,-0.372977,1.193282,1.193282,59.17,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,2.475936,14.195333,3,strong_active,straight,primary,0.975,old_v400_context__xst__2025_09_26_11_34_18__00032,ok,fix_road,fix_road,6373.199113,0.0,272.595114,0.0,low,design_special_event_segment,0,none,,,,,nearest_or_exact,91.81,hybrid_accept_high,base_dynamic_score=59.17; ay_support=+3.5; yaw_rate_support=+5; post_steering_response=+3.1; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.5; design_special_segment=+4,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000342415,instability_ay_roll,strong_active,straight,0.0,0,68483,80091.0,True,True,True,,val,xst__2025_09_26_11_34_18,train,train
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000697400,vehicle_instability_all_raw_rescreen_v0_1,xst,2025_09_26_11_34_18,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,697.4,697.4,712.925,15.525,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,4,4,allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00052;allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00053;allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00054;allraw_nonsteering_seed__xst__2025_09_26_11_34_18__00055,roll_rate;roll_rate;roll_rate;roll_rate,extreme;extreme;extreme;extreme,1.593794,31.875879,ok,,26,2601,3106,11.474286,11.474286,11.474286,1.593794,0.578814,12.668514,0.01673875,91.340888,-0.314508,0.464258,-0.464258,93.41,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,1,4.919183,13.905667,4,extreme_active,curve,secondary,4.205,old_v400_context__xst__2025_09_26_11_34_18__00060,ok,differentmu_road,mu1,14249.160724,0.0,1155.250503,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=93.41; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+0.1; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.1; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000697400,instability_ay_roll,extreme_active,curve,0.0,0,139480,9094.0,True,True,True,,val,xst__2025_09_26_11_34_18,train,train
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,vehicle_instability_all_raw_rescreen_v0_1,yyl,2025_09_28_09_14_23,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_14_23_vehicle.csv,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158,110.4,110.4,123.815,13.415,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,2,2,allraw_nonsteering_seed__yyl__2025_09_28_09_14_23__00006;allraw_nonsteering_seed__yyl__2025_09_28_09_14_23__00007,roll_rate;roll_rate,extreme;extreme,2.050432,41.00864,ok,,3,2601,2684,10.4516,10.4516,10.4516,2.050432,1.14861,5.6882,0.0,131.281,-0.154985,2.256015,2.256015,94.97,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,8.739342,26.761333,4,extreme_active,straight,secondary,0.1,old_v400_context__yyl__2025_09_28_09_14_23__00006,ok,middle_section,section2,2588.516895,0.0,2.384,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=94.97; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+3.8; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+5.0,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,instability_ay_roll,extreme_active,straight,0.0,0,22080,133713.0,True,True,True,,train,yyl__2025_09_28_09_14_23,train,train
