sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,model_name,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_abs_error,peak_amp_ratio_pred_over_gt,peak_direction_match,wrong_side,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,large_response_recalled,severe_amp_under,is_difficult_peak_top20,checkpoint_tag
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.43904247879981995,0.9506800174713135,0.5980038046836853,0.3526762127876282,0.6290274263619199,1,0,0.36000001430511475,0.8600000096485019,0.35388535261154175,0,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000366800__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000366800,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.20302629470825195,0.32148969173431396,0.00982251763343811,0.31166717410087585,0.030553134007032648,0,1,0.5099999904632568,1.3700000047683716,0.16589415073394775,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000372590__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000372590,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7392615079879761,1.795423984527588,0.6670613884925842,1.1283625960350037,0.3715341859310749,1,0,0.43999993801116943,0.5300000263378024,1.022901475429535,1,1,2,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000484195__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000484195,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7935650944709778,1.1178799867630005,0.06076772138476372,1.0571122653782368,0.05435979005288961,0,1,0.6150000095367432,1.5,0.6903611198067665,1,0,3,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000546280__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000546280,byx,2025_09_28_17_05_51,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.35490700602531433,0.14695601165294647,0.5478054881095886,0.40084947645664215,3.7276834200107056,0,1,1.739999981597066,1.1249999953433871,0.2550768554210663,1,1,3,1,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000028810__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000028810,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.27187779545783997,0.34609684348106384,0.14391396939754486,0.20218287408351898,0.41581994204295275,0,1,0.9650000482797623,0.03000000026077032,0.18370956182479858,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,1.0581941604614258,2.1975419521331787,0.5069659948348999,1.6905759572982788,0.23069684487378378,1,0,0.09000003337860107,0.28499999176710844,0.4323752373456955,0,1,2,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000087445__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000087445,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6704689264297485,1.2529720067977905,0.4676348567008972,0.7853371500968933,0.3732205142364094,1,0,0.27500009536743164,0.16500000189989805,0.7796007990837097,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.357735276222229,1.7027480602264404,1.1591163873672485,0.5436316728591919,0.6807327604373269,1,0,1.7549999952316284,0.21999999415129423,0.6778032779693604,0,0,2,1,0,1,0,1,1,0,1,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000164040__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000164040,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6846542954444885,1.257859230041504,0.4043559432029724,0.8535032868385315,0.3214635895223589,1,0,0.3700000047683716,0.10499999951571226,0.8076642453670502,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.4670151174068451,0.9564404487609863,0.3356299102306366,0.6208105385303497,0.3509156379421488,1,0,0.034999966621398926,0.9050000263378024,0.6208176612854004,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000263965__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000263965,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.28900375962257385,0.36093398928642273,0.0754590630531311,0.2854749262332916,0.2090661043098654,0,1,0.8899999856948853,1.8899999484419823,0.09034694731235504,0,0,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000287425__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000287425,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.24303723871707916,0.47211211919784546,0.27066653966903687,0.2014455795288086,0.573309874207254,1,0,1.4800000190734863,1.2150000287219882,0.2028539776802063,0,1,3,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000319770__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000319770,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.2653135657310486,0.41032660007476807,0.015278834849596024,0.39504776522517204,0.037235789360991894,1,0,0.09499990940093994,1.225000023841858,0.39356349036097527,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000341810__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000341810,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.433809369802475,0.7436872720718384,0.5034311413764954,0.24025613069534302,0.6769393000017152,1,0,0.16999995708465576,0.08999999891966581,0.24153286218643188,0,1,3,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000411920__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000411920,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5416772365570068,1.1828088760375977,0.27567005157470703,0.9071388244628906,0.2330639016661762,1,0,0.33000004291534424,0.8299999786540866,0.4639585614204407,0,1,6,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.12084687501192093,0.05899199843406677,0.1497296243906021,0.09073762595653534,2.5381344650995254,0,1,0.1199999451637268,0.6550000263378024,0.0359872430562973,1,1,1,1,1,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000517355__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000517355,byx,2025_09_28_17_15_52,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.1628180891275406,0.16022101044654846,0.2328965812921524,0.07267557084560394,1.4535957590271804,0,1,1.9800000144168735,0.08000000100582838,0.11001451686024666,1,0,3,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000049910__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000049910,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5116592049598694,0.4670493006706238,0.5150873064994812,0.04803800582885742,1.102854250632387,1,0,0.33500003814697266,0.04000000189989805,0.091788649559021,0,1,4,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.0730336606502533,0.10297000408172607,0.013545311987400055,0.08942469209432602,0.13154619258487454,1,0,0.6399999717250466,1.9300000071525574,0.030125528573989868,0,0,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000117195__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000117195,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5342766642570496,1.0007719993591309,0.6120787262916565,0.38869327306747437,0.6116065664143444,1,0,0.2549999952316284,0.24999999534338713,0.35686665773391724,0,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.37787288427352905,1.3885834217071533,0.9747722744941711,0.4138111472129822,0.7019904308635385,1,0,0.7599999904632568,0.20499999355524778,0.5401636362075806,0,0,2,0,0,1,0,1,1,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000191805__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000191805,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3449944257736206,0.3572689890861511,0.3787473142147064,0.021478325128555298,1.0601180784917665,1,0,0.16499996185302734,0.2750000013038516,0.02043965458869934,0,1,5,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000225005__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000225005,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.33706969022750854,0.5108580589294434,0.2855513095855713,0.22530674934387207,0.5589640891326526,1,0,0.009999990463256836,0.29500001203268766,0.222335547208786,0,1,5,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000248265__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000248265,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,1.3670214414596558,2.4600415229797363,0.21981821954250336,2.240223303437233,0.08935549155944635,1,0,0.39499998092651367,1.8700000047683716,1.0143608003854752,0,1,2,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000265825__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000265825,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.26896408200263977,1.1597799062728882,0.28964269161224365,0.8701372146606445,0.2497393600679375,1,0,0.16499996185302734,1.159999961964786,0.8704551756381989,1,0,0,0,1,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.04794762656092644,0.007510185241699219,0.04573263227939606,0.03822244703769684,6.089414682539682,0,1,0.8399999737739563,1.9900000048801303,0.04258343577384949,1,1,0,0,1,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000283135__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000283135,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5540669560432434,1.6858099699020386,0.014813730493187904,1.6709962394088507,0.008787307441329655,1,0,1.4449999928474426,0.49000000953674316,1.6730255903676152,1,1,0,0,1,0,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000333065__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000333065,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5108121037483215,0.9756389856338501,0.2627582848072052,0.7128807008266449,0.26931917305097974,0,1,0.6950000524520874,0.36500000208616257,0.17060735821723938,0,1,6,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6132182478904724,1.3728759288787842,0.6343604922294617,0.7385154366493225,0.4620668764638756,1,0,0.7649999856948853,0.25499999057501554,0.5356234312057495,0,1,2,0,0,1,0,1,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000401810__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000401810,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.1276392638683319,0.5010839700698853,0.1887151300907135,0.31236883997917175,0.3766137840418119,1,0,1.475000023841858,1.2450000001117587,0.31431227922439575,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000477025__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000477025,byx,2025_09_28_17_25_18,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.4668368399143219,1.1794936656951904,0.5197744965553284,0.6597191691398621,0.4406759541595119,1,0,0.16999995708465576,1.3350000334903598,0.6606320738792419,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000048035__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000048035,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.5758228302001953,0.8002340197563171,0.14432792365550995,0.6559060961008072,0.1803571456502935,0,1,1.6750000575557351,1.910000003874302,0.899758592247963,1,1,2,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.39354708790779114,0.761661171913147,0.22827494144439697,0.53338623046875,0.29970668042722204,1,0,0.8500000238418579,0.08000000100582838,0.33230751752853394,0,1,3,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000084125__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000084125,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.08191382884979248,0.16092000901699066,0.11569838225841522,0.04522162675857544,0.7189807095163614,1,0,0.6150000691413879,0.06500000040978193,0.04758574068546295,0,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000097930__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000097930,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.443758100271225,0.6209880113601685,0.08973611891269684,0.5312518924474716,0.14450539667608905,0,1,1.9250000575557351,1.935000006109476,0.7048067301511765,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000104170__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000104170,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.23602420091629028,0.31119316816329956,0.27352455258369446,0.0376686155796051,0.8789542334687811,1,0,0.24000000953674316,0.04500000085681677,0.04824891686439514,0,1,2,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000110425__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000110425,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,1.0710382461547852,2.1146390438079834,0.1576988846063614,1.956940159201622,0.07457484768766097,1,0,0.7249999642372131,1.8599999994039536,0.6604240834712982,0,1,3,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000118155__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000118155,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.31669652462005615,0.3968881070613861,0.22030621767044067,0.17658188939094543,0.5550839487270558,1,0,1.4800000190734863,0.5049999905750155,0.17974047362804413,0,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000163465__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000163465,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3814317286014557,0.2504551410675049,0.3455258905887604,0.0950707495212555,1.379591926586291,1,0,1.4800000190734863,0.03000000026077032,0.09197402000427246,0,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000194205__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000194205,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.7373231053352356,0.7435100078582764,0.12359268963336945,0.6199173182249069,0.16622868330903218,0,1,1.2450000643730164,1.905000001192093,0.6736262738704681,1,0,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.1443546861410141,0.040490150451660156,0.1207335889339447,0.08024343848228455,2.9818014402807544,0,1,0.4299999475479126,0.7900000168010592,0.154685840010643,1,1,0,0,1,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6268595457077026,0.9894275069236755,0.4677863121032715,0.521641194820404,0.4727848264070513,1,0,0.6899999976158142,0.19999999832361937,0.9822880327701569,1,1,3,0,0,1,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000258300__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000258300,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6174870729446411,0.5928881764411926,0.364751398563385,0.22813677787780762,0.6152111191570776,0,1,0.16999998688697815,0.03000000026077032,0.059676945209503174,0,1,3,0,0,1,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000284385__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000284385,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.6563304662704468,1.430467963218689,0.6437072157859802,0.7867607474327087,0.44999764576172524,1,0,0.05500006675720215,0.8650000048801303,0.055250346660614014,0,1,2,0,0,1,0,1,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.3393745720386505,0.241902694106102,0.46669551730155945,0.22479282319545746,1.9292696140740793,1,0,0.9550000429153442,0.0549999987706542,0.16540248692035675,1,1,1,0,0,0,0,0,0,0,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000359875__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000359875,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.582767903804779,1.1491249799728394,0.10288439691066742,1.046240583062172,0.08953281732079237,1,0,0.8049999475479126,1.8299999982118607,1.0479771196842194,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000397655__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000397655,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.15045705437660217,0.1946040391921997,0.08450019359588623,0.11010384559631348,0.43421603141767284,0,1,1.4800000190734863,0.8149999929592013,0.27284902334213257,1,1,0,0,1,0,0,0,0,1,0,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000466090__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000466090,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.45490819215774536,1.5961029529571533,0.23896187543869019,1.3571410775184631,0.14971582816506762,1,0,0.16999995708465576,0.33000004291534424,1.3584887385368347,1,1,2,0,0,1,0,1,0,1,1,active_legacy_best
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000497615__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000497615,byx,2025_09_28_17_35_43,pre2_label2_old_main,session_level_split,train,active_legacy_best,0.1924467831850052,0.446804016828537,0.18884870409965515,0.25795531272888184,0.4226656363569056,1,0,0.07499998807907104,0.06500000040978193,0.3616199791431427,1,1,1,0,0,0,0,0,0,1,0,active_legacy_best
