recurrence_rank,event_uid,subject,session_stamp,possible_config_model_count,high_rmse_top20_count,high_rmse_top20_rate,mean_sample_rmse,max_sample_rmse,mean_gt_peak_abs,is_large_response_any,wrong_side_count,severe_amp_under_count,tail_drift_count,zero_crossing_mismatch_count,reversal_mismatch_count,multi_segment_mismatch_count,large_response_missed_count,peak_time_large_error_count,onset_delay_large_error_count,configs_in_bad_top20,models_in_bad_top20
70,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000530990,hzh,2025_09_27_19_44_05,15,4,0.26666666666666666,0.45526652634143827,0.9097843766212464,0.3497053285439809,0,9,1,13,14,15,1,0,3,4,session_pre1;session_pre3;subject_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject
71,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000205285,gf,2025_09_26_10_30_12,10,4,0.4,0.5800643891096116,0.9009004831314088,1.297999531030655,1,5,7,8,1,10,0,5,5,7,session_pre1;session_pre3,direction_gated_knn_template_no_subject;knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
72,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885,hzh,2025_09_27_19_44_05,20,4,0.2,0.5072347790002822,0.8874281644821167,1.791234016418457,1,0,6,3,0,16,0,6,0,7,session_pre1;session_pre3;subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject
73,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000132255,yyl,2025_09_28_09_49_11,10,4,0.4,0.5451027527451515,0.8781998753547668,0.4183558225631714,0,5,1,5,7,10,1,0,6,0,session_pre1;session_pre3,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
74,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,15,4,0.26666666666666666,0.6194597204526265,0.8337160348892212,1.3226046562194824,0,1,6,4,0,15,0,0,1,6,session_pre1;subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
75,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020,byx,2025_09_28_17_35_43,5,4,0.8,0.7173880338668823,0.833482027053833,0.9894275069236758,0,0,1,4,0,5,0,0,4,1,subject_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
76,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000291210,gzj,2025_09_27_11_41_47,10,4,0.4,0.6491256058216095,0.7695148587226868,0.8820890188217163,0,0,2,4,0,10,1,0,1,6,subject_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
77,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,hzh,2025_09_27_19_44_05,15,4,0.26666666666666666,0.6295333504676819,0.7532414197921753,1.3761889934539795,1,0,4,5,0,13,1,3,1,3,session_pre1;subject_main,knn_template_context_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
78,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000221605,hzh,2025_09_26_20_50_27,15,4,0.26666666666666666,0.614785659313202,0.7469385266304016,0.8803441127141317,0,2,10,13,4,15,10,0,6,4,session_pre1;session_pre3;subject_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject
79,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000360590,hzh,2025_09_26_21_03_19,20,4,0.2,0.5248134523630142,0.7288041710853577,0.8893750011920929,0,7,6,18,2,20,0,0,14,8,session_pre1;session_pre3,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
80,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,5,3,0.6,1.1785730004310608,1.8289095163345337,1.2901480197906494,0,4,2,3,3,5,0,0,2,3,random_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject
81,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,5,3,0.6,0.9887420535087585,1.5588802099227903,1.3625750541687012,1,2,4,4,4,5,0,4,1,2,random_main,direction_gated_knn_template_no_subject;formal_ridge_vehicle_context_no_subject;peak_scaled_template_context_no_subject
82,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000150140,gzj,2025_09_27_12_17_12,15,3,0.2,0.5387547959884008,1.4376331567764282,0.7656780481338501,0,2,0,8,8,15,0,0,5,0,session_pre3;subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
83,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000391680,txj,2025_09_27_09_17_11,5,3,0.6,0.9098024487495422,1.3848812580108645,0.9517275094985962,0,5,1,3,3,5,0,0,3,1,random_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject
84,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385,gzj,2025_09_27_12_04_23,5,3,0.6,0.6971885979175567,0.9602037668228148,0.6145300269126892,0,5,1,5,5,4,0,0,0,1,subject_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject
85,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000457320,gzj,2025_09_27_11_41_47,10,3,0.3,0.6146740958094596,0.9285274147987366,0.4146900177001953,0,0,1,9,9,10,10,0,9,0,random_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject
86,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300,byx,2025_09_28_17_05_51,5,3,0.6,0.65395867228508,0.9192458391189576,0.9506800174713137,0,2,2,5,1,5,5,0,1,1,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
87,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300,hzh,2025_09_27_19_33_25,5,3,0.6,0.6484162211418152,0.890454888343811,1.6500362157821655,1,2,4,3,0,5,0,4,2,1,subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
88,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,yyl,2025_09_28_09_49_11,10,3,0.3,0.4714569881558418,0.8689131736755371,0.7447320222854614,0,4,5,4,3,10,0,0,4,3,session_pre1;session_pre3,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
89,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000073950,hzh,2025_09_27_19_22_27,5,3,0.6,0.6195327162742614,0.8600261211395264,1.362401008605957,1,0,4,5,4,5,0,4,1,2,subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
90,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000333065,byx,2025_09_28_17_25_18,10,3,0.3,0.5764738500118256,0.8534706830978394,0.9756389856338499,0,3,5,7,1,10,0,0,7,5,random_main;subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
91,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000353510,hzh,2025_09_27_19_33_25,5,3,0.6,0.7001329898834229,0.8515077233314514,0.7138404846191406,0,5,1,5,5,5,0,0,0,3,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
92,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000429895,hzh,2025_09_27_19_44_05,15,3,0.2,0.47413954337437947,0.8497766852378845,0.8702206611633301,0,5,8,6,3,14,9,0,10,4,session_pre1;subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
93,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000785960,zxy,2025_09_28_16_35_30,10,3,0.3,0.4353671193122864,0.7664574980735779,0.7518875002861023,0,3,4,6,1,10,0,0,2,2,session_pre1;session_pre3,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
94,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250,hzh,2025_09_26_20_50_27,15,3,0.2,0.6120387236277263,0.7483972907066345,0.969879984855652,0,6,12,10,4,15,0,0,10,6,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject;rbf_kernel_ridge_context_no_subject
95,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000301310,hzh,2025_09_27_19_22_27,5,3,0.6,0.4829500362277031,0.7165321707725525,0.2979269921779632,0,4,0,4,5,5,5,0,4,0,subject_main,direction_gated_knn_template_no_subject;knn_template_context_no_subject;peak_scaled_template_context_no_subject
96,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000460020,zxy,2025_09_28_16_35_30,10,2,0.2,0.5768372416496277,1.942410945892334,0.4502899646759033,0,3,2,6,7,10,2,0,4,2,session_pre1;session_pre3,formal_ridge_vehicle_context_no_subject
97,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000554145,tyy,2025_09_28_14_44_09,10,2,0.2,0.6040764190256596,1.5647051334381104,0.0504400134086608,0,7,2,10,1,8,8,0,5,9,session_pre1;session_pre3,formal_ridge_vehicle_context_no_subject
98,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000061190,hzh,2025_09_26_20_50_27,15,2,0.13333333333333333,0.46359812319278715,1.4025170803070068,0.9779080152511596,0,2,7,8,2,13,0,0,1,4,session_pre3,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
99,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000342730,hzh,2025_09_27_19_33_25,5,2,0.4,0.7095869049429894,1.29283344745636,0.5602498054504395,0,3,0,4,2,5,5,0,1,0,subject_main,knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
100,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000158490,byx,2025_09_28_17_05_51,5,2,0.4,0.6805198192596436,1.1584007740020752,2.112717866897583,1,0,4,5,2,5,0,4,1,1,subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject
101,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000108815,txj,2025_09_27_09_06_19,5,2,0.4,0.6613650679588318,1.148204684257507,1.2721730470657349,0,2,3,4,4,5,5,0,0,0,random_main,formal_ridge_vehicle_context_no_subject;rbf_kernel_ridge_context_no_subject
102,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000362425,gzj,2025_09_27_11_53_25,5,2,0.4,0.7245051085948944,1.0549782514572144,0.7197740077972412,0,1,1,4,0,5,0,0,3,0,subject_main,knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
103,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000420095,zdq,2025_09_26_15_27_09,5,2,0.4,0.7522202491760254,1.0195178985595703,0.8121020197868347,0,0,0,2,0,5,0,0,0,0,random_main,knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
104,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,byx,2025_09_28_17_15_52,5,2,0.4,0.6322850167751313,1.011448860168457,1.7027480602264404,1,0,3,5,1,5,0,3,3,1,subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject
105,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835,gzj,2025_09_27_12_04_23,5,2,0.4,0.6843227744102478,1.0063581466674805,1.7285699844360352,1,0,1,1,0,4,0,1,0,1,subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject
106,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,5,2,0.4,0.6255912825465202,0.9939507842063904,0.2876300811767578,0,5,0,5,5,3,3,0,4,0,random_main,direction_gated_knn_template_no_subject;rbf_kernel_ridge_context_no_subject
107,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825,gzj,2025_09_27_12_28_14,5,2,0.4,0.6835922479629517,0.9508252739906312,0.9089670181274414,0,3,2,2,1,5,0,0,2,4,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
108,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000613925,gzj,2025_09_27_12_28_14,5,2,0.4,0.5667543470859527,0.9432962536811828,0.8019789457321167,0,3,1,3,2,5,0,0,1,5,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
109,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385,zxy,2025_09_28_16_01_55,5,2,0.4,0.6581085979938507,0.931547462940216,0.9066988825798037,0,3,3,4,1,5,0,0,1,1,random_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
110,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000143790,gzj,2025_09_27_12_04_23,10,2,0.2,0.587184551358223,0.91290682554245,1.877449989318848,1,0,4,5,9,10,0,4,4,2,random_main;subject_main,formal_ridge_vehicle_context_no_subject
111,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000211330,gzj,2025_09_27_11_53_25,5,2,0.4,0.6234156250953674,0.9000442028045654,1.1590739488601685,0,3,3,2,2,5,0,0,2,1,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
112,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000186415,hzh,2025_09_26_20_50_27,15,2,0.13333333333333333,0.5405939181645711,0.8998199701309204,1.1744319200515747,0,0,1,5,0,15,0,0,4,1,session_pre3,knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
113,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680,zx,2025_09_27_18_00_08,10,2,0.2,0.46779889762401583,0.8384461402893066,1.0158706307411194,0,3,4,3,2,10,5,0,3,1,session_pre1;session_pre3,formal_ridge_vehicle_context_no_subject
114,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000484195,byx,2025_09_28_17_05_51,5,2,0.4,0.6230004847049713,0.8344631791114807,1.1178799867630005,0,1,5,1,4,5,0,0,2,2,subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject
115,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000198435,zx,2025_09_27_17_14_07,5,2,0.4,0.7318273544311523,0.8319986462593079,1.887049913406372,1,0,5,5,0,5,0,5,0,0,random_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject
116,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000357340,rjy,2025_09_28_19_51_44,5,2,0.4,0.7495931386947632,0.8222470879554749,1.3665928840637207,1,1,2,1,4,5,0,2,0,1,random_main,direction_gated_knn_template_no_subject;formal_ridge_vehicle_context_no_subject
117,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000078030,tyy,2025_09_28_14_44_09,15,2,0.13333333333333333,0.5581201136112213,0.8214133381843567,1.15540611743927,0,15,3,6,0,15,0,0,15,3,session_pre1;session_pre3,formal_ridge_vehicle_context_no_subject
118,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480,gzj,2025_09_27_12_28_14,5,2,0.4,0.5677745521068573,0.8209744691848755,0.6305878758430481,0,0,1,4,0,4,0,0,1,1,subject_main,knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
119,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000091070,gzj,2025_09_27_11_41_47,5,2,0.4,0.571435421705246,0.820803701877594,1.3767201900482178,1,0,1,1,0,5,0,1,0,1,subject_main,formal_ridge_vehicle_context_no_subject;knn_template_context_no_subject
120,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000265825,byx,2025_09_28_17_25_18,5,2,0.4,0.5143120169639588,0.8114925622940063,1.1597799062728882,0,3,3,5,5,4,4,0,1,2,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
121,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000299300,byx,2025_09_28_17_05_51,5,2,0.4,0.6294643342494964,0.7908884286880493,0.5049239993095398,0,4,0,5,5,5,0,0,4,1,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
122,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000164995,hzh,2025_09_26_21_17_02,5,2,0.4,0.4483845949172974,0.7742078900337219,0.45204007625579823,0,3,1,5,5,5,0,0,2,0,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
123,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,10,2,0.2,0.3644266232848167,0.7668431401252747,0.6200283169746399,0,2,3,2,0,10,5,0,5,8,session_pre3,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
124,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450,zx,2025_09_27_18_00_08,10,2,0.2,0.5315076977014541,0.7401666641235352,1.124341607093811,0,7,4,2,0,10,0,0,7,2,session_pre1,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
125,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000416905,gzj,2025_09_27_12_28_14,5,2,0.4,0.6418422818183899,0.7237352132797241,1.2093379497528076,0,1,1,5,0,5,0,0,3,2,subject_main,knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
126,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000450660,gzj,2025_09_27_11_41_47,5,2,0.4,0.3887594699859619,0.7058148980140686,0.3961896300315857,0,2,1,3,4,5,1,0,5,1,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
127,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000046325,gzj,2025_09_27_12_28_14,5,2,0.4,0.5711397707462311,0.688378632068634,0.3715786635875702,0,5,0,5,5,5,5,0,5,0,subject_main,direction_gated_knn_template_no_subject;peak_scaled_template_context_no_subject
128,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555,gzj,2025_09_27_12_17_12,15,2,0.13333333333333333,0.5727626303831737,0.647836446762085,1.19834303855896,0,0,5,3,0,12,2,0,14,2,session_pre1;subject_main,knn_template_context_no_subject;rbf_kernel_ridge_context_no_subject
129,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000470200,gzj,2025_09_27_11_41_47,5,1,0.2,0.7186149060726166,1.8943512439727783,2.618339776992798,1,0,0,1,5,5,5,0,3,0,subject_main,rbf_kernel_ridge_context_no_subject
130,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000080870,zx,2025_09_27_18_17_48,5,1,0.2,0.6918686270713806,1.0483882427215576,1.6975070238113403,1,1,5,1,1,5,0,5,1,5,random_main,formal_ridge_vehicle_context_no_subject
131,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000134035,hzh,2025_09_27_19_33_25,5,1,0.2,0.5053656280040741,1.0084946155548096,1.7599854469299316,1,0,1,1,0,5,5,1,2,1,subject_main,formal_ridge_vehicle_context_no_subject
132,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000214945,gzj,2025_09_27_12_28_14,5,1,0.2,0.6350882053375244,0.9431466460227966,1.321562647819519,0,1,1,0,0,5,0,0,0,1,subject_main,formal_ridge_vehicle_context_no_subject
133,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350,zxy,2025_09_28_15_57_38,10,1,0.1,0.4214622929692268,0.9377946257591248,0.5749120116233826,0,0,2,7,5,10,0,0,2,0,session_pre3,direction_gated_knn_template_no_subject
134,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000090445,yyl,2025_09_28_09_49_11,10,1,0.1,0.545218414068222,0.9099979996681212,0.9200486838817594,0,0,4,6,0,10,1,0,5,1,session_pre3,rbf_kernel_ridge_context_no_subject
135,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,5,1,0.2,0.4954610601067543,0.8650612831115723,0.0404901504516601,0,4,0,5,1,4,4,0,5,5,subject_main,direction_gated_knn_template_no_subject
136,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000284385,byx,2025_09_28_17_35_43,5,1,0.2,0.46450079679489137,0.8458726406097412,1.430467963218689,1,0,1,0,0,4,0,1,0,3,subject_main,formal_ridge_vehicle_context_no_subject
137,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000221360,yzy,2025_09_27_15_07_57,5,1,0.2,0.589154189825058,0.8426451086997986,1.1726858615875244,0,4,3,5,3,5,5,0,1,1,random_main,direction_gated_knn_template_no_subject
138,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680,yyl,2025_09_28_09_49_11,10,1,0.1,0.5500709652900696,0.837574303150177,1.7699379920959473,1,0,3,0,0,9,0,3,0,6,session_pre1,formal_ridge_vehicle_context_no_subject
139,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710,hzh,2025_09_27_19_22_27,5,1,0.2,0.565511816740036,0.8296934962272644,1.692097663879394,1,0,2,1,0,4,0,2,0,2,subject_main,formal_ridge_vehicle_context_no_subject
140,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,5,1,0.2,0.6637673139572143,0.8233731389045715,2.008004903793335,1,0,4,0,0,4,0,4,0,0,random_main,formal_ridge_vehicle_context_no_subject
141,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495,hzh,2025_09_26_21_17_02,5,1,0.2,0.49901254177093507,0.8136396408081055,1.5077855587005615,1,0,1,1,0,5,5,1,0,3,subject_main,formal_ridge_vehicle_context_no_subject
142,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000522640,zx,2025_09_27_18_17_48,5,1,0.2,0.5809786975383758,0.8118293881416321,1.4243640899658203,1,0,3,3,0,5,5,3,0,1,random_main,formal_ridge_vehicle_context_no_subject
143,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000277150,zx,2025_09_27_18_07_01,5,1,0.2,0.6066293716430664,0.8099967241287231,1.5327439308166504,1,0,2,2,0,5,0,2,0,4,random_main,rbf_kernel_ridge_context_no_subject
144,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000086105,hzh,2025_09_27_19_33_25,5,1,0.2,0.682706093788147,0.8075650334358215,1.7381750345230107,1,0,1,3,0,5,5,1,0,0,subject_main,knn_template_context_no_subject
145,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925,zxy,2025_09_28_16_12_11,5,1,0.2,0.4496058523654938,0.7754441499710083,0.8772020936012268,0,4,3,0,1,5,0,0,2,1,random_main,peak_scaled_template_context_no_subject
146,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260,gf,2025_09_26_10_30_12,10,1,0.1,0.5047357231378555,0.7591477036476135,1.5163418054580688,1,0,2,1,0,10,0,1,0,2,session_pre1,formal_ridge_vehicle_context_no_subject
147,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,5,1,0.2,0.5525842994451523,0.757764995098114,0.1830849051475525,0,5,0,5,5,5,5,0,0,0,random_main,knn_template_context_no_subject
148,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605,hzh,2025_09_26_20_50_27,20,1,0.05,0.24269868247210974,0.7485498189926147,0.5717697739601135,0,2,6,7,0,20,0,0,2,6,session_pre3,peak_scaled_template_context_no_subject
149,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190,byx,2025_09_28_17_25_18,5,1,0.2,0.5625194430351257,0.7319173812866211,1.3728759288787842,1,0,2,2,1,5,0,2,3,2,subject_main,rbf_kernel_ridge_context_no_subject
150,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000691590,zxy,2025_09_28_16_35_30,10,1,0.1,0.5434851914644241,0.7227842211723328,0.772657036781311,0,1,5,4,3,9,0,0,7,5,session_pre1,direction_gated_knn_template_no_subject
151,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440,gzj,2025_09_27_12_17_12,15,1,0.06666666666666667,0.49480676651000977,0.716326892375946,1.1525572935740154,0,0,3,0,0,15,0,0,5,3,session_pre3,rbf_kernel_ridge_context_no_subject
152,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000214960,yyl,2025_09_28_09_49_11,10,1,0.1,0.45522150695323943,0.7151479721069336,1.1076732873916626,0,0,2,7,0,9,0,0,5,2,session_pre3,rbf_kernel_ridge_context_no_subject
153,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000062355,gf,2025_09_26_10_30_12,10,1,0.1,0.2885200001299381,0.709650993347168,0.5552759766578674,0,6,1,8,2,10,1,0,8,0,session_pre1,direction_gated_knn_template_no_subject
154,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,5,1,0.2,0.6242959380149842,0.7088907361030579,1.0580191612243652,0,0,1,4,0,5,0,0,0,1,random_main,rbf_kernel_ridge_context_no_subject
155,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000243065,byx,2025_09_28_17_05_51,5,1,0.2,0.5139053761959076,0.7067908048629761,0.9133307933807371,0,4,2,5,1,5,0,0,1,2,subject_main,rbf_kernel_ridge_context_no_subject
156,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000191805,byx,2025_09_28_17_25_18,5,1,0.2,0.4876762926578522,0.6865854263305664,0.3572689890861511,0,0,0,5,0,5,0,0,0,0,subject_main,rbf_kernel_ridge_context_no_subject
157,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000486975,gzj,2025_09_27_12_28_14,5,1,0.2,0.4923319160938263,0.6845736503601074,0.40613800287246693,0,5,0,5,0,5,0,0,0,0,subject_main,direction_gated_knn_template_no_subject
158,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000405010,hzh,2025_09_26_20_50_27,15,1,0.06666666666666667,0.4671162009239197,0.6714392304420471,0.7000506122907003,0,7,5,13,4,14,10,0,5,3,session_pre1,direction_gated_knn_template_no_subject
159,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000253235,gzj,2025_09_27_12_17_12,15,1,0.06666666666666667,0.409183935324351,0.6383034586906433,0.9380563696225486,0,0,3,6,0,14,10,0,5,12,subject_main,rbf_kernel_ridge_context_no_subject
160,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000088105,hzh,2025_09_26_21_03_19,15,1,0.06666666666666667,0.5468586146831512,0.637739896774292,1.1356894969940186,0,0,5,5,0,15,10,0,0,4,subject_main,rbf_kernel_ridge_context_no_subject
161,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695,hzh,2025_09_26_20_50_27,20,1,0.05,0.42059929221868514,0.588433027267456,1.2557679414749146,0,0,2,3,0,20,0,0,0,7,session_pre1,rbf_kernel_ridge_context_no_subject
162,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000220280,hzh,2025_09_27_19_33_25,5,0,0.0,0.4054471582174301,0.8093628287315369,1.658761978149414,1,0,1,2,0,5,5,1,1,1,,
163,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,5,0,0.0,0.5785347163677216,0.7932347059249878,1.7901862859725952,1,0,1,0,0,5,0,1,0,2,,
164,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260,hzh,2025_09_26_21_03_19,15,0,0.0,0.44817944765090945,0.7931437492370605,1.102524995803833,0,0,3,4,0,15,0,0,0,3,,
165,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000092520,yzy,2025_09_27_14_37_08,5,0,0.0,0.6420012950897217,0.7920148968696594,1.895426988601685,1,0,5,5,0,5,5,5,1,1,,
166,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000136605,yzy,2025_09_27_14_37_08,5,0,0.0,0.4684084951877594,0.7724297046661377,1.2404050827026367,0,0,1,1,0,4,0,0,0,3,,
