epoch,train_loss,val_top1_rmse_norm,val_bestk_rmse_norm,val_top1_loss_mean
49,0.4698677435517311,0.9254857301712036,0.7050920724868774,0.8565237635657901
50,0.45005713651577633,0.8671802282333374,0.6926656365394592,0.752001478558495
51,0.4409158726533254,0.8175375461578369,0.6918231844902039,0.6683676356361026
52,0.43221694727738696,0.8261201977729797,0.7057836651802063,0.6824746131896973
53,0.40681758771340054,0.8146054744720459,0.7081848978996277,0.6635820865631104
54,0.43501298874616623,0.8496714234352112,0.6761823296546936,0.7219416073390416
55,0.43387357890605927,0.8867540955543518,0.7358188629150391,0.7863328116280692
56,0.3907100409269333,0.8594306111335754,0.6873294711112976,0.738621019181751
57,0.38938924421866733,0.8224754929542542,0.6770456433296204,0.6764659881591797
58,0.38939718902111053,0.8103342652320862,0.6671162843704224,0.6566415854862758
59,0.3769535422325134,0.8144930601119995,0.6734857559204102,0.6633990378606887
60,0.36288539320230484,0.8190505504608154,0.6657736301422119,0.670843760172526
61,0.37069227794806164,0.836788535118103,0.7117737531661987,0.7002150444757371
62,0.35963573058446247,0.8740921020507812,0.6680196523666382,0.7640369960239956
63,0.3599056924382846,0.8930458426475525,0.7220930457115173,0.797530764625186
64,0.3372232938806216,0.8458909392356873,0.6929783225059509,0.7155314627147856
65,0.3347533891598384,0.8929940462112427,0.7132632732391357,0.79743834904262
66,0.33938271055618924,0.8867030739784241,0.6816925406455994,0.7862423488071987
67,0.3470927986005942,0.9219479560852051,0.6991903781890869,0.849987960997082
68,0.3448256030678749,0.9846504330635071,0.7394000887870789,0.9695364634195963
69,0.3360334411263466,0.9171318411827087,0.7111835479736328,0.841130847022647
70,0.2988473226626714,0.8892345428466797,0.7305484414100647,0.7907380830673945
71,0.31085435549418133,0.8589195013046265,0.7055241465568542,0.7377426510765439
72,0.32093585406740505,0.8674170970916748,0.7062174081802368,0.7524122510637555
73,0.31480518107612926,0.9122439622879028,0.7046025991439819,0.8321891285124279
74,0.29963911945621174,0.9506796598434448,0.7063415050506592,0.9037917682102748
75,0.3054213474194209,0.9491117596626282,0.7291690707206726,0.9008131935482934
76,0.29817717770735425,0.9477892518043518,0.746989905834198,0.8983045532589867
77,0.28621455530325574,0.8570931553840637,0.7155225276947021,0.7346086615607852
78,0.2755920849740505,0.9246087074279785,0.7579792737960815,0.8549013364882696
