candidate_model,feature_set,threshold,split,selector_rmse,keypoint_selected_rate
rf_engineered_shallow,engineered,0.35,train,0.4082555751300814,0.5106382978723404
rf_engineered_shallow,engineered,0.35,val,0.5590176827815456,0.6190476190476191
rf_engineered_shallow,engineered,0.35,test,0.5443558392873438,0.6
rf_engineered_shallow,engineered,0.4,train,0.3743823981726118,0.35638297872340424
rf_engineered_shallow,engineered,0.4,val,0.5779088792130893,0.40476190476190477
rf_engineered_shallow,engineered,0.4,test,0.548877274874235,0.425
rf_engineered_shallow,engineered,0.45,train,0.3538906558031027,0.25
rf_engineered_shallow,engineered,0.45,val,0.5818056616985385,0.30952380952380953
rf_engineered_shallow,engineered,0.45,test,0.5397314064947492,0.15
rf_engineered_shallow,engineered,0.5,train,0.33481296573226604,0.11702127659574468
rf_engineered_shallow,engineered,0.5,val,0.5698685171376493,0.14285714285714285
rf_engineered_shallow,engineered,0.5,test,0.5361042684084811,0.075
rf_engineered_shallow,engineered,0.55,train,0.33055867534709965,0.03723404255319149
rf_engineered_shallow,engineered,0.55,val,0.5720103495058193,0.023809523809523808
rf_engineered_shallow,engineered,0.55,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.6,train,0.3299900625022459,0.010638297872340425
rf_engineered_shallow,engineered,0.6,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.6,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.65,train,0.33011095985179567,0.0
rf_engineered_shallow,engineered,0.65,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.65,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.7,train,0.33011095985179567,0.0
rf_engineered_shallow,engineered,0.7,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.7,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.75,train,0.33011095985179567,0.0
rf_engineered_shallow,engineered,0.75,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.75,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.8,train,0.33011095985179567,0.0
rf_engineered_shallow,engineered,0.8,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.8,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.85,train,0.33011095985179567,0.0
rf_engineered_shallow,engineered,0.85,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.85,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.9,train,0.33011095985179567,0.0
rf_engineered_shallow,engineered,0.9,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.9,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.95,train,0.33011095985179567,0.0
rf_engineered_shallow,engineered,0.95,val,0.5714822247805078,0.0
rf_engineered_shallow,engineered,0.95,test,0.5336666894389569,0.0
