sample_id,event_uid,subject,session_stamp,road_type_anchor,event_level,instability_role,road_design_module_name,road_design_risk_class,road_design_mapping_reliability,old_v400_road_type_mode,old_v400_phase_mode,eval_label_morphology,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_ratio_pred_over_gt,wrong_side,large_response_recalled,severe_amp_under,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,is_difficult_peak_top20,high_rmse_top20pct,wrong_side_flag,large_response_missed_flag,severe_amp_under_flag,multi_segment_missed_flag,multi_segment_overpred_flag,multi_segment_mismatch_flag,reversal_mismatch_flag,tail_drift_flag,zero_crossing_mismatch_flag,peak_time_large_error_flag,onset_delay_large_error_flag,formal_error_flag_count,primary_error_type,old_deep_sample_rmse,old_deep_pred_peak_abs,old_deep_wrong_side,old_deep_large_response_recalled,old_deep_severe_amp_under,old_deep_tail_drift_risk,old_deep_reversal_count_exact,old_deep_pred_multi_segment,formal_minus_old_deep_rmse,formal_better_than_old_deep,shared_with_old_deep_bad_top20pct,old_deep_high_rmse_top20pct,high_rmse_threshold_test_p80,old_deep_high_rmse_threshold_test_p80
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000546730__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000546730,gzj,2025_09_27_12_17_12,straight,medium_active,instability_ay_roll,differentmu_road,design_high_risk_surface,medium,straight,primary,multi_correction,0.1673668026924133,0.4326669871807098,0.3920828402042389,0.9062000379531606,0,0,0,0.1399999856948852,0.3899999856948852,0.0090514123439788,0,0,2,26,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.1536310464143753,0.2551866173744201,0,0,0,0,0,0,0.013735756278037997,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180,gzj,2025_09_27_12_17_12,curve,medium_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,secondary,multi_correction,0.1642880141735077,0.5124282836914062,0.4155465066432953,0.8109359297066925,0,0,0,0.5,0.7300000041723251,0.5014728307723999,1,0,4,2,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,True,True,4,06_reversal_mismatch,0.3289945423603058,0.1967265456914901,0,0,1,1,0,0,-0.1647065281867981,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000051370__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000051370,hzh,2025_09_27_19_44_05,straight,extreme_active,instability_ay_roll,longstraight,design_regular_road,high,straight,secondary,reverse_correction,0.1621608883142471,0.2946119904518127,0.378890186548233,1.2860650578653383,0,0,0,0.090000033378601,0.0400000028312206,0.0689833164215087,0,0,1,4,0,0,1,0,0,False,False,False,False,False,True,True,True,False,False,False,False,3,05_multi_segment_overpred,0.1249034702777862,0.1362122595310211,0,0,1,1,0,0,0.037257418036460904,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000141250__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000141250,zxy,2025_09_28_16_35_30,straight,strong_active,instability_ay_roll,curve1,design_curve_context,medium,straight,secondary,multi_correction,0.1584842354059219,0.7140136957168579,0.6490097045898438,0.9089597419251864,0,0,0,0.2450000047683715,0.3200000524520874,0.1753427386283874,0,0,4,14,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.2942070066928863,0.1007108688354492,0,0,1,0,0,0,-0.1357227712869644,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre2_label2_old_main,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,curve,weak,instability_ay_roll,curve1,design_curve_context,very_low,curve,secondary,single_lobe,0.1486185938119888,0.5304062366485596,0.3364933133125305,0.634406781184752,0,0,0,0.4650000333786011,0.7050000429153442,0.2353651523590088,0,0,0,2,0,0,1,0,0,False,False,False,False,False,True,True,True,False,False,False,True,4,05_multi_segment_overpred,0.2581941485404968,0.4609792232513428,0,0,0,0,1,0,-0.10957555472850802,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000645790__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000645790,hzh,2025_09_26_20_50_27,straight,medium_active,instability_ay_roll,differentmu_road,design_high_risk_surface,medium,straight,primary,multi_correction,0.1429098546504974,0.6035345792770386,0.3701056540012359,0.6132302385135542,0,0,0,0.4750000238418579,1.0500000417232511,0.3353993594646454,1,0,4,10,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,False,True,3,06_reversal_mismatch,0.2986527979373932,0.4098908901214599,0,0,0,0,0,0,-0.15574294328689578,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000201270__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000201270,yyl,2025_09_28_09_49_11,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.1335401237010955,0.7197740077972412,0.5408992767333984,0.7514848700757316,0,0,0,0.4649999141693115,0.1300000548362732,0.049662709236145,0,0,2,1,0,1,0,0,0,False,False,False,False,True,False,True,True,False,False,False,False,3,04_multi_segment_missed,0.3834933936595917,0.1228875815868377,0,0,1,1,0,0,-0.24995326995849618,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000134935,byx,2025_09_28_17_46_00,straight,extreme_active,instability_ay_roll,curve1,design_curve_context,medium,straight,secondary,reverse_correction,0.1325314790010452,0.3824006915092468,0.2939659059047699,0.7687379035444593,0,0,0,0.0400000214576721,0.050000000745058,0.1681591719388961,0,1,1,22,0,0,1,0,0,False,False,False,False,False,True,True,True,False,True,False,False,4,05_multi_segment_overpred,0.2232589125633239,0.0885425209999084,0,0,1,0,0,0,-0.09072743356227869,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000599030__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000599030,hzh,2025_09_26_20_50_27,design_high_risk_surface,instability_medium,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,none,none,multi_correction,0.1119356155395507,0.1905902922153473,0.0603710636496543,0.316758335106813,0,0,1,1.1200000047683716,0.3000000119209289,0.2156630232930183,1,1,2,4,0,1,1,0,0,False,False,False,True,False,False,False,True,True,True,True,False,5,03_severe_amp_under,0.131566047668457,0.2245212793350219,0,0,0,0,0,0,-0.019630432128906306,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000269015__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000269015,yyl,2025_09_28_09_49_11,curve,weak,instability_ay_roll,middle_section,design_regular_road,low,curve,secondary,reverse_correction,0.10843076556921,0.2666864991188049,0.3119224011898041,1.169622017689194,0,0,0,0.0499999523162841,0.4100000262260437,0.1920194886624813,1,0,1,8,0,0,1,0,0,False,False,False,False,False,True,True,True,True,False,False,False,4,05_multi_segment_overpred,0.1959764659404754,0.2796711325645447,0,0,0,1,0,0,-0.08754570037126541,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000066065__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000066065,zx,2025_09_27_18_00_08,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.105422556400299,0.5452409982681274,0.6049385070800781,1.1094882978381495,0,0,0,0.3999999761581421,0.0300000011920928,0.0790047347545623,0,0,3,2,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.4902835786342621,0.6404219269752502,0,0,0,0,0,0,-0.38486102223396307,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000616100__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000616100,hzh,2025_09_26_20_50_27,design_high_risk_surface,instability_extreme,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,none,none,single_lobe,0.105299487709999,0.1055919975042343,0.0745355188846588,0.7058822699293087,1,0,0,0.4749999046325683,0.0650000050663948,0.0916905188933014,1,1,0,4,0,0,1,0,0,False,True,False,False,False,True,True,True,True,True,False,False,6,01_wrong_side,0.0832484364509582,0.0032706260681152,1,0,1,1,1,0,0.022051051259040805,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000358145__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000358145,byx,2025_09_28_17_46_00,straight,medium_active,instability_ay_roll,middle_section,design_regular_road,very_low,straight,secondary,reverse_correction,0.1052329167723655,0.6082471013069153,0.4470787644386291,0.7350281875211728,0,0,0,0.1299999952316284,0.135000005364418,0.1733187437057495,0,0,1,2,0,0,1,0,0,False,False,False,False,False,True,True,True,False,False,False,False,3,05_multi_segment_overpred,0.2277574688196182,0.1229403167963028,0,0,1,1,0,0,-0.1225245520472527,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000090925,byx,2025_09_28_17_46_00,straight,extreme_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,reverse_correction,0.0887296497821807,0.4934044778347015,0.4491404592990875,0.9102885755519164,0,0,0,0.2899999618530273,0.6950000151991844,0.0533797442913055,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,1,10_no_major_flag,0.2526148557662964,0.1651329398155212,0,0,1,1,0,0,-0.16388520598411568,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000276540__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000276540,byx,2025_09_28_17_46_00,straight,weak,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.0845646634697914,0.4670500159263611,0.3955956399440765,0.8470091563093949,0,0,0,0.8350000381469727,0.6950000077486038,0.079252004623413,0,0,2,1,0,1,0,0,0,False,False,False,False,True,False,True,True,False,False,True,True,5,04_multi_segment_missed,0.2060549557209015,0.2439627945423126,0,0,0,0,0,0,-0.12149029225111009,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000049290,byx,2025_09_28_17_46_00,straight,strong_active,instability_ay_roll,longstraight,design_regular_road,high,straight,secondary,reverse_correction,0.066887691617012,0.3333569765090942,0.210794061422348,0.6323373328789398,0,0,0,0.2899999618530273,0.055000003427267,0.1571428030729293,0,0,1,8,0,0,1,0,0,False,False,False,False,False,True,True,True,False,False,False,False,3,05_multi_segment_overpred,0.4619394242763519,0.4602319598197937,0,0,0,0,0,0,-0.3950517326593399,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000280645__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000280645,hzh,2025_09_26_21_03_19,design_regular_road,instability_extreme,instability_ay_roll,middle_section,design_regular_road,low,none,none,multi_correction,0.0655877441167831,0.1883212327957153,0.2550208866596222,1.354180210450621,1,0,0,0.6150000095367432,0.0049999989569187,0.0094274021685123,0,0,2,4,0,1,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,3,01_wrong_side,0.4296416938304901,0.453020691871643,0,0,0,1,0,0,-0.364053949713707,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940,gzj,2025_09_27_12_17_12,design_high_risk_surface,instability_strong,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,none,none,multi_correction,0.0644245222210884,0.2288129925727844,0.2990740537643432,1.3070676205994252,0,0,0,0.4700000286102295,0.5399999916553497,0.0279837995767593,0,0,2,6,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,2,06_reversal_mismatch,0.1201622635126113,0.0595992542803287,0,0,1,1,0,0,-0.05573774129152291,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,design_special_event_segment,instability_medium,instability_roll_only,fix_road,design_special_event_segment,low,none,none,single_lobe,0.0639442950487136,0.1583000421524047,0.2879309952259063,1.8188939896092904,0,0,0,0.625,0.074999988079071,0.1344472467899322,1,1,0,31,0,0,1,0,0,False,False,False,False,False,True,True,True,True,True,True,False,6,05_multi_segment_overpred,0.2625447809696197,0.1642010807991027,1,0,0,1,1,0,-0.1986004859209061,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000275220__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000275220,gf,2025_09_26_10_30_12,curve,weak,instability_ay_roll,middle_section,design_regular_road,low,curve,secondary,multi_correction,0.056899569928646,0.2598803639411926,0.2030563652515411,0.7813455475131242,0,0,0,0.0049999952316284,0.0799999982118606,0.0576901882886886,0,0,3,21,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.2670556604862213,0.1859331876039505,1,0,0,1,0,0,-0.2101560905575753,True,False,False,0.7532525897026062,0.7252965450286866
