episode_uid,folder,vehicle_file,v2_2_epoch_quality_flags,v2_2_epoch_quality_cn,figure_path
rec_v1_jy_2025_09_26_17_17_11_0005,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_jy_2025_09_26_17_17_11_0005.png
rec_v1_hzh_2025_09_26_20_50_27_0011,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_hzh_2025_09_26_20_50_27_0011.png
rec_v1_rjy_2025_09_28_20_02_20_0006,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,old_start_too_early;old_end_too_late;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_rjy_2025_09_28_20_02_20_0006.png
rec_v1_txj_2025_09_27_08_53_44_0006,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_txj_2025_09_27_08_53_44_0006.png
rec_v1_zxy_2025_09_28_16_35_30_0003,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_35_30_vehicle.csv,old_end_too_late;old_anchor_too_early,旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_zxy_2025_09_28_16_35_30_0003.png
rec_v1_byx_2025_09_28_17_35_43_0009,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_byx_2025_09_28_17_35_43_0009.png
rec_v1_jy_2025_09_26_17_29_44_0003,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_29_44_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_jy_2025_09_26_17_29_44_0003.png
rec_v1_rjy_2025_09_28_20_15_42_0008,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_rjy_2025_09_28_20_15_42_0008.png
rec_v1_zx_2025_09_27_17_14_07_0010,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_zx_2025_09_27_17_14_07_0010.png
rec_v1_zxy_2025_09_28_16_25_51_0003,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_25_51_vehicle.csv,old_start_too_early;old_end_too_late;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_zxy_2025_09_28_16_25_51_0003.png
rec_v1_lx_2025_09_26_09_17_22_0002,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lx\Entity_Recording_2025_09_26_09_17_22_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_lx_2025_09_26_09_17_22_0002.png
rec_v1_byx_2025_09_28_17_15_52_0007,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_byx_2025_09_28_17_15_52_0007.png
rec_v1_jy_2025_09_26_17_51_46_0013,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_51_46_vehicle.csv,old_start_too_early;old_end_too_late;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_jy_2025_09_26_17_51_46_0013.png
rec_v1_rjy_2025_09_28_20_02_20_0005,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,old_start_too_early;old_end_too_late;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_rjy_2025_09_28_20_02_20_0005.png
rec_v1_lxy_2025_09_28_17_55_52_0021,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_17_55_52_vehicle.csv,old_start_too_early;old_end_too_late,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_lxy_2025_09_28_17_55_52_0021.png
rec_v1_hzh_2025_09_27_19_44_05_0011,04_旧锚点偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,old_start_too_late;old_end_too_early;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\04_旧锚点偏晚\rec_v1_hzh_2025_09_27_19_44_05_0011.png
rec_v1_cwh_2025_09_26_19_27_21_0016,04_旧锚点偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\04_旧锚点偏晚\rec_v1_cwh_2025_09_26_19_27_21_0016.png
