sample_id,event_uid,subject,session_stamp,split,anchor_time_rel_s,curvature_anchor,input_valid_ratio,median_speed_kmh_window,event_type,event_level,road_type_anchor,old_v400_road_type_mode,old_v400_phase_mode,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,top1_branch,best_branch_oracle,top1_matches_best,top1_prob,prob_margin,branch_spread_mean,branch_spread_peak,branch0_prob,branch1_prob,branch2_prob,prob_entropy,rbf_sample_rmse,rbf_wrong_side,rbf_large_response_recalled,rbf_severe_amp_under,rbf_peak_amp_abs_error,rbf_peak_time_abs_error_s,rbf_onset_delay_abs_error_s,rbf_tail_abs_error,rbf_tail_drift_risk,rbf_zero_crossing_mismatch,rbf_reversal_count_exact,rbf_pred_peak_abs,rbf_pred_reversal_count,rbf_pred_multi_segment,rbf_gt_peak_abs,rbf_is_large_response,rbf_is_difficult_peak_top20,top1_sample_rmse,top1_wrong_side,top1_large_response_recalled,top1_severe_amp_under,top1_peak_amp_abs_error,top1_peak_time_abs_error_s,top1_onset_delay_abs_error_s,top1_tail_abs_error,top1_tail_drift_risk,top1_zero_crossing_mismatch,top1_reversal_count_exact,top1_pred_peak_abs,top1_pred_reversal_count,top1_pred_multi_segment,top1_gt_peak_abs,top1_is_large_response,top1_is_difficult_peak_top20,branch0_sample_rmse,branch0_wrong_side,branch0_large_response_recalled,branch0_severe_amp_under,branch0_peak_amp_abs_error,branch0_peak_time_abs_error_s,branch0_onset_delay_abs_error_s,branch0_tail_abs_error,branch0_tail_drift_risk,branch0_zero_crossing_mismatch,branch0_reversal_count_exact,branch0_pred_peak_abs,branch0_pred_reversal_count,branch0_pred_multi_segment,branch0_gt_peak_abs,branch0_is_large_response,branch0_is_difficult_peak_top20,branch1_sample_rmse,branch1_wrong_side,branch1_large_response_recalled,branch1_severe_amp_under,branch1_peak_amp_abs_error,branch1_peak_time_abs_error_s,branch1_onset_delay_abs_error_s,branch1_tail_abs_error,branch1_tail_drift_risk,branch1_zero_crossing_mismatch,branch1_reversal_count_exact,branch1_pred_peak_abs,branch1_pred_reversal_count,branch1_pred_multi_segment,branch1_gt_peak_abs,branch1_is_large_response,branch1_is_difficult_peak_top20,branch2_sample_rmse,branch2_wrong_side,branch2_large_response_recalled,branch2_severe_amp_under,branch2_peak_amp_abs_error,branch2_peak_time_abs_error_s,branch2_onset_delay_abs_error_s,branch2_tail_abs_error,branch2_tail_drift_risk,branch2_zero_crossing_mismatch,branch2_reversal_count_exact,branch2_pred_peak_abs,branch2_pred_reversal_count,branch2_pred_multi_segment,branch2_gt_peak_abs,branch2_is_large_response,branch2_is_difficult_peak_top20,best_candidate_oracle,top1_worse_than_rbf,top1_minus_rbf_rmse,best_of_rbf_topk_rmse,best_of_rbf_topk_gain_over_rbf
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,train,515.545,0.0,1.0,111.4726,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,0,2,0,0.37167978,0.055099934,0.19178683,0.33755428,0.37168357,0.311735,0.31658143,1.0953426,0.11871388554573059,0,0,0,0.02009674906730652,0.009999990463256836,0.5399999916553497,0.07578357309103012,0,0,0,0.4700426161289215,103,1,0.449945867061615,0,0,0.21759778261184692,0,0,0,0.22441959381103516,0.2549999952316284,0.12000000476837158,0.1039806455373764,0,0,0,0.6743654608726501,2,1,0.449945867061615,0,0,0.21759778261184692,0,0,0,0.22441959381103516,0.2549999952316284,0.12000000476837158,0.1039806455373764,0,0,0,0.6743654608726501,2,1,0.449945867061615,0,0,0.4493710398674011,0,0,0,0.5459102988243103,0.4099999666213989,0.5949999913573265,0.186332069337368,0,0,0,0.9958561658859253,2,1,0.449945867061615,0,0,0.13066625595092773,0,0,0,0.01697462797164917,0.440000057220459,0.2549999952316284,0.2621901333332062,1,0,0,0.4329712390899658,2,1,0.449945867061615,0,0,rbf,1,0.09888389706611633,0.11871388554573059,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,train,598.71,-0.0,1.0,114.3344,instability_ay_roll,medium_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,low,0,2,0,0.3439666,0.0045719743,0.18065223,0.32334405,0.3439734,0.31663275,0.33939388,1.0979639,0.37969860434532166,0,0,0,0.05941098928451538,0.2549999952316284,0.015000000596046448,0.13826644234359264,0,0,0,0.8919329643249512,62,1,0.8325219750404358,0,0,0.312246710062027,0,0,0,0.024379611015319824,0.46000003814697266,0.125,0.2683451622724533,0,0,0,0.808142364025116,2,1,0.8325219750404358,0,0,0.312246710062027,0,0,0,0.024379611015319824,0.46000003814697266,0.125,0.2683451622724533,0,0,0,0.808142364025116,2,1,0.8325219750404358,0,0,0.5362379550933838,0,0,0,0.3049737811088562,0.5700000524520874,0.04500000178813934,0.001444205641746521,0,0,0,1.137495756149292,2,1,0.8325219750404358,0,0,0.23789210617542267,0,0,0,0.4084133803844452,0.12000000476837158,0.6849999874830246,0.4396936297416687,1,0,0,0.4241085946559906,2,1,0.8325219750404358,0,0,branch2,0,-0.06745189428329468,0.23789210617542267,0.141806498169899
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,train,180.85,0.0,1.0,103.234,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,2,1,0,0.3984111,0.06306031,0.2888149,0.45196113,0.33535457,0.26624373,0.3984017,1.085376,0.5998265147209167,0,1,0,0.467218279838562,0.06999993324279785,0.13499999046325684,0.12000676244497299,0,0,0,1.378989338874817,123,1,1.846207618713379,1,1,1.0153626203536987,0,1,0,0.7636698484420776,0.32499992847442627,0.3799999952316284,0.26493705436587334,0,0,0,1.0825377702713013,2,1,1.846207618713379,1,1,0.7005568146705627,0,0,1,0.9478746652603149,0.07999992370605469,0.16999995708465576,0.05035090446472168,0,0,0,0.898332953453064,1,0,1.846207618713379,1,1,0.5006688833236694,0,1,0,0.7952919006347656,0.18500006198883057,0.21000000834465027,0.7386148869991302,0,0,0,1.0509157180786133,1,0,1.846207618713379,1,1,1.0153626203536987,0,1,0,0.7636698484420776,0.32499992847442627,0.3799999952316284,0.26493705436587334,0,0,0,1.0825377702713013,2,1,1.846207618713379,1,1,branch1,1,0.415536105632782,0.5006688833236694,0.09915763139724731
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,train,209.52,0.0,1.0,110.857,instability_ay_roll,extreme_active,straight,straight,primary,fix_road,fix_road,design_special_event_segment,low,0,1,0,0.37943012,0.014911175,0.25133505,0.44958737,0.37943214,0.25605053,0.3645173,1.0844022,0.11323307454586029,0,0,0,0.07481265068054199,0.07500004768371582,0.03500000387430191,0.11384880542755127,0,0,0,0.7891764044761658,135,1,0.7143637537956238,0,0,0.29707175493240356,0,0,0,0.18083548545837402,0.125,0.1850000023841858,0.040251608937978745,0,0,0,0.8951992392539978,2,1,0.7143637537956238,0,0,0.29707175493240356,0,0,0,0.18083548545837402,0.125,0.1850000023841858,0.040251608937978745,0,0,0,0.8951992392539978,2,1,0.7143637537956238,0,0,0.23046812415122986,0,0,0,0.002026498317718506,0.10500001907348633,0.6349999904632568,0.3990021422505379,1,0,0,0.7163902521133423,1,0,0.7143637537956238,0,0,0.6020039916038513,0,0,0,0.6521044373512268,0.2549999952316284,0.12000000476837158,0.25161396712064743,0,0,0,1.3664681911468506,2,1,0.7143637537956238,0,0,rbf,1,0.18383868038654327,0.11323307454586029,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,train,340.405,-0.0,1.0,116.498,instability_ay_roll,strong_active,straight,straight,secondary,curve2,curve2,design_curve_context,very_low,0,0,1,0.39449507,0.074293435,0.20876485,0.42642912,0.39449817,0.2852979,0.320204,1.0894129,0.2646879553794861,0,0,0,0.29988712072372437,0.08999991416931152,0.014999985694885254,0.049203163012862206,0,0,0,0.990260899066925,117,1,1.2901480197906494,0,0,0.291970431804657,0,0,0,0.2704029083251953,0.33000004291534424,0.029999971389770508,0.3214035630226135,0,0,0,1.019745111465454,2,1,1.2901480197906494,0,0,0.291970431804657,0,0,0,0.2704029083251953,0.33000004291534424,0.029999971389770508,0.3214035630226135,0,0,0,1.019745111465454,2,1,1.2901480197906494,0,0,0.395779013633728,0,0,0,0.1701446771621704,0.43000006675720215,0.19499999284744263,0.12655268609523773,0,0,0,1.4602926969528198,2,1,1.2901480197906494,0,0,0.4520932137966156,0,0,1,0.6878262758255005,0.2049999237060547,0.0700000524520874,0.43374112248420715,0,0,0,0.6023217439651489,2,1,1.2901480197906494,0,0,rbf,1,0.0272824764251709,0.2646879553794861,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,train,384.965,-0.0,1.0,107.906,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,2,1,0,0.392524,0.04660642,0.25201678,0.37690175,0.34592146,0.26156276,0.39251578,1.0850599,0.5069710612297058,0,1,0,0.8399938344955444,0.060000061988830566,0.06499999761581421,0.02164002973586321,0,0,0,1.2845920324325562,118,1,2.1245858669281006,1,1,0.9725736975669861,0,0,1,1.1072889566421509,0.26499998569488525,0.33000004291534424,0.2896216809749603,0,0,0,1.0172969102859497,2,1,2.1245858669281006,1,1,0.7640863060951233,0,0,1,1.2932140231132507,0.004999995231628418,0.1549999713897705,0.05039726197719574,0,1,0,0.8313718438148499,1,0,2.1245858669281006,1,1,0.6183546185493469,0,0,1,1.081966757774353,0.25,0.23000001907348633,0.51450115442276,0,0,0,1.0426191091537476,1,0,2.1245858669281006,1,1,0.9725736975669861,0,0,1,1.1072889566421509,0.26499998569488525,0.33000004291534424,0.2896216809749603,0,0,0,1.0172969102859497,2,1,2.1245858669281006,1,1,rbf,1,0.4656026363372803,0.5069710612297058,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,train,463.33,0.0,1.0,104.764001,instability_ay_roll,strong_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,0,1,0,0.35777256,0.027898073,0.20433691,0.3785831,0.35778052,0.32986632,0.31235313,1.0970443,0.26026254892349243,0,0,0,0.24919432401657104,0.05500006675720215,0.04500000178813934,0.2420598790049553,0,0,0,0.7617006897926331,70,1,1.010895013809204,0,0,0.2638229429721832,0,0,0,0.03957056999206543,0.2200000286102295,0.015000000596046448,0.5104553699493408,1,0,1,0.9713244438171387,2,1,1.010895013809204,0,0,0.2638229429721832,0,0,0,0.03957056999206543,0.2200000286102295,0.015000000596046448,0.5104553699493408,1,0,1,0.9713244438171387,2,1,1.010895013809204,0,0,0.23742316663265228,0,0,0,0.339821457862854,0.32499992847442627,0.030000001192092896,0.22604641318321228,0,0,1,1.350716471672058,2,1,1.010895013809204,0,0,0.4731105864048004,0,0,0,0.5036622881889343,0.014999985694885254,0.07999999821186066,0.6709747612476349,1,0,1,0.5072327256202698,2,1,1.010895013809204,0,0,branch1,1,0.003560394048690796,0.23742316663265228,0.02283938229084015
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,train,137.41,-0.00729802,1.0,113.842998,instability_ay_roll,extreme_active,straight,straight,secondary,curve1,curve1,design_curve_context,medium,0,0,1,0.37732315,0.018072844,0.23654763,0.42393112,0.37732944,0.26341894,0.3592516,1.0869399,0.30812737345695496,0,0,0,0.5094699859619141,0.4049999713897705,1.1400000154972076,0.08866959065198898,0,1,0,0.955559492111206,177,1,1.4650294780731201,0,0,0.3895905911922455,0,0,0,0.318575382232666,0.06999993324279785,0.5800000429153442,0.4082770347595215,0,1,0,1.146454095840454,1,0,1.4650294780731201,0,0,0.3895905911922455,0,0,0,0.318575382232666,0.06999993324279785,0.5800000429153442,0.4082770347595215,0,1,0,1.146454095840454,1,0,1.4650294780731201,0,0,0.44972607493400574,0,0,1,0.7878211140632629,0.2549999952316284,1.225000023841858,0.2534674108028412,0,1,0,0.6772083640098572,1,0,1.4650294780731201,0,0,0.6405686736106873,0,0,0,0.20390868186950684,0.0549999475479126,0.7250000238418579,0.7344930171966553,1,1,0,1.668938159942627,1,0,1.4650294780731201,0,0,rbf,1,0.08146321773529053,0.30812737345695496,0.0
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,train,500.84,0.0,1.0,14.0005,instability_ay_roll,medium_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,1,0,0.3762689,0.049898,0.17488748,0.33698457,0.37627006,0.2973573,0.3263727,1.09387,0.06610926240682602,1,0,0,0.01709703356027603,2.625,0.0,0.018899083137512207,0,0,0,0.12513293325901031,50,1,0.10803589969873428,0,0,0.20380963385105133,1,0,0,0.24730410426855087,1.3799999952316284,0.034999996423721313,0.0061853304505348206,0,0,0,0.35534000396728516,1,0,0.10803589969873428,0,0,0.20380963385105133,1,0,0,0.24730410426855087,1.3799999952316284,0.034999996423721313,0.0061853304505348206,0,0,0,0.35534000396728516,1,0,0.10803589969873428,0,0,0.09697815030813217,0,0,0,0.02471759170293808,2.0850000381469727,0.12000000476837158,0.1836429387331009,1,0,0,0.13275349140167236,0,0,0.10803589969873428,0,0,0.4785669445991516,1,0,0,0.6961906775832176,1.4199999570846558,0.01499999687075615,0.24521508812904358,1,0,0,0.8042265772819519,2,1,0.10803589969873428,0,0,rbf,1,0.1377003714442253,0.06610926240682602,0.0
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,train,703.72,-0.0,1.0,110.794,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,2,0,0,0.41559833,0.080779076,0.25619358,0.44908106,0.33482522,0.24958438,0.41559044,1.0776719,0.32437580823898315,0,0,0,0.35492366552352905,0.009999990463256836,0.23000001907348633,0.11411423236131668,0,0,0,0.8711681962013245,148,1,1.2260918617248535,0,0,0.45425158739089966,0,0,0,0.12383389472961426,0.10000002384185791,0.5900000035762787,0.5979401618242264,0,0,0,1.1022579669952393,2,1,1.2260918617248535,0,0,0.3606392443180084,0,0,0,0.6009272336959839,0.2900000810623169,0.060000061988830566,0.3924131840467453,0,0,0,0.6251646280288696,2,1,1.2260918617248535,0,0,0.4705755114555359,0,0,1,0.6476908922195435,0.6450001001358032,0.34999996423721313,0.009636029601097107,0,0,0,0.5784009695053101,1,0,1.2260918617248535,0,0,0.45425158739089966,0,0,0,0.12383389472961426,0.10000002384185791,0.5900000035762787,0.5979401618242264,0,0,0,1.1022579669952393,2,1,1.2260918617248535,0,0,rbf,1,0.1298757791519165,0.32437580823898315,0.0
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,val,221.27,-0.0,1.0,129.431,instability_ay_roll,strong_active,straight,straight,secondary,fix_road,fix_road,design_special_event_segment,low,2,1,0,0.39040098,0.031571805,0.22103265,0.4093069,0.3588325,0.25077215,0.39039534,1.081842,0.5874730944633484,0,0,0,0.11364716291427612,0.4450000524520874,0.5599999725818634,0.23070228099822998,0,0,0,0.678557813167572,168,1,0.7922049760818481,0,0,0.9049769639968872,0,0,0,0.3253546953201294,0.49000000953674316,0.13500002026557922,0.4155597537755966,1,0,0,1.1175596714019775,2,1,0.7922049760818481,0,0,0.6364300847053528,0,0,0,0.18204742670059204,0.36000001430511475,0.019999980926513672,0.25045640766620636,0,0,0,0.6101575493812561,1,0,0.7922049760818481,0,0,0.3368438482284546,0,0,0,0.35436469316482544,0.034999966621398926,0.2750000059604645,0.0003641843795776367,0,0,0,0.4378402829170227,1,0,0.7922049760818481,0,0,0.9049769639968872,0,0,0,0.3253546953201294,0.49000000953674316,0.13500002026557922,0.4155597537755966,1,0,0,1.1175596714019775,2,1,0.7922049760818481,0,0,branch1,1,0.3175038695335388,0.3368438482284546,0.2506292462348938
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,val,378.84,-5.872e-05,1.0,126.6396,instability_ay_only,extreme_active,straight,straight,secondary,curve2,curve2,design_curve_context,very_low,2,2,1,0.35571623,0.024819374,0.2409248,0.42135778,0.33090732,0.3133734,0.35571933,1.0972581,0.5422168970108032,0,0,0,1.0278031826019287,0.06500005722045898,0.3150000050663948,0.1676521748304367,0,1,0,1.4068892002105713,123,1,0.3790860176086426,0,0,0.2405553013086319,0,0,0,0.2739463448524475,0.4100000858306885,0.3200000077486038,0.5632120072841644,1,1,0,0.6530323624610901,2,1,0.3790860176086426,0,0,0.47218453884124756,0,0,0,0.8219366073608398,0.24500000476837158,0.33000000566244125,0.3580932319164276,1,1,0,1.2010226249694824,2,1,0.3790860176086426,0,0,0.7339828610420227,0,0,0,1.195575475692749,0.12999999523162842,0.3450000062584877,0.04580330848693848,0,1,0,1.5746614933013916,2,1,0.3790860176086426,0,0,0.2405553013086319,0,0,0,0.2739463448524475,0.4100000858306885,0.3200000077486038,0.5632120072841644,1,1,0,0.6530323624610901,2,1,0.3790860176086426,0,0,branch2,0,-0.3016615957021713,0.2405553013086319,0.3016615957021713
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,val,382.075,0.0,1.0,125.8116,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,1,0,0.38154224,0.050000966,0.19557554,0.31705362,0.38154656,0.28691232,0.33154115,1.0918837,0.7403135895729065,0,0,1,1.510209321975708,0.24500000476837158,0.07499998807907104,0.12827670574188232,0,0,0,0.545785665512085,231,1,2.055994987487793,1,1,0.854377269744873,0,0,1,1.6373929381370544,0.2250000238418579,0.49000000953674316,0.051354601979255676,0,0,0,0.4186020493507385,1,0,2.055994987487793,1,1,0.854377269744873,0,0,1,1.6373929381370544,0.2250000238418579,0.49000000953674316,0.051354601979255676,0,0,0,0.4186020493507385,1,0,2.055994987487793,1,1,0.7291309237480164,0,0,1,1.6031170785427094,0.13499999046325684,0.034999966621398926,0.37250709533691406,0,0,0,0.4528779089450836,1,0,2.055994987487793,1,1,0.9863671064376831,0,0,1,1.2716560363769531,0.38999998569488525,0.26999998092651367,0.15540282428264618,0,0,0,0.7843389511108398,2,1,2.055994987487793,1,1,branch1,1,0.11406368017196655,0.7291309237480164,0.011182665824890137
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,val,547.42,0.0,1.0,106.0176,instability_ay_roll,medium_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,low,0,0,1,0.37184936,0.025399536,0.14163111,0.25719237,0.3718536,0.28169432,0.3464521,1.0919887,0.4418979585170746,0,0,0,0.0975615382194519,1.0149999856948853,0.009999997913837433,0.20718731731176376,0,0,0,0.6092914342880249,132,1,0.511729896068573,0,0,0.30899351835250854,0,0,0,0.24405735731124878,0.6149998903274536,0.19500000774860382,0.07520537450909615,0,0,0,0.2676725387573242,2,1,0.511729896068573,0,0,0.30899351835250854,0,0,0,0.24405735731124878,0.6149998903274536,0.19500000774860382,0.07520537450909615,0,0,0,0.2676725387573242,2,1,0.511729896068573,0,0,0.4240099787712097,1,0,1,0.3331255167722702,0.2350001335144043,1.1600000113248825,0.25286614894866943,0,0,0,0.1786043792963028,1,0,0.511729896068573,0,0,0.3719084560871124,0,0,0,0.16012078523635864,0.5749999284744263,0.17499999701976776,0.1453564614057541,0,0,0,0.6718506813049316,2,1,0.511729896068573,0,0,branch0,0,-0.13290444016456604,0.30899351835250854,0.13290444016456604
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,val,560.065,-0.0,1.0,111.5308,instability_ay_roll,strong_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,0,0,1,0.3826878,0.036433756,0.15518188,0.2831442,0.38269287,0.2710562,0.34625092,1.0886606,0.42369791865348816,0,0,0,0.4912812113761902,0.9350000619888306,1.0850000381469727,0.0644940435886383,0,0,0,0.5346278548240662,175,1,1.0259090662002563,0,0,0.4144296944141388,1,0,1,0.7831207066774368,1.830000102519989,1.5649999976158142,0.15881843492388725,0,0,0,0.24278835952281952,1,0,1.0259090662002563,0,0,0.4144296944141388,1,0,1,0.7831207066774368,1.830000102519989,1.5649999976158142,0.15881843492388725,0,0,0,0.24278835952281952,1,0,1.0259090662002563,0,0,0.514799177646637,1,0,1,0.7721355259418488,0.375,0.1499999761581421,0.03098718822002411,0,0,0,0.2537735402584076,0,0,1.0259090662002563,0,0,0.42769578099250793,0,0,0,0.48055118322372437,0.8750001192092896,1.7099999785423279,0.3372642546892166,0,0,1,0.545357882976532,2,1,1.0259090662002563,0,0,branch0,0,-0.009268224239349365,0.4144296944141388,0.009268224239349365
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,val,139.565,0.0,1.0,9.60835,instability_ay_roll,extreme_active,straight,straight,primary,curve1,curve1,design_curve_context,high,0,1,0,0.39681217,0.067135334,0.19919707,0.3344797,0.39681616,0.32966816,0.2735156,1.0871773,0.4512886106967926,1,0,0,0.8222131729125977,1.5799999833106995,1.479999989271164,0.08703533187508583,0,1,1,1.1098432540893555,2,1,0.2876300811767578,0,0,0.6909234523773193,1,0,0,0.6231735348701477,1.2199999690055847,0.5499999821186066,0.6753820776939392,1,1,0,0.9108036160469055,1,0,0.2876300811767578,0,0,0.6909234523773193,1,0,0,0.6231735348701477,1.2199999690055847,0.5499999821186066,0.6753820776939392,1,1,0,0.9108036160469055,1,0,0.2876300811767578,0,0,0.45241427421569824,1,0,0,0.2413049340248108,1.1650000214576721,0.6149999797344208,0.43917423486709595,1,0,0,0.5289350152015686,0,0,0.2876300811767578,0,0,1.009506106376648,1,0,0,1.055323600769043,1.23499995470047,0.41999998688697815,1.006681740283966,1,1,0,1.3429536819458008,1,0,0.2876300811767578,0,0,rbf,1,0.23963484168052673,0.4512886106967926,0.0
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,val,301.13,-0.0,1.0,109.135,instability_ay_roll,strong_active,straight,straight,secondary,fix_road,fix_road,design_special_event_segment,low,0,0,1,0.38066003,0.014754802,0.23534659,0.38239646,0.38066188,0.25343567,0.3659024,1.0834113,0.3669399619102478,0,0,0,0.32857972383499146,0.5950000286102295,0.3799999877810478,0.01107674092054367,0,0,0,0.9012227058410645,193,1,0.572642982006073,0,0,0.23143330216407776,0,0,0,0.009405374526977539,0.5850000381469727,0.04499998688697815,0.12482469156384468,0,0,0,0.5632376074790955,1,0,0.572642982006073,0,0,0.23143330216407776,0,0,0,0.009405374526977539,0.5850000381469727,0.04499998688697815,0.12482469156384468,0,0,0,0.5632376074790955,1,0,0.572642982006073,0,0,0.2799399793148041,0,0,0,0.0936359167098999,0.2549999952316284,0.12999999523162842,0.2782781422138214,0,0,0,0.6662788987159729,1,0,0.572642982006073,0,0,0.4463382363319397,0,0,0,0.36121171712875366,0.7900000810623169,0.26999999582767487,0.342530220746994,1,0,0,0.9338546991348267,2,1,0.572642982006073,0,0,branch0,0,-0.13550665974617004,0.23143330216407776,0.13550665974617004
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,val,441.855,-0.0,1.0,29.9356,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,1,0,0,0.38762248,0.022999346,0.116440214,0.24282433,0.36463037,0.38760936,0.24776031,1.080923,0.2627967894077301,1,0,0,0.735912561416626,1.8699999749660492,2.9450000002980232,0.03834551200270653,1,0,0,0.7448124885559082,52,1,0.008899927139282227,0,0,0.1782834529876709,0,0,0,0.29566240310668945,1.344999998807907,2.9700000006705523,0.24154861271381378,1,0,1,0.3045623302459717,0,0,0.008899927139282227,0,0,0.16685499250888824,1,0,0,0.3502176105976105,2.705000013113022,2.9249999970197678,0.3605075180530548,1,0,0,0.3591175377368927,1,0,0.008899927139282227,0,0,0.1782834529876709,0,0,0,0.29566240310668945,1.344999998807907,2.9700000006705523,0.24154861271381378,1,0,1,0.3045623302459717,0,0,0.008899927139282227,0,0,0.276902437210083,1,0,0,0.4953147768974304,2.705000013113022,2.814999997615814,0.5056046843528748,1,0,0,0.5042147040367126,1,0,0.008899927139282227,0,0,branch0,0,-0.0845133364200592,0.16685499250888824,0.09594179689884186
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,val,633.83,0.0,1.0,102.33,instability_ay_roll,extreme_active,curve,curve,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,2,2,1,0.3823676,0.009024739,0.13066888,0.2711386,0.37334752,0.24428385,0.3823687,1.0797365,0.11072444170713425,0,0,0,0.10782799124717712,1.5950000882148743,0.12000000476837158,0.03616556525230408,0,0,0,0.3177909851074219,155,1,0.20996299386024475,0,0,0.16029497981071472,0,0,0,0.17316731810569763,0.32499998807907104,0.034999996423721313,0.2672530859708786,1,0,0,0.3831303119659424,1,0,0.20996299386024475,0,0,0.23974420130252838,0,0,0,0.21159565448760986,0.5050000548362732,0.06000000238418579,0.07599470019340515,0,1,0,0.4215586483478546,1,0,0.20996299386024475,0,0,0.3467971384525299,0,0,0,0.43437454104423523,1.2700000405311584,0.16499999165534973,0.06637459993362427,0,0,0,0.64433753490448,1,0,0.20996299386024475,0,0,0.16029497981071472,0,0,0,0.17316731810569763,0.32499998807907104,0.034999996423721313,0.2672530859708786,1,0,0,0.3831303119659424,1,0,0.20996299386024475,0,0,rbf,1,0.049570538103580475,0.11072444170713425,0.0
