oracle_best_index,oracle_best_model,oracle_sample_rmse,rbf_kernel_ridge_context_no_subject__sample_rmse,proto_combo_full__sample_rmse,proto_direction_amp__sample_rmse,proto_peak_tail__sample_rmse,proto_tail_correction__sample_rmse,proto_correction__sample_rmse,proto_amplitude__sample_rmse,sample_id,split
0,rbf_kernel_ridge_context_no_subject,0.5598909,0.5598909,0.64983475,0.5604867,0.7346302,0.6801174,0.6875922,0.76238805,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,val
1,proto_combo_full,0.14899716,0.26253211,0.14899716,0.18960305,0.3232433,0.3233129,0.24513559,0.30756268,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,val
2,proto_direction_amp,0.29416135,0.44535494,0.530389,0.29416135,1.1686908,1.1423193,1.1362025,1.1876042,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.50001085,0.50001085,0.5532092,0.67172676,0.89135563,0.9151414,0.9177556,0.8889673,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22283338,0.22283338,0.5394221,0.49457836,1.21478,1.242775,1.249416,1.1659776,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.4411561,0.4411561,0.49269038,0.71303535,0.7775968,0.81302065,0.8053478,0.8223867,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,train
1,proto_combo_full,0.44411233,0.71415323,0.44411233,0.5759189,0.8471078,0.81863964,0.81192786,0.745925,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,train
4,proto_tail_correction,0.15228592,0.15488547,0.2219528,0.18781137,0.22973952,0.15228592,0.20135939,0.1737013,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,train
6,proto_amplitude,0.12095132,0.14939241,0.306488,0.3511851,0.1598775,0.21360588,0.20492087,0.12095132,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,val
4,proto_tail_correction,0.4267127,0.678246,0.8152761,0.7018814,0.42749628,0.4267127,0.42780516,0.44117174,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.7106443,0.7106443,1.1620414,1.1620414,0.9282269,0.9277632,0.9267671,0.94529516,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,val
1,proto_combo_full,0.4777743,0.6372591,0.4777743,0.49045956,0.68741083,0.7397194,0.7326817,0.66075563,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.20428672,0.20428672,0.44726387,0.3824069,0.6314777,0.6087196,0.602856,0.63631475,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22349209,0.22349209,0.29466066,0.46013403,0.7206019,0.69348806,0.686777,0.6226629,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,train
4,proto_tail_correction,0.43956983,0.44629076,0.8450321,0.76036125,0.43979096,0.43956983,0.4439503,0.4733796,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,test
6,proto_amplitude,0.7513458,0.9599703,1.213565,0.93310726,0.81256753,0.78904945,0.78539354,0.7513458,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,test
6,proto_amplitude,0.7099548,1.1559497,1.1865445,0.9352939,0.80692965,0.78154147,0.775041,0.7099548,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,test
5,proto_correction,0.38317826,0.75735724,0.93170387,0.8325018,0.39553326,0.38340557,0.38317826,0.42749852,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,test
0,rbf_kernel_ridge_context_no_subject,0.25710073,0.25710073,0.39890602,0.5062211,0.6591128,0.6115719,0.6191072,0.6031751,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.45505315,0.45505315,0.7075772,0.7526261,0.77912784,0.8014238,0.8034527,0.79144925,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.003350717,0.003350717,0.18298404,0.2091365,0.013029197,0.011685141,0.16806465,0.029827138,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460__pre3_label3_response_coverage,train
6,proto_amplitude,0.0717776,0.10771379,0.21869594,0.15601805,0.104060166,0.14218143,0.13488397,0.0717776,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,train
1,proto_combo_full,0.50125474,0.61605024,0.50125474,0.60142416,0.9817146,1.0077645,1.0044389,1.007891,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,train
1,proto_combo_full,0.29422426,0.3210606,0.29422426,0.32698196,0.6478049,0.665454,0.6689869,0.6186063,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945__pre3_label3_response_coverage,train
1,proto_combo_full,0.1874359,0.20735788,0.1874359,0.19372064,0.75522095,0.7298265,0.7245491,0.7743386,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,train
1,proto_combo_full,0.14192191,0.1434397,0.14192191,0.20728202,0.1949287,0.18904425,0.17866307,0.20631896,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.032116424,0.032116424,0.14706805,0.12212289,0.22484289,0.1369003,0.17121178,0.20039435,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,train
3,proto_peak_tail,0.2911049,0.32019404,0.42292434,0.32620436,0.2911049,0.31494626,0.32316834,0.29419333,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,test
5,proto_correction,0.12855919,0.2593437,0.71392465,0.63655573,0.15981916,0.13733034,0.12855919,0.15616979,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230__pre3_label3_response_coverage,val
3,proto_peak_tail,0.5749925,1.0621147,0.80421233,0.81496435,0.5749925,0.5819581,0.5801419,0.5891607,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.15392447,0.15392447,0.31594187,0.23733848,0.33077464,0.34193614,0.34492713,0.3884914,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,train
1,proto_combo_full,0.12926663,0.14759816,0.12926663,0.17925447,0.25394297,0.20617907,0.2133547,0.29066837,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.21700203,0.21700203,0.34416476,0.21928672,0.47978103,0.4999635,0.5066744,0.46135917,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,train
5,proto_correction,0.06089334,0.24135831,0.16239937,0.15018909,0.08868096,0.064795345,0.06089334,0.090077214,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085__pre3_label3_response_coverage,test
