oracle_best_index,oracle_best_model,oracle_sample_rmse,rbf_kernel_ridge_context_no_subject__sample_rmse,keypoint_residual_vehicle_transformer_no_subject__sample_rmse,topk_vehicle_transformer_branch0_no_subject__sample_rmse,topk_vehicle_transformer_branch1_no_subject__sample_rmse,topk_vehicle_transformer_branch2_no_subject__sample_rmse,proto_combo_full__sample_rmse,proto_direction_amp__sample_rmse,proto_peak_tail__sample_rmse,proto_tail_correction__sample_rmse,proto_correction__sample_rmse,proto_amplitude__sample_rmse,sample_id,split
0,rbf_kernel_ridge_context_no_subject,0.047791928,0.047791928,0.56367224,0.33030868,0.39619145,0.2891359,0.39263842,0.4420902,0.3894402,0.3897961,0.39438048,0.4056603,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.21465318,0.21465318,0.39876294,0.38577637,0.3669228,0.48912397,0.2296628,0.38356343,0.66810423,0.62280667,0.62845814,0.59197783,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.6089252,0.6089252,0.88461846,0.70329255,0.85298854,0.74627113,0.86033213,0.86033213,1.4036572,1.4191407,1.4234377,1.4954854,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre3_label3_response_coverage,train
10,proto_amplitude,0.04310044,0.21372683,0.2666831,0.121064655,0.10730049,0.28523254,0.18997195,0.2588284,0.047834557,0.048264198,0.08043521,0.04310044,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.39752486,0.39752486,0.5331672,0.4535805,0.54701966,0.44171757,0.5455136,0.43595794,0.5292539,0.5607467,0.55875075,0.60601217,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.033928223,0.033928223,0.17839956,0.16701375,0.14534196,0.24938427,0.08320762,0.18735464,0.1843897,0.18419844,0.13068229,0.18617539,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.13457173,0.22890048,0.18666226,0.13457173,0.2792244,0.3191365,0.3003174,0.24103944,0.60153806,0.5565607,0.56153774,0.5162524,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.27554795,0.27554795,0.44505927,0.34958425,0.57710505,0.31103474,0.40519485,0.33640617,0.8423207,0.79427147,0.7998387,0.7514372,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,val
5,proto_combo_full,0.20444883,0.33360738,0.38381267,0.41758376,0.5473527,0.43723658,0.20444883,0.41756362,0.6459976,0.69045246,0.68374777,0.72122806,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.14581971,0.14581971,0.44667435,0.4073726,0.6880046,0.41082433,0.2968373,0.38622338,0.5977017,0.6226616,0.6273065,0.5941126,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.2114494,0.531719,0.5633432,0.5145061,0.2114494,0.76791906,0.7108109,0.57233936,0.42543945,0.43091652,0.4357841,0.42713985,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.18206838,0.18206838,0.3085841,0.26753905,0.50155777,0.3336165,0.32182345,0.24424009,0.6908326,0.64112335,0.6486728,0.6743248,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.14064445,0.14064445,0.6295878,0.45567444,0.29913357,0.6832672,0.49687752,0.49687752,1.1331028,1.1078181,1.1033325,0.9313906,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.14217316,0.14217316,0.24261202,0.3183513,0.4268744,0.3509108,0.25997397,0.15507725,0.762788,0.7341708,0.7270467,0.77150255,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,train
7,proto_peak_tail,0.06624431,0.23100938,0.49588403,0.1648502,0.34599563,0.24842471,0.0724588,0.16727379,0.06624431,0.2685488,0.24466062,0.109628074,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.05706732,0.05706732,0.11132165,0.17266476,0.41533455,0.23268187,0.26370838,0.15334798,0.32740372,0.28289086,0.28649828,0.3389705,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.08682431,0.08682431,0.2794485,0.30242193,0.58998716,0.17251149,0.5428958,0.39308006,0.97197527,0.94352907,0.93589187,1.0200245,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.14879361,0.14879361,0.3149554,0.2516185,0.3919736,0.26928556,0.3270126,0.26260495,0.442582,0.49464098,0.4876243,0.4209017,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.2414779,0.2414779,0.5760501,0.3456305,0.54168373,0.29154083,0.3596272,0.44846535,0.5632811,0.5974583,0.59046304,0.5246782,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.13021079,0.2174939,0.22040161,0.2864398,0.40405482,0.13021079,0.26591718,0.20613794,0.29126397,0.28783607,0.2852338,0.31096345,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.18145277,0.18145277,0.566937,0.2581351,0.47917354,0.3798925,0.22314042,0.2934221,0.67142594,0.707795,0.8479516,0.66294533,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.12935872,0.12935872,0.655164,0.55745,0.29269373,0.78389454,0.5056793,0.68693304,0.7630081,0.72571516,0.7333405,0.7246332,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.34997496,0.34997496,1.0012801,0.48655197,0.7311282,0.51475143,0.7787604,0.7787604,1.1726191,1.2010484,1.2081333,1.3171542,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.36538327,0.36538327,0.5566143,0.5281,0.5455668,0.5957608,0.57917476,0.5323397,0.6101338,0.62036574,0.6217311,0.6457229,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,train
5,proto_combo_full,0.27431676,0.68121046,0.8235719,0.53649104,0.3697722,0.8420433,0.27431676,0.5932004,1.2517186,1.2279584,1.2239155,1.3046712,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.31501392,0.31501392,0.6755963,0.5324444,0.41499332,0.7836654,0.4154912,0.53642994,1.0701207,1.0532598,1.0503219,1.1062807,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,train
5,proto_combo_full,0.054975178,0.09043516,0.27203357,0.1823264,0.14493835,0.3670614,0.054975178,0.11871229,0.1396401,0.13136226,0.096689425,0.16222538,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.19664621,0.19664621,0.4043665,0.44213563,0.36117318,0.6072474,0.29876348,0.4490148,0.85540843,0.8301524,0.82512605,0.8661197,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.028954228,0.028954228,0.31597725,0.090638354,0.20678693,0.25934872,0.09503977,0.13155408,0.10022839,0.09917278,0.05555372,0.11239979,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,train
5,proto_combo_full,0.14727789,0.1756351,0.283859,0.29798704,0.53708696,0.20952454,0.14727789,0.426368,0.5458931,0.5739413,0.57982516,0.6433179,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.3429091,0.3429091,0.52452546,0.43564227,0.640068,0.38915312,0.4641541,0.5353187,0.78613067,0.80171496,0.8037588,0.7626781,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,train
5,proto_combo_full,0.10382438,0.118713886,0.4021924,0.21759778,0.44937104,0.13066624,0.10382438,0.15574457,0.25825217,0.2993625,0.29246604,0.22140306,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,train
5,proto_combo_full,0.20492436,0.3796986,0.37455863,0.3122467,0.53623796,0.2378921,0.20492436,0.28889546,0.44979686,0.49253199,0.4858944,0.41808683,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.5006689,0.5998266,1.06063,0.7005568,0.5006689,1.0153626,1.2552177,1.2552177,0.88018316,0.87319595,0.8764611,0.950833,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.113233075,0.113233075,0.30188394,0.29707178,0.23046812,0.602004,0.5161691,0.38865736,0.35575163,0.36840773,0.37166423,0.33395863,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,train
5,proto_combo_full,0.12643531,0.26468796,0.26539016,0.29197043,0.395779,0.4520932,0.12643531,0.3032594,0.7026718,0.7549634,0.74716973,0.7873644,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.50697106,0.50697106,0.91468734,0.7640863,0.6183546,0.9725737,0.5795912,0.8319082,0.9729415,0.958526,0.96272784,0.83777565,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.23742323,0.26026255,0.29194087,0.26382294,0.23742323,0.4731106,0.5008343,0.47340357,0.64040333,0.68777424,0.68231213,0.6273041,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.30812737,0.30812737,0.565486,0.38959062,0.44972607,0.6405687,0.33585754,0.4271616,0.632793,0.65503573,0.658937,0.62739515,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,train
10,proto_amplitude,0.065353416,0.06610926,0.24610756,0.20380963,0.09697815,0.47856694,0.18396369,0.2353885,0.10081625,0.092876315,0.12821394,0.065353416,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.3243758,0.3243758,0.34707785,0.36063924,0.4705755,0.4542516,0.43970114,0.3854494,0.52135694,0.53728145,0.54161334,0.50755763,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.33684385,0.5874731,0.6220899,0.6364301,0.33684385,0.9049769,0.8463087,0.71573865,0.4059945,0.3965794,0.39852613,0.4102652,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,val
4,topk_vehicle_transformer_branch2_no_subject,0.24055532,0.5422169,0.47546196,0.47218454,0.73398286,0.24055532,1.1970884,1.1970884,0.26779187,0.32304245,0.31455943,0.41798675,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,val
3,topk_vehicle_transformer_branch1_no_subject,0.7291309,0.7403136,0.88443923,0.85437727,0.7291309,0.9863671,0.8108707,0.8593059,0.8739761,0.9237998,0.8717764,0.9006369,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,val
2,topk_vehicle_transformer_branch0_no_subject,0.30899352,0.44189796,0.35101643,0.30899352,0.42400998,0.37190846,0.4805824,0.40011838,0.3946782,0.39256296,0.38857123,0.3564023,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,val
10,proto_amplitude,0.4058297,0.42369792,0.43042818,0.4144297,0.5147992,0.42769578,0.4201086,0.40824854,0.4123541,0.41252986,0.41311327,0.4058297,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,val
9,proto_correction,0.22599703,0.4512886,0.3391292,0.6909234,0.45241424,1.0095061,0.7654265,0.6971449,0.255092,0.23448467,0.22599703,0.24523523,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,val
7,proto_peak_tail,0.22409882,0.36693996,0.40002158,0.2314333,0.27993998,0.44633824,0.5117581,0.4020518,0.22409882,0.24817619,0.2548523,0.23724282,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,val
10,proto_amplitude,0.0351679,0.2627968,0.1477381,0.16685499,0.17828345,0.27690244,0.19160277,0.2076774,0.063932784,0.08520945,0.076643296,0.0351679,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,val
10,proto_amplitude,0.09364897,0.11072444,0.21940453,0.2397442,0.34679714,0.16029498,0.1699327,0.19104417,0.11942927,0.1111486,0.1553891,0.09364897,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,val
3,topk_vehicle_transformer_branch1_no_subject,0.8079832,1.2142825,0.82593787,0.9474002,0.8079832,1.1923373,1.1085417,1.1367762,1.3314127,1.3807304,1.3744752,1.3083124,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.14735155,0.14735155,0.17564254,0.19584535,0.45841536,0.20188285,0.38286626,0.24052937,0.6820199,0.6583801,0.6517079,0.69405144,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.18414193,0.18414193,0.58888113,0.45287085,0.6125615,0.26783943,0.40573698,0.37955847,0.2463008,0.2251529,0.22342925,0.2319826,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,val
5,proto_combo_full,0.30758294,0.40152502,0.460285,0.45125532,0.50373596,0.50656193,0.30758294,0.41150135,0.6162735,0.57599247,0.58072734,0.5445,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.56126094,0.56126094,0.6446858,0.70229244,0.66792554,0.8813926,0.8864981,0.8864981,1.0716977,1.1101316,1.1049246,1.0982502,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,val
5,proto_combo_full,0.06254478,0.2079864,0.4335693,0.14032374,0.22349691,0.31966072,0.06254478,0.13766065,0.11403282,0.12124454,0.18447414,0.11158006,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.108609766,0.33002272,0.39160782,0.108609766,0.34254354,0.35640943,0.1545092,0.17312442,0.30387047,0.25724086,0.26440856,0.33977544,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.14205766,0.14205766,0.48262534,0.30787924,0.44810542,0.17493671,0.3199913,0.23663825,0.36273673,0.3587696,0.33115435,0.374301,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,train
1,keypoint_residual_vehicle_transformer_no_subject,0.18321088,0.19938017,0.18321088,0.23961335,0.20771554,0.25241846,0.36107135,0.37164703,0.19240017,0.192855,0.32822168,0.21790813,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,train
1,keypoint_residual_vehicle_transformer_no_subject,0.18950704,0.26467696,0.18950704,0.25047022,0.2368054,0.43077055,0.4257336,0.42505637,0.6234895,0.6781298,0.67132676,0.6020925,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.5992784,0.63011795,0.85746175,0.7535409,0.5992784,0.92115515,0.7282932,0.9208918,0.9920173,0.97502923,0.9788934,0.9614087,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,train
5,proto_combo_full,0.07673302,0.11591852,0.54803836,0.12908733,0.30668294,0.1756867,0.07673302,0.14484629,0.25727618,0.19164118,0.30050218,0.22152503,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.62807506,0.62807506,1.2580651,0.6392701,0.6829399,0.8962283,1.4600805,1.3280543,1.1395282,1.1327565,1.1365206,1.1524227,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.42707095,0.44675022,0.5820117,0.5617657,0.42707095,0.80219,0.7823363,0.7461571,0.7710758,0.778743,0.7822624,0.8065954,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22875127,0.22875127,0.5135017,0.37409824,0.6113324,0.35860172,0.5814607,0.28920862,0.86036444,0.8349811,0.82926136,0.8751708,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,train
5,proto_combo_full,0.23878476,0.47813645,0.8865983,0.42521006,0.3938841,0.6811074,0.23878476,0.23878476,1.4738142,1.4499888,1.4455693,1.3011603,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.018820059,0.018820059,0.13506003,0.17838463,0.0930608,0.39439535,0.12936449,0.13896771,0.14898752,0.14978194,0.10415081,0.14421314,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.0929539,0.30406046,0.20682316,0.29237488,0.0929539,0.5824652,0.3868706,0.27678058,0.3952213,0.4123479,0.4184492,0.37672812,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.28456634,0.28456634,0.41102678,0.41231957,0.55939585,0.48756877,0.811002,0.47291383,1.0099598,0.98642534,0.97926986,1.0121901,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.5248626,0.6157488,1.2191559,0.7177246,0.5248626,1.0232112,1.4734657,1.6727126,1.2942132,1.3124822,1.3124309,1.0836049,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,train
5,proto_combo_full,0.56903356,0.6746936,0.7908967,0.6731458,0.9369657,0.5697331,0.56903356,0.6691907,1.2568426,1.276762,1.2800568,1.2145631,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,test
10,proto_amplitude,0.25661877,0.5553957,0.5541888,0.6922666,0.7565226,0.85361177,0.5944663,0.6101429,0.3204103,0.34213027,0.34478304,0.25661877,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,test
4,topk_vehicle_transformer_branch2_no_subject,0.33350798,0.41912505,0.42091104,0.5057958,0.84018445,0.33350798,0.39559224,0.4239728,0.8700097,0.8878833,0.89228827,0.8500036,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,train
10,proto_amplitude,0.038872257,0.05987215,0.13150142,0.222882,0.052247867,0.5030997,0.13855004,0.20446007,0.047535967,0.0902238,0.0712253,0.038872257,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.19896977,0.30459917,0.8321895,0.44014633,0.74036914,0.19896977,0.40285924,0.42885515,0.8944807,0.921837,0.92919624,0.8868178,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.4288058,0.81742907,1.0011803,0.6912411,0.4288058,1.020242,0.56717736,0.56717736,1.560232,1.534393,1.5295476,1.3617089,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.1317724,0.1317724,0.3032279,0.35949525,0.62439716,0.16052099,0.19895625,0.24688299,0.5813202,0.60323334,0.606683,0.5571148,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.41020623,0.509305,0.7712507,0.67375934,0.9824995,0.41020623,0.4621761,0.53159446,1.1600981,1.1846334,1.1888994,1.110157,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,train
5,proto_combo_full,0.2559873,0.29848,0.38386333,0.37089252,0.31585076,0.5097175,0.2559873,0.3219339,0.9217765,0.8940194,0.88753086,0.9318283,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.25207072,0.25207072,0.4258434,0.36956155,0.60033804,0.3289531,0.2796373,0.38996124,0.631213,0.65523845,0.65886116,0.6222419,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,train
5,proto_combo_full,0.18020582,0.30914313,0.4319509,0.38465762,0.35642427,0.48019665,0.18020582,0.32333213,0.66856664,0.6443289,0.63983786,0.6832049,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.17276572,0.17276572,0.36075956,0.42056212,0.7167202,0.1974364,0.18633212,0.30986318,0.7302819,0.75554794,0.7602805,0.71312654,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.17096439,0.17096439,0.19578274,0.22678564,0.54073936,0.1969531,0.3461826,0.21436556,0.7155711,0.43972272,0.46745306,0.7232548,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.22455814,0.33588487,0.5181309,0.42818964,0.7076417,0.22455814,0.6532242,0.6532242,1.0402746,1.0657787,1.07109,1.2500217,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.2592131,0.3100605,0.4265809,0.43272972,0.2592131,0.61388886,0.5992971,0.5097915,0.589018,0.6337577,0.63019395,0.59809965,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.28660408,0.44306853,0.5148452,0.4558873,0.70160073,0.28660408,0.32244495,0.45458937,0.810464,0.83499646,0.83878773,0.7953224,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,train
5,proto_combo_full,0.15160224,0.16187622,0.25778496,0.33592588,0.5026038,0.20602535,0.15160224,0.18675749,0.66073257,0.68814564,0.6937089,0.645988,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.46589583,0.46589583,0.62302196,0.7145589,0.576428,0.8010547,0.7769178,0.6657094,0.60078216,0.61211544,0.6125735,0.6273145,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,test
0,rbf_kernel_ridge_context_no_subject,0.2068373,0.2068373,0.4322968,0.59321845,0.53721166,0.7515938,0.4082895,0.5097362,1.0188432,1.0674253,1.061266,1.1080227,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,test
6,proto_direction_amp,0.15955444,0.28952235,0.25935602,0.27330127,0.4145315,0.2560333,0.16956449,0.15955444,0.30128127,0.33952442,0.3324256,0.26482368,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,test
0,rbf_kernel_ridge_context_no_subject,0.17663409,0.17663409,0.7376821,0.18081227,0.3901031,0.45704433,0.42033848,0.2986612,0.81104916,0.83944076,0.84720755,0.7661168,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.019453513,0.019453513,0.24073146,0.086537026,0.14397159,0.14116322,0.095180795,0.118109874,0.2491935,0.24944992,0.11032468,0.23257026,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.29548034,0.4343881,0.48501742,0.5023139,0.7502622,0.29548034,0.33934522,0.4015119,1.0081807,1.028787,1.0330651,0.98154855,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.52411544,0.52411544,0.9290379,0.8596218,0.7124694,1.0430979,0.7270625,0.7270625,1.2253703,1.2054207,1.202349,1.0318006,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.046395674,0.046395674,0.28419176,0.37312153,0.44779855,0.40358695,0.3520392,0.43141708,0.4683185,0.49948654,0.48807752,0.509296,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.17421131,0.20635219,0.33783853,0.17421131,0.34466872,0.31813124,0.45204812,0.34661752,0.8484627,0.8243695,0.8186551,0.8612104,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.17593822,0.17593822,0.5128243,0.48182538,0.32510498,0.68000793,0.3288184,0.49572614,0.98615885,0.960279,0.9551061,0.99686635,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.20470564,0.2255061,0.27016473,0.20470564,0.3091661,0.3419447,0.29866925,0.2560195,0.8162501,0.79140997,0.7851847,0.82835555,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.04514218,0.04514218,0.17042443,0.117637955,0.15570232,0.20706306,0.066003926,0.08345727,0.14174737,0.14197348,0.055689942,0.12029182,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,train
