split,sample_id,oracle_winner_model,oracle_sample_rmse,pool_name,rbf_sample_rmse,wrong_side,is_large_response,severe_amp_under,tail_drift_risk,oracle_gain_vs_rbf
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,0.4960588812828064,oracle_broad_vehicle_pool,0.5194991827011108,0,1,0,0,0.023440301418304443
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,0.2477269768714904,oracle_broad_vehicle_pool,0.2645749747753143,0,1,0,0,0.01684799790382388
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,1.057244896888733,oracle_broad_vehicle_pool,1.0713049173355105,0,1,1,0,0.014060020446777566
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,ridge_rich_context_no_subject,0.2760225236415863,oracle_broad_vehicle_pool,0.2888490557670593,0,0,0,0,0.012826532125473022
test,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.151004672050476,oracle_broad_vehicle_pool,0.151004672050476,1,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2790119349956512,oracle_broad_vehicle_pool,0.2790119349956512,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2360097914934158,oracle_broad_vehicle_pool,0.2360097914934158,0,0,0,0,0.0
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.465895801782608,oracle_broad_vehicle_pool,0.465895801782608,1,0,0,0,0.0
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2068372964859008,oracle_broad_vehicle_pool,0.2068372964859008,0,1,0,0,0.0
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.775661826133728,oracle_rbf_plus_keypoint,1.1559497117996216,1,0,0,0,0.38028788566589355
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.379641979932785,oracle_rbf_plus_keypoint,0.7573572397232056,0,0,0,0,0.3777152597904206
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.1759395897388458,oracle_rbf_plus_keypoint,0.3666880428791046,0,0,0,0,0.19074845314025882
test,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.8386187553405762,oracle_rbf_plus_keypoint,0.9934884309768676,0,1,1,0,0.1548696756362914
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.4863907992839813,oracle_rbf_plus_keypoint,0.6396094560623169,0,0,0,0,0.15321865677833557
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.2251154631376266,oracle_rbf_plus_keypoint,0.3777364194393158,0,0,0,0,0.1526209563016892
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.3630664050579071,oracle_rbf_plus_keypoint,0.5139289498329163,1,0,0,0,0.15086254477500916
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.3724461495876312,oracle_rbf_plus_keypoint,0.510627806186676,0,0,0,0,0.1381816565990448
test,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.2548958957195282,oracle_rbf_plus_keypoint,0.3514051735401153,0,0,0,0,0.0965092778205871
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.5853204131126404,oracle_rbf_plus_keypoint,0.6575250029563904,1,0,1,0,0.07220458984375
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.108291283249855,oracle_rbf_plus_keypoint,0.1723215728998184,1,0,0,1,0.06403028964996339
test,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.2720176875591278,oracle_rbf_plus_keypoint,0.3201940357685089,0,0,0,0,0.048176348209381104
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.2593529522418976,oracle_rbf_plus_keypoint,0.2895223498344421,0,0,0,0,0.0301693975925445
test,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.2174941450357437,oracle_rbf_plus_keypoint,0.2432198077440261,0,0,0,0,0.025725662708282387
test,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.401835024356842,oracle_rbf_plus_keypoint,0.4272091090679168,0,0,1,0,0.02537408471107483
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.9347946643829346,oracle_rbf_plus_keypoint,0.9599702954292296,1,0,0,0,0.025175631046295055
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.5541832447052002,oracle_rbf_plus_keypoint,0.5553957223892212,0,0,0,0,0.001212477684020996
test,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.4370953738689422,oracle_rbf_plus_keypoint,0.4370953738689422,0,0,0,0,0.0
test,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.151004672050476,oracle_rbf_plus_keypoint,0.151004672050476,1,0,0,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.5194991827011108,oracle_rbf_plus_keypoint,0.5194991827011108,0,1,0,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2888490557670593,oracle_rbf_plus_keypoint,0.2888490557670593,0,0,0,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3693457245826721,oracle_rbf_plus_keypoint,0.3693457245826721,0,0,0,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.4786141812801361,oracle_rbf_plus_keypoint,0.4786141812801361,0,0,0,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,1.0713049173355105,oracle_rbf_plus_keypoint,1.0713049173355105,0,1,1,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2965598702430725,oracle_rbf_plus_keypoint,0.2965598702430725,0,0,0,1,0.0
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.323049783706665,oracle_rbf_plus_keypoint,0.323049783706665,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.6568683981895447,oracle_rbf_plus_keypoint,0.6568683981895447,1,0,1,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.357629120349884,oracle_rbf_plus_keypoint,0.357629120349884,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.6606977581977844,oracle_rbf_plus_keypoint,0.6606977581977844,0,1,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2645749747753143,oracle_rbf_plus_keypoint,0.2645749747753143,0,1,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2790119349956512,oracle_rbf_plus_keypoint,0.2790119349956512,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.5038022994995117,oracle_rbf_plus_keypoint,0.5038022994995117,0,1,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2360097914934158,oracle_rbf_plus_keypoint,0.2360097914934158,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.4599531888961792,oracle_rbf_plus_keypoint,0.4599531888961792,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3613468110561371,oracle_rbf_plus_keypoint,0.3613468110561371,0,0,0,0,0.0
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.6746935844421387,oracle_rbf_plus_keypoint,0.6746935844421387,0,1,0,0,0.0
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.465895801782608,oracle_rbf_plus_keypoint,0.465895801782608,1,0,0,0,0.0
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2068372964859008,oracle_rbf_plus_keypoint,0.2068372964859008,0,1,0,0,0.0
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.4462907612323761,oracle_rbf_plus_keypoint,0.4462907612323761,1,0,0,0,0.0
test,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2413583099842071,oracle_rbf_plus_keypoint,0.2413583099842071,0,0,0,0,0.0
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.3981796205043793,oracle_rbf_plus_topk3,0.9599702954292296,1,0,0,0,0.5617906749248504
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.6041995286941528,oracle_rbf_plus_topk3,1.1559497117996216,1,0,0,0,0.5517501831054688
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.2057723551988601,oracle_rbf_plus_topk3,0.7573572397232056,0,0,0,0,0.5515848845243454
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.4022319912910461,oracle_rbf_plus_topk3,0.6575250029563904,1,0,1,0,0.2552930116653443
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.4244577288627624,oracle_rbf_plus_topk3,0.6396094560623169,0,0,0,0,0.2151517271995545
test,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.7972734570503235,oracle_rbf_plus_topk3,0.9934884309768676,0,1,1,0,0.19621497392654408
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.3229677677154541,oracle_rbf_plus_topk3,0.510627806186676,0,0,0,0,0.18766003847122192
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.1798053234815597,oracle_rbf_plus_topk3,0.3666880428791046,0,0,0,0,0.18688271939754492
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,0.3337111175060272,oracle_rbf_plus_topk3,0.5038022994995117,0,1,0,0,0.1700911819934845
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,0.4905034303665161,oracle_rbf_plus_topk3,0.6568683981895447,1,0,1,0,0.16636496782302856
test,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.1563608646392822,oracle_rbf_plus_topk3,0.3201940357685089,0,0,0,0,0.1638331711292267
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.3512720167636871,oracle_rbf_plus_topk3,0.5139289498329163,1,0,0,0,0.16265693306922918
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,0.5697490572929382,oracle_rbf_plus_topk3,0.6746935844421387,0,1,0,0,0.10494452714920044
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.348395973443985,oracle_rbf_plus_topk3,0.4462907612323761,1,0,0,0,0.09789478778839111
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,0.2107248604297638,oracle_rbf_plus_topk3,0.2965598702430725,0,0,0,1,0.08583500981330872
test,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.3452886044979095,oracle_rbf_plus_topk3,0.4272091090679168,0,0,1,0,0.08192050457000732
test,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.3592841625213623,oracle_rbf_plus_topk3,0.4370953738689422,0,0,0,0,0.0778112113475799
test,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.177450492978096,oracle_rbf_plus_topk3,0.2432198077440261,0,0,0,0,0.06576931476593009
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.117301732301712,oracle_rbf_plus_topk3,0.1723215728998184,1,0,0,1,0.0550198405981064
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,0.3152351677417755,oracle_rbf_plus_topk3,0.357629120349884,0,0,0,0,0.042393952608108465
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,0.2560630440711975,oracle_rbf_plus_topk3,0.2895223498344421,0,0,0,0,0.03345930576324457
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,topk_vehicle_transformer_branch1_no_subject,0.6342898011207581,oracle_rbf_plus_topk3,0.6606977581977844,0,1,0,0,0.026407957077026367
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.5047183036804199,oracle_rbf_plus_topk3,0.5194991827011108,0,1,0,0,0.014780879020690918
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,topk_vehicle_transformer_branch2_no_subject,1.057244896888733,oracle_rbf_plus_topk3,1.0713049173355105,0,1,1,0,0.014060020446777566
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre3_label3_response_coverage,topk_vehicle_transformer_branch0_no_subject,0.3591789305210113,oracle_rbf_plus_topk3,0.3693457245826721,0,0,0,0,0.010166794061660822
test,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.151004672050476,oracle_rbf_plus_topk3,0.151004672050476,1,0,0,0,0.0
test,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3514051735401153,oracle_rbf_plus_topk3,0.3514051735401153,0,0,0,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2888490557670593,oracle_rbf_plus_topk3,0.2888490557670593,0,0,0,0,0.0
test,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.4786141812801361,oracle_rbf_plus_topk3,0.4786141812801361,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.323049783706665,oracle_rbf_plus_topk3,0.323049783706665,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3777364194393158,oracle_rbf_plus_topk3,0.3777364194393158,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2645749747753143,oracle_rbf_plus_topk3,0.2645749747753143,0,1,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2790119349956512,oracle_rbf_plus_topk3,0.2790119349956512,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2360097914934158,oracle_rbf_plus_topk3,0.2360097914934158,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.4599531888961792,oracle_rbf_plus_topk3,0.4599531888961792,0,0,0,0,0.0
test,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3613468110561371,oracle_rbf_plus_topk3,0.3613468110561371,0,0,0,0,0.0
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.5553957223892212,oracle_rbf_plus_topk3,0.5553957223892212,0,0,0,0,0.0
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.465895801782608,oracle_rbf_plus_topk3,0.465895801782608,1,0,0,0,0.0
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2068372964859008,oracle_rbf_plus_topk3,0.2068372964859008,0,1,0,0,0.0
