split,sample_id,oracle_winner_model,oracle_sample_rmse,pool_name
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.066109262406826,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3243758082389831,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.5874730944633484,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.4754691123962402,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.7403135895729065,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.3510231673717499,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.4236979186534881,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.3391311764717102,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3669399619102478,oracle_rbf_plus_keypoint
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.1477385312318802,oracle_rbf_plus_keypoint
