sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,curvature_anchor,event_type,event_level,road_type_anchor,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,split,top1_branch,top1_prob,prob_margin,prob_entropy,topk_branch_spread_mean,topk_branch_spread_peak,branch_peak_abs_spread,rbf_kernel_ridge_context_no_subject__pred_peak_abs,rbf_kernel_ridge_context_no_subject__pred_peak_sign,rbf_kernel_ridge_context_no_subject__pred_reversal_count,keypoint_residual_vehicle_transformer_no_subject__pred_peak_abs,keypoint_residual_vehicle_transformer_no_subject__pred_peak_sign,keypoint_residual_vehicle_transformer_no_subject__pred_reversal_count,topk_vehicle_transformer_top1_no_subject__pred_peak_abs,topk_vehicle_transformer_top1_no_subject__pred_peak_sign,topk_vehicle_transformer_top1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch0_no_subject__pred_peak_abs,topk_vehicle_transformer_branch0_no_subject__pred_peak_sign,topk_vehicle_transformer_branch0_no_subject__pred_reversal_count,topk_vehicle_transformer_branch1_no_subject__pred_peak_abs,topk_vehicle_transformer_branch1_no_subject__pred_peak_sign,topk_vehicle_transformer_branch1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch2_no_subject__pred_peak_abs,topk_vehicle_transformer_branch2_no_subject__pred_peak_sign,topk_vehicle_transformer_branch2_no_subject__pred_reversal_count,label_diag__rbf_sample_rmse,label_diag__rbf_topk_oracle_model,label_diag__rbf_topk_oracle_rmse,label_diag__rbf_topk_oracle_gain_over_rbf,label_diag__rbf_topk_oracle_uses_non_rbf,label_diag__broad_oracle_model,label_diag__broad_oracle_rmse,label_diag__broad_oracle_gain_over_rbf,label_diag__broad_oracle_uses_non_rbf
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015,gzj,2025_09_27_11_41_47,180.015,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,0,0.3768319,0.010358661,1.0847191,0.22323208,0.39105776,0.6286201,1.0737004,-1,48,1.2192022,-1,1,1.0056609,-1,2,1.0056609,-1,2,0.8167352,-1,1,1.4453553,-1,2,0.18431322,rbf_kernel_ridge_context_no_subject,0.18431322,0.0,0,rbf_kernel_ridge_context_no_subject,0.18431322,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485,gzj,2025_09_27_11_41_47,211.485,-0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,0,0.39603,0.050790846,1.0837924,0.22563758,0.38434482,0.42913058,0.8215507,-1,145,0.869165,-1,1,0.47183394,-1,2,0.47183394,-1,2,0.46425202,-1,1,0.8933826,-1,2,0.2552617,rbf_kernel_ridge_context_no_subject,0.2552617,0.0,0,rbf_kernel_ridge_context_no_subject,0.2552617,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065,gzj,2025_09_27_11_41_47,260.065,-0.0,instability_ay_roll,strong_active,straight,middle_section,section4,design_regular_road,low,train,0,0.37598664,0.012752801,1.0861492,0.21092924,0.3020328,0.27052608,0.60073924,-1,154,0.9965835,-1,1,0.4441901,-1,1,0.4441901,-1,1,0.6916696,-1,1,0.7147162,-1,2,0.27533203,topk_vehicle_transformer_branch2_no_subject,0.15470566,0.120626375,1,topk_vehicle_transformer_branch2_no_subject,0.15470566,0.120626375,1
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415,gzj,2025_09_27_11_41_47,413.415,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section6,design_regular_road,very_low,train,2,0.38276216,0.029261053,1.0866864,0.23645967,0.4370861,0.32480276,2.3149052,-1,92,1.0577644,-1,1,2.1559107,-1,1,1.9512262,-1,1,1.831108,-1,1,2.1559107,-1,1,0.2730564,rbf_kernel_ridge_context_no_subject,0.2730564,0.0,0,rbf_kernel_ridge_context_no_subject,0.2730564,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340,gzj,2025_09_27_11_41_47,431.34,-0.0,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low,train,1,0.38232312,0.033856094,1.0882319,0.1586421,0.3148358,0.057187587,0.31988811,1,95,0.17750683,1,0,0.40897357,1,0,0.351786,1,1,0.40897357,1,0,0.37670806,-1,1,0.10154416,topk_vehicle_transformer_branch1_no_subject,0.091348805,0.010195352,1,topk_vehicle_transformer_branch1_no_subject,0.091348805,0.010195352,1
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945,gzj,2025_09_27_11_53_25,229.945,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,2,0.38762933,0.025389552,1.0818187,0.21269676,0.3881485,0.64144987,0.9854928,-1,46,1.2322146,-1,1,1.2433105,-1,2,0.77334493,-1,2,0.6018606,-1,1,1.2433105,-1,2,0.47415152,topk_vehicle_transformer_branch1_no_subject,0.40012473,0.07402679,1,topk_vehicle_transformer_branch1_no_subject,0.40012473,0.07402679,1
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210,gzj,2025_09_27_11_53_25,283.21,-0.0,instability_ay_roll,strong_active,straight,middle_section,section4,design_regular_road,low,train,0,0.40464514,0.066661745,1.0820444,0.18964006,0.33567125,0.28544754,0.3055205,1,129,0.095992476,-1,0,0.24905191,1,1,0.24905191,1,1,0.53449947,1,1,0.3744596,-1,1,0.22463864,topk_vehicle_transformer_branch2_no_subject,0.18202165,0.042616993,1,keypoint_residual_vehicle_transformer_no_subject,0.1542684,0.07037024,1
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920,gzj,2025_09_27_11_53_25,308.92,0.0,instability_ay_roll,extreme_active,straight,middle_section,section4,design_regular_road,low,train,0,0.38732323,0.03997442,1.0867041,0.23644261,0.3884609,0.34560543,0.5324702,-1,84,0.7071212,-1,1,0.19856693,-1,3,0.19856693,-1,3,0.5208214,1,2,0.54417235,-1,1,0.1302984,topk_vehicle_transformer_branch0_no_subject,0.10112696,0.029171444,1,topk_vehicle_transformer_branch0_no_subject,0.10112696,0.029171444,1
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000575025__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000575025,gzj,2025_09_27_11_53_25,575.025,-0.0,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,train,1,0.35021773,0.019666463,1.0978774,0.24635531,0.42843246,0.8863271,0.95987225,1,55,1.1601878,1,1,1.6454456,1,2,1.2939085,1,2,1.6454456,1,2,0.7591185,1,2,0.44263792,topk_vehicle_transformer_branch2_no_subject,0.27682194,0.16581598,1,topk_vehicle_transformer_branch2_no_subject,0.27682194,0.16581598,1
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835,gzj,2025_09_27_12_04_23,95.835,0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,train,0,0.39153254,0.02725637,1.0792583,0.21926779,0.39077815,0.6736986,1.4504626,-1,48,1.364232,-1,1,1.1994364,-1,2,1.1994364,-1,2,0.98049396,-1,1,1.6541926,-1,2,0.3590277,rbf_kernel_ridge_context_no_subject,0.3590277,0.0,0,rbf_kernel_ridge_context_no_subject,0.3590277,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000143790__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000143790,gzj,2025_09_27_12_04_23,143.79,-0.00729802,instability_ay_roll,extreme_active,straight,curve1,curve1,design_curve_context,medium,train,0,0.3933279,0.051444083,1.0858146,0.26715252,0.51469815,0.61753136,0.9109078,-1,163,0.26490548,-1,0,0.54037255,-1,2,0.54037255,-1,2,0.5611831,-1,1,1.1579039,-1,1,0.5710827,topk_vehicle_transformer_branch2_no_subject,0.46135798,0.10972473,1,topk_vehicle_transformer_branch2_no_subject,0.46135798,0.10972473,1
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350,gzj,2025_09_27_12_04_23,173.35,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,0,0.35208485,0.017752618,1.097496,0.21562073,0.4057355,0.89059603,1.3964854,1,58,1.1170382,1,1,1.4162437,1,2,1.4162437,1,2,1.7997129,1,2,0.90911686,1,2,0.40255773,topk_vehicle_transformer_branch2_no_subject,0.27188802,0.13066971,1,topk_vehicle_transformer_branch2_no_subject,0.27188802,0.13066971,1
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140,gzj,2025_09_27_12_04_23,215.14,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,0,0.38726342,0.040970385,1.0870072,0.2078927,0.34788364,0.39977062,0.9385721,-1,50,0.82157636,-1,1,0.33750808,-1,2,0.33750808,-1,2,0.39190245,-1,1,0.7372787,-1,2,0.1706415,rbf_kernel_ridge_context_no_subject,0.1706415,0.0,0,rbf_kernel_ridge_context_no_subject,0.1706415,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385,gzj,2025_09_27_12_04_23,297.385,0.0,instability_ay_roll,weak,curve,middle_section,section4,design_regular_road,low,train,0,0.37062508,0.007421434,1.0880272,0.17271951,0.3264398,0.24008405,0.4037243,1,43,0.6380889,-1,1,0.39388734,1,1,0.39388734,1,1,0.6339714,1,1,0.46984696,1,1,0.15737459,topk_vehicle_transformer_branch1_no_subject,0.06696572,0.09040887,1,topk_vehicle_transformer_branch1_no_subject,0.06696572,0.09040887,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,53.185,0.0,instability_ay_roll,extreme_active,straight,middle_section,section1,design_regular_road,high,test,2,0.3753013,0.00065746903,1.0822175,0.26606494,0.48469558,0.67213285,1.4953775,-1,37,1.4952319,-1,1,2.6333616,-1,2,2.1986845,-1,1,1.9612287,-1,1,2.6333616,-1,2,0.51949924,topk_vehicle_transformer_branch0_no_subject,0.5046865,0.0148127675,1,topk_vehicle_transformer_branch0_no_subject,0.5046865,0.0148127675,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,81.7,-0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,test,0,0.39760265,0.042723536,1.0799594,0.20216674,0.34698114,0.519591,1.1301506,-1,200,1.0378126,-1,1,0.916742,-1,2,0.916742,-1,2,0.8020148,-1,1,1.3216058,-1,2,0.63960946,topk_vehicle_transformer_branch1_no_subject,0.42444742,0.21516204,1,topk_vehicle_transformer_branch1_no_subject,0.42444742,0.21516204,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,175.24,6.373e-05,instability_ay_roll,strong_active,straight,curve1,curve1,design_curve_context,low,test,0,0.39655375,0.03328815,1.0772252,0.2544131,0.44292527,0.72644246,1.3338315,-1,148,1.4999402,-1,1,1.9388496,-1,1,1.9388496,-1,1,1.6848415,-1,1,2.411284,-1,1,0.28884906,rbf_kernel_ridge_context_no_subject,0.28884906,0.0,0,rbf_kernel_ridge_context_no_subject,0.28884906,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555,gzj,2025_09_27_12_17_12,186.555,-0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,test,0,0.3677394,0.033320576,1.0949327,0.1853327,0.36785161,0.55028737,0.86007565,1,191,0.9403801,1,1,0.8698184,1,1,0.8698184,1,1,1.2384953,1,2,0.688208,1,1,0.36934575,topk_vehicle_transformer_branch0_no_subject,0.35920355,0.010142207,1,topk_vehicle_transformer_branch0_no_subject,0.35920355,0.010142207,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440,gzj,2025_09_27_12_17_12,273.44,0.0,instability_ay_roll,extreme_active,straight,middle_section,section4,design_regular_road,low,test,2,0.37163484,0.0014820695,1.0853453,0.24495465,0.42614982,0.6147689,0.87010807,-1,138,1.2402823,-1,1,1.3168061,-1,2,0.8672529,-1,2,0.70203716,-1,1,1.3168061,-1,2,0.47861418,rbf_kernel_ridge_context_no_subject,0.47861418,0.0,0,rbf_kernel_ridge_context_no_subject,0.47861418,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460,gzj,2025_09_27_12_17_12,362.46,-0.00018372,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,very_low,test,2,0.39221925,0.032508135,1.0806999,0.21830522,0.395089,0.750043,1.2516934,-1,68,1.138744,-1,1,1.6886331,-1,2,1.208687,-1,2,0.9385901,-1,1,1.6886331,-1,2,0.5106278,topk_vehicle_transformer_branch1_no_subject,0.3229507,0.18767712,1,topk_vehicle_transformer_branch1_no_subject,0.3229507,0.18767712,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590,gzj,2025_09_27_12_17_12,392.59,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,test,0,0.3758675,0.019810408,1.0883986,0.23661833,0.42018217,0.6812552,1.0808558,-1,114,1.1035532,-1,1,0.9423298,-1,2,0.9423298,-1,2,0.7275078,-1,1,1.408763,-1,2,1.0713049,topk_vehicle_transformer_branch2_no_subject,1.057249,0.014055967,1,topk_vehicle_transformer_branch2_no_subject,1.057249,0.014055967,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180,gzj,2025_09_27_12_17_12,518.18,-0.0,instability_ay_roll,medium_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low,test,0,0.38901025,0.008386463,1.073142,0.09648179,0.15700236,0.09140906,0.59548783,-1,116,0.34666702,-1,0,0.18421194,1,0,0.18421194,1,0,0.24554497,1,0,0.275621,-1,0,0.51392895,topk_vehicle_transformer_branch1_no_subject,0.351267,0.16266194,1,topk_vehicle_transformer_branch1_no_subject,0.351267,0.16266194,1
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940,gzj,2025_09_27_12_17_12,585.94,0.0,instability_ay_roll,instability_strong,design_high_risk_surface,differentmu_road,mu1,design_high_risk_surface,very_low,test,0,0.3441488,0.010728121,1.0982584,0.14561623,0.25525326,0.5769719,0.7274557,1,108,1.1944156,1,1,0.84232444,1,2,0.84232444,1,2,1.1210202,1,2,0.5440483,1,2,0.29655987,topk_vehicle_transformer_branch2_no_subject,0.2107298,0.08583008,1,topk_vehicle_transformer_branch2_no_subject,0.2107298,0.08583008,1
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490,gzj,2025_09_27_12_28_14,104.49,0.0,instability_ay_roll,extreme_active,straight,middle_section,section2,design_regular_road,high,train,2,0.3805453,0.017879397,1.0846109,0.26122168,0.43682456,0.91400254,1.3009431,1,60,1.2458684,1,1,1.1664404,1,2,1.7530394,1,2,2.080443,1,2,1.1664404,1,2,0.30120876,rbf_kernel_ridge_context_no_subject,0.30120876,0.0,0,rbf_kernel_ridge_context_no_subject,0.30120876,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075,gzj,2025_09_27_12_28_14,184.075,-0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,0,0.38551757,0.029049248,1.0847061,0.2229589,0.37690586,0.42210364,0.64772904,-1,139,1.0019113,-1,1,0.51745963,-1,2,0.51745963,-1,2,0.5334307,-1,1,0.9395633,-1,2,0.3706358,topk_vehicle_transformer_branch1_no_subject,0.21123995,0.15939586,1,topk_vehicle_transformer_branch1_no_subject,0.21123995,0.15939586,1
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480,gzj,2025_09_27_12_28_14,198.48,0.0,instability_ay_roll,extreme_active,straight,middle_section,section3,design_regular_road,low,train,2,0.37331137,0.0040711462,1.0850575,0.2524595,0.45519885,0.7010191,0.9113113,-1,94,1.3028879,-1,1,1.2632009,-1,2,0.75879425,-1,2,0.5621818,-1,1,1.2632009,-1,2,0.47253588,rbf_kernel_ridge_context_no_subject,0.47253588,0.0,0,rbf_kernel_ridge_context_no_subject,0.47253588,0.0,0
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055,gzj,2025_09_27_12_28_14,308.055,0.0,instability_ay_roll,extreme_active,straight,middle_section,section4,design_regular_road,low,train,2,0.3859045,0.027343124,1.083856,0.24099256,0.42909783,0.6732318,0.98231983,-1,97,1.3890249,-1,1,1.5126147,-1,2,1.0526175,-1,2,0.83938295,-1,1,1.5126147,-1,2,0.35855603,topk_vehicle_transformer_branch2_no_subject,0.32654873,0.032007307,1,keypoint_residual_vehicle_transformer_no_subject,0.28491718,0.07363886,1
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425,gzj,2025_09_27_12_28_14,331.425,0.0,instability_ay_roll,medium_active,straight,middle_section,section4,design_regular_road,low,train,0,0.3734329,0.0053025484,1.0854089,0.20275095,0.32861006,0.3821444,0.8449566,-1,89,1.0634645,-1,1,0.37946397,-1,2,0.37946397,-1,2,0.4537711,-1,1,0.76160836,-1,2,0.5689505,topk_vehicle_transformer_branch1_no_subject,0.2973403,0.27161017,1,topk_vehicle_transformer_branch1_no_subject,0.2973403,0.27161017,1
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825,gzj,2025_09_27_12_28_14,362.825,-0.0,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,low,train,0,0.36467838,0.005195737,1.0909119,0.23116146,0.42149666,0.5386818,0.5026396,1,121,0.3288431,1,0,0.8307077,1,2,0.8307077,1,2,1.2094268,1,2,0.67074496,-1,2,0.25521904,rbf_kernel_ridge_context_no_subject,0.25521904,0.0,0,rbf_kernel_ridge_context_no_subject,0.25521904,0.0,0
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605,hzh,2025_09_26_20_50_27,34.605,-0.0,instability_ay_roll,weak,straight,middle_section,section1,design_regular_road,high,test,0,0.38173908,0.031653136,1.0880128,0.18153994,0.32065874,0.5253138,0.8177417,-1,164,0.8454565,-1,1,0.7911115,-1,1,0.7911115,-1,1,0.68667084,-1,1,1.2119846,-1,1,0.36668804,topk_vehicle_transformer_branch0_no_subject,0.17980486,0.18688318,1,keypoint_residual_vehicle_transformer_no_subject,0.17594357,0.19074447,1
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695,hzh,2025_09_26_20_50_27,128.695,0.0,instability_ay_roll,strong_active,straight,curve1,curve1,design_curve_context,high,test,0,0.40926155,0.056914717,1.074997,0.26434225,0.43635458,0.8014231,1.6046836,-1,54,1.4871302,-1,1,2.3222349,-1,1,2.3222349,-1,1,2.0080109,-1,1,2.809434,-1,1,0.32304978,rbf_kernel_ridge_context_no_subject,0.32304978,0.0,0,rbf_kernel_ridge_context_no_subject,0.32304978,0.0,0
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,245.88,-0.0,instability_roll_only,instability_medium,design_special_event_segment,fix_road,fix_road,design_special_event_segment,low,test,1,0.44737473,0.095244706,1.049576,0.14880866,0.2782035,0.5684209,0.09451021,1,1,0.2792113,-1,1,0.12671645,1,0,0.29101402,-1,0,0.12671645,1,0,0.6951373,-1,1,0.17232157,topk_vehicle_transformer_branch0_no_subject,0.11728639,0.05503518,1,keypoint_residual_vehicle_transformer_no_subject,0.1082926,0.06402897,1
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250,hzh,2025_09_26_20_50_27,681.25,0.0,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,test,0,0.37380016,0.024499565,1.090801,0.102664575,0.19247141,0.19145784,0.4025141,-1,225,1.1619205,1,1,0.339241,1,1,0.339241,1,1,0.5003864,1,2,0.30892858,1,1,0.6568684,topk_vehicle_transformer_branch2_no_subject,0.49052843,0.16633996,1,topk_vehicle_transformer_branch2_no_subject,0.49052843,0.16633996,1
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260,hzh,2025_09_26_21_03_19,202.26,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,test,0,0.38245246,0.020630747,1.0841442,0.22279508,0.37232,0.42724663,1.3083723,-1,80,1.1337993,-1,1,0.6677496,-1,2,0.6677496,-1,2,0.6392903,-1,1,1.0665369,-1,2,0.35762912,topk_vehicle_transformer_branch2_no_subject,0.31531045,0.042318672,1,topk_vehicle_transformer_branch2_no_subject,0.31531045,0.042318672,1
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890,hzh,2025_09_26_21_03_19,221.89,-0.0,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low,test,0,0.34493548,0.0055654943,1.0978832,0.23371816,0.43555263,0.78406394,1.2946472,1,105,1.0590228,1,1,1.1140432,1,2,1.1140432,1,2,1.5349113,1,2,0.75084734,1,1,0.66069776,topk_vehicle_transformer_branch1_no_subject,0.63424486,0.026452899,1,topk_vehicle_transformer_branch1_no_subject,0.63424486,0.026452899,1
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200,hzh,2025_09_26_21_03_19,326.2,0.0,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,very_low,test,0,0.36884382,0.034894854,1.0947516,0.24333136,0.38744447,0.755748,0.56816965,-1,183,0.4711841,1,0,0.89677805,1,2,0.89677805,1,2,1.2214029,1,2,0.4656549,-1,2,0.657525,topk_vehicle_transformer_branch0_no_subject,0.4022406,0.2552844,1,topk_vehicle_transformer_branch0_no_subject,0.4022406,0.2552844,1
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660,hzh,2025_09_26_21_03_19,504.66,-0.0,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low,test,2,0.41143495,0.048145115,1.0690054,0.20762305,0.37158075,0.3119952,1.2289355,1,124,0.84763354,1,1,0.9380351,-1,2,0.80632156,1,2,1.1183168,1,2,0.9380351,-1,2,0.37773642,rbf_kernel_ridge_context_no_subject,0.37773642,0.0,0,keypoint_residual_vehicle_transformer_no_subject,0.2251144,0.15262201,1
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230,hzh,2025_09_26_21_17_02,110.23,0.0,instability_ay_roll,medium_active,straight,middle_section,section2,design_regular_road,high,train,2,0.3838596,0.02322483,1.0839851,0.21401332,0.37788516,0.6362026,1.4648273,-1,28,1.2275258,-1,1,1.6768291,-1,2,1.2392696,-1,2,1.0406265,-1,1,1.6768291,-1,2,0.19699311,rbf_kernel_ridge_context_no_subject,0.19699311,0.0,0,rbf_kernel_ridge_context_no_subject,0.19699311,0.0,0
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495,hzh,2025_09_26_21_17_02,422.495,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.3916261,0.03699699,1.0827591,0.23340875,0.41359589,0.63538706,1.4395777,-1,41,1.2748302,-1,1,1.7768868,-1,2,1.3449522,-1,2,1.1414998,-1,1,1.7768868,-1,2,0.2477251,rbf_kernel_ridge_context_no_subject,0.2477251,0.0,0,rbf_kernel_ridge_context_no_subject,0.2477251,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775,hzh,2025_09_27_19_22_27,54.775,0.0,instability_ay_roll,extreme_active,straight,longstraight,longstraight,design_regular_road,high,train,1,0.35178202,0.0020474195,1.0958251,0.2196568,0.3782118,0.82612425,1.5795484,1,26,1.2251204,1,1,1.7952137,1,2,1.4587561,1,2,1.7952137,1,2,0.96908945,1,2,0.2498363,rbf_kernel_ridge_context_no_subject,0.2498363,0.0,0,rbf_kernel_ridge_context_no_subject,0.2498363,0.0,0
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515,hzh,2025_09_27_19_22_27,193.515,0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,0,0.36447346,0.04328674,1.0964253,0.20598264,0.36050203,0.78014314,1.3558855,1,62,1.3138562,1,1,1.4945472,1,2,1.4945472,1,2,1.7968327,1,2,1.0166895,1,2,0.08940011,rbf_kernel_ridge_context_no_subject,0.08940011,0.0,0,rbf_kernel_ridge_context_no_subject,0.08940011,0.0,0
