sample_id,event_uid,subject,session_stamp,split,left_model,right_model,pair_name,trajectory_rmse_distance
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.07384103536605835
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.15673169493675232
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.20744185149669647
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.6502962708473206
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.25904610753059387
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.2635864317417145
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.35290586948394775
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.5261083841323853
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.23855817317962646
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,lxy,2025_09_28_18_06_16,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.8511843681335449
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.18666797876358032
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,1.1150996685028076
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.22076007723808289
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,lxy,2025_09_28_18_19_35,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.19237004220485687
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.4210352599620819
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,lxy,2025_09_28_18_19_35,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.22906377911567688
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.2977600395679474
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.1082557886838913
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.2515956461429596
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,rjy,2025_09_28_19_33_26,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.3181702196598053
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.4551263451576233
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.335349977016449
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.1699010133743286
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.38585329055786133
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.3959123194217682
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.12494967132806778
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.32880792021751404
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.9380336403846741
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.721238374710083
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.24411636590957642
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.31259289383888245
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.39804330468177795
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.40511104464530945
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.28691503405570984
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.1962217539548874
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.7601074576377869
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.1953832358121872
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.212439626455307
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.2867683172225952
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,txj,2025_09_27_08_40_46,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.5274528861045837
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,txj,2025_09_27_08_40_46,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.33506104350090027
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,txj,2025_09_27_08_53_44,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.44781970977783203
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.18386857211589813
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,txj,2025_09_27_08_53_44,val,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.43890872597694397
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,txj,2025_09_27_09_06_19,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.6930626630783081
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.20411643385887146
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.4838864803314209
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.20901012420654297
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,txj,2025_09_27_09_17_11,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.40416568517684937
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.15968875586986542
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,txj,2025_09_27_09_17_11,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.6861836314201355
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.5783963799476624
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.3462749421596527
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.255620539188385
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.2874434292316437
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.3459146320819855
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.4070214033126831
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.32735082507133484
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.29944929480552673
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,tyy,2025_09_28_14_44_09,test,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.43458691239356995
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,test,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.31445538997650146
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,tyy,2025_09_28_14_57_17,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.19124062359333038
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.40985971689224243
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.8186302185058594
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,yyl,2025_09_28_09_14_23,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.1103827953338623
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,yyl,2025_09_28_09_14_23,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.3184681534767151
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235,yyl,2025_09_28_09_14_23,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.42269426584243774
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,yyl,2025_09_28_09_29_01,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.18566852807998657
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890,yyl,2025_09_28_09_29_01,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.3206211030483246
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.32949990034103394
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,train,keypoint_residual_vehicle_transformer_no_subject,topk_vehicle_transformer_branch2_no_subject,keypoint_residual_vehicle_transformer_no_subject__vs__topk_vehicle_transformer_branch2_no_subject,0.194126158952713
