split,sample_id,best_candidate_oracle,selected_choice,policy_name,selected_confidence,prob_branch0,prob_branch1,prob_branch2,prob_rbf,fallback_threshold
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3836078898068027,0.1557018733900524,0.3836078898068027,0.23166360308654654,0.22902663371659837,0.5
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3841468942128967,0.2655164208106236,0.18680689448371285,0.16352979049276667,0.3841468942128967,0.5
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3297615208847188,0.25263069660353266,0.19449084089774998,0.22311694161399845,0.3297615208847188,0.5
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.4684354121697696,0.19256919675940662,0.1364537697788184,0.20254162129200537,0.4684354121697696,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.29404665074248415,0.2133467655943329,0.19860407436685612,0.29404665074248415,0.2940025092963267,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.27965900285821665,0.21731510194636747,0.23738489562082266,0.26564099957459303,0.27965900285821665,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3084983579388614,0.3084983579388614,0.25847029393618237,0.16766679245307345,0.26536455567188283,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3638409279460003,0.10141065140315436,0.3638409279460003,0.2964832060378829,0.23826521461296232,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.33448769985082344,0.16583831513678374,0.33448769985082344,0.24420503763561277,0.2554689473767795,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3402349869778215,0.19530770716516596,0.22237098664940166,0.3402349869778215,0.24208631920761062,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.31639189667402884,0.31639189667402884,0.17855251518794707,0.20084596899657833,0.30420961914144534,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2997864550611332,0.1904432431111335,0.2551582638477053,0.2546120379800276,0.2997864550611332,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3746869079979686,0.1798025488568623,0.3746869079979686,0.22707991371886177,0.21843062942630723,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.34125180003562555,0.19977069987516505,0.17644539730131328,0.34125180003562555,0.282532102787896,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3604249105113857,0.2142727518987547,0.2643031368146584,0.16099920077520088,0.3604249105113857,0.5
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3231718922838241,0.16267642658050935,0.2245764169385324,0.3231718922838241,0.28957526419713364,0.5
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.29844804488645565,0.20480870596426992,0.24983599788179017,0.29844804488645565,0.24690725126748397,0.5
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.36154609362418294,0.17536700694252388,0.36154609362418294,0.2413784820722972,0.22170841736099578,0.5
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3070598324971093,0.2442609012643085,0.26006231477015596,0.1886169514684261,0.3070598324971093,0.5
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.29215870864879756,0.17778345257256517,0.28472597564354923,0.24533186313508804,0.29215870864879756,0.5
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3163686686309011,0.2853218312735111,0.2116488399574269,0.18666066013816074,0.3163686686309011,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3893747024716929,0.21888908528151904,0.161109390679521,0.23062682156726655,0.3893747024716929,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.30461014264317854,0.22119171888704206,0.2304324650652795,0.30461014264317854,0.2437656734044996,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3467698537946246,0.19541557143539007,0.30027192004601094,0.1575426547239742,0.3467698537946246,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.32081700978678723,0.21156252210151422,0.24044401603256793,0.2271764520791305,0.32081700978678723,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2857595905319934,0.22801784464761954,0.2857595905319934,0.24309358629444147,0.2431289785259453,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3037944108602351,0.15490917109894328,0.3037944108602351,0.2824027792807897,0.2588936387600319,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3216807401810613,0.3216807401810613,0.2332581808887726,0.1890723979231687,0.255988681006997,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2964437021979443,0.21683515881577992,0.23037293716870402,0.25634820181757173,0.2964437021979443,0.5
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3432831100312787,0.16659830717241944,0.3432831100312787,0.25430042743061093,0.23581815536569065,0.5
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3858299807586395,0.3858299807586395,0.1638909928240141,0.20310770020554753,0.24717132621179855,0.5
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3408552206260234,0.3408552206260234,0.24025532022608992,0.18428154020941082,0.23460791893847566,0.5
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3336442604079721,0.1983081012420394,0.2520838960943008,0.21596374225568746,0.3336442604079721,0.5
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3362001481353063,0.25981184710844396,0.21820011984434495,0.18578788491190473,0.3362001481353063,0.5
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2842056547122572,0.186299670084573,0.2842056547122572,0.2550406542413609,0.27445402096180865,0.5
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.307579829512577,0.19815318926246536,0.307579829512577,0.2549813207844402,0.23928566044051716,0.5
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.30139195706198463,0.23688986277721857,0.27751902317133653,0.18419915698946027,0.30139195706198463,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3120035113805727,0.26564964056804014,0.19017723661702987,0.2321696114343571,0.3120035113805727,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3526547586371199,0.16021393912527715,0.2575349246296233,0.3526547586371199,0.22959637760797943,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2927639622033488,0.2927639622033488,0.28445656126995206,0.1820200496487778,0.24075942687792107,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.4094586691979308,0.19651397761706346,0.4094586691979308,0.17836385799975882,0.2156634951852465,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.4718348380830843,0.17459347083719923,0.22723521122126328,0.1263364798584531,0.4718348380830843,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.31733389785945937,0.1937797127996782,0.31733389785945937,0.23763165281759197,0.2512547365232703,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2790900742147918,0.21676786681607446,0.27106241274344456,0.2330796462256889,0.2790900742147918,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.45129231959703986,0.15175322398170782,0.45129231959703986,0.1997187621189415,0.19723569430231067,0.5
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3105331843693252,0.26683339879984336,0.12553064704356143,0.3105331843693252,0.2971027697872697,0.5
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2759934281009668,0.2759934281009668,0.1879798438300936,0.2700630291102937,0.26596369895864563,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.36695819506312793,0.14485758430773527,0.264087864504874,0.36695819506312793,0.2240963561242627,0.5
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3925713622115867,0.15317369528537048,0.30567264666768146,0.1485822958353609,0.3925713622115867,0.5
train,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3933838411577891,0.20002654710723974,0.11731044769722178,0.3933838411577891,0.28927916403774917,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.40446683548456863,0.17387895474084378,0.40446683548456863,0.21067957190897238,0.2109746378656151,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.30737430092826246,0.19504899049607505,0.22417978231925592,0.2733969262564063,0.30737430092826246,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3943710978948286,0.1626185290910434,0.17845830700724144,0.3943710978948286,0.26455206600688613,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.30179918501199277,0.14757113060927,0.29077805950093955,0.30179918501199277,0.25985162487779784,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.29241194087674277,0.18105303309507514,0.25710033571480934,0.29241194087674277,0.26943469031337264,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2815988226803025,0.22635114476621288,0.2815988226803025,0.22863892079364123,0.263411111759843,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3125513372929126,0.1770692709682457,0.282167272699372,0.22821211903946925,0.3125513372929126,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3593414355634775,0.3593414355634775,0.15040244604375524,0.18782772355699928,0.3024283948357678,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.37950418614508613,0.19109843392003534,0.14858834147052694,0.37950418614508613,0.28080903846435123,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.409868294607293,0.1688910356076603,0.409868294607293,0.2072219115620516,0.21401875822299496,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.33790694651795117,0.15492322041769613,0.24889781332780925,0.33790694651795117,0.2582720197365431,0.5
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.35627703070742656,0.15892904096314267,0.19590218567154238,0.35627703070742656,0.2888917426578879,0.5
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3035196843306939,0.3029483529925521,0.16298366592562552,0.2305482967511282,0.3035196843306939,0.5
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.31024662492649424,0.2455150570446958,0.2665104209924502,0.17772789703635944,0.31024662492649424,0.5
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3292921673474581,0.21696861718127328,0.3292921673474581,0.19956287672610798,0.2541763387451603,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.31818496075548475,0.26858455166445105,0.11910613315724473,0.29412435442281926,0.31818496075548475,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.4232790407295433,0.16975315067431004,0.23582145564289497,0.17114635295325126,0.4232790407295433,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.41016161395159373,0.14159170295740758,0.19975746287021187,0.41016161395159373,0.2484892202207868,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.30565398462849275,0.1773741621044425,0.30565398462849275,0.25368989017495336,0.2632819630921111,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.46176082446262207,0.18614764772865006,0.21747532216645948,0.13461620564226842,0.46176082446262207,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3677791320126788,0.3677791320126788,0.20278287064583744,0.15822733705906822,0.2712106602824156,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2795914496225245,0.23774719029700367,0.2629077137146447,0.219753646365827,0.2795914496225245,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.45870129062011095,0.45870129062011095,0.14333174596351492,0.1347018274743554,0.26326513594201884,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.4575345951733078,0.18744600644252343,0.16310615449049318,0.19191324389367537,0.4575345951733078,0.5
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.41201417108971955,0.19915804799591488,0.15990974781879175,0.22891803309557385,0.41201417108971955,0.5
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3585285338567698,0.16162405899948115,0.3585285338567698,0.27604124094029114,0.20380616620345776,0.5
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.33711141902004677,0.2671571600859167,0.33711141902004677,0.18414255656837328,0.21158886432566273,0.5
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2992425409684142,0.2992425409684142,0.25814389661102605,0.17119991659698677,0.27141364582357264,0.5
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.33452452262405663,0.24568642836464918,0.1884792624633689,0.33452452262405663,0.2313097865479251,0.5
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3045144492849506,0.22709000349938116,0.3045144492849506,0.20403765366100682,0.26435789355466116,0.5
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.37772393589804326,0.15398552393738968,0.37772393589804326,0.2284751701021513,0.23981537006241582,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3135620059678316,0.3135620059678316,0.13849232960135033,0.27119256741631564,0.27675309701450196,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3950926235514268,0.13703635030714156,0.21257940550779597,0.3950926235514268,0.2552916206336352,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.31836610165345397,0.2139296250361793,0.31836610165345397,0.22064888901814592,0.24705538429222057,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,branch2,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.32719200131909515,0.16508301092018043,0.2981741995024018,0.32719200131909515,0.2095507882583226,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.38829288293374703,0.38829288293374703,0.1317755458033666,0.16375033914514586,0.31618123211774063,0.5
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3349236433329635,0.3349236433329635,0.230475935776831,0.16915599590290886,0.26544442498729665,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.38769206799143624,0.2032873221746128,0.38769206799143624,0.20074819627973647,0.20827241355421447,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.30299851352232043,0.30299851352232043,0.28481652882732517,0.18275362870097825,0.22943132894937598,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.43820499984559425,0.43820499984559425,0.1712744690825511,0.16483104324665515,0.22568948782519965,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3555771742831185,0.3555771742831185,0.16962859739275313,0.20072055349402732,0.27407367483010076,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3424331722127782,0.30433759521149734,0.16161022880059947,0.19161900377512497,0.3424331722127782,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2850585558421191,0.22371358978912567,0.2850585558421191,0.2801429926622617,0.2110848617064936,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.331475703208031,0.2167622285449827,0.1535948593544371,0.29816720889254916,0.331475703208031,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.35081549287129254,0.20891461952927246,0.12467740783341236,0.35081549287129254,0.3155924797660223,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3864615206115445,0.1993764650461994,0.204498382300867,0.20966363204138866,0.3864615206115445,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.2836219119536493,0.2137318804391063,0.2836219119536493,0.2299810605809856,0.27266514702625844,0.5
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.35951433803372046,0.2186188716518364,0.1903869577991826,0.2314798325152605,0.35951433803372046,0.5
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3872683169677642,0.3872683169677642,0.09815587887420596,0.2549414907211958,0.2596343134368338,0.5
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.26243854553484375,0.2398676489749143,0.25324007267489773,0.24445373281534397,0.26243854553484375,0.5
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,branch1,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.42722073691750523,0.2107458661700324,0.42722073691750523,0.15647031946844275,0.20556307744401978,0.5
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,branch0,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.30299939573605994,0.30299939573605994,0.197314349930882,0.2605659063637591,0.2391203479692989,0.5
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3846947735760905,0.16972459282110414,0.2644331988688288,0.18114743473397638,0.3846947735760905,0.5
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,rbf,rbf,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,0.3459382015507987,0.21465621045222474,0.21563160518730748,0.3459382015507987,0.22377398280966865,0.5
