instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority
vehicle_instability_onset__rjy__2025_09_28_20_15_42__000378840,vehicle_instability_onset_codex_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,378.84,378.84,379.13,0.29,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__rjy__2025_09_28_20_15_42__00038,ay,weak,1.35539,1.042608,2,0,1,ok,,5200,116,6.01971,-6.01971,1.35539,0.592413,0.378046,1.385364,0.0,126.639,-0.215723,0.199666,0.199666,70.63,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__rjy__2025_09_28_20_15_42__000564795,vehicle_instability_onset_codex_v0_1,rjy,2025_09_28_20_15_42,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,564.795,564.795,568.67,3.875,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__rjy__2025_09_28_20_15_42__00059;raw_vehicle_dynamic_onset__rjy__2025_09_28_20_15_42__00060,ay;ay,strong;weak,2.98336,3.604037,1,0,0,ok,,5200,1550,4.56759,4.56759,2.98336,0.281435,0.170803,2.689483,1.65e-06,113.142,0.101404,0.747874,-0.747874,60.68,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_40_46__000197070,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,197.07,197.07,216.625,19.555,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00018,ay,extreme,5.34895,5.436575,2,1,0,ok,,2600,3911,5.3312,5.3312,5.3312,0.212637,0.241351,3.13314,0.0105086,87.79375,-0.115366,1.247564,-1.247564,60.82,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_40_46__000300980,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,300.98,300.98,303.76,2.78,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00038,ay,medium,2.314709,2.50455,3,0,1,ok,,2600,556,5.19709,-5.19709,2.31471,0.335502,0.248242,2.785966,0.0,115.872,-0.322537,0.512603,0.512603,62.95,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_40_46__000349320,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,349.32,349.32,351.315,1.995,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00045,ay,medium,3.06526,2.357892,2,1,1,ok,,2600,398,9.43472,9.43472,3.06526,0.982605,0.57924,2.959036,0.00816274,122.349,-0.114319,0.833744,0.833744,83.71,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_40_46__000582870,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,582.87,582.87,587.595,4.725,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00074,ay,extreme,11.2375,32.583572,1,0,0,ok,,2600,945,11.2375,11.2375,11.2375,1.65201,0.987896,16.248223,0.0,13.41045,-4.43924,1.25333,-1.25333,84.1,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_40_46__000646370,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,646.37,646.37,650.275,3.905,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00085,ay,strong,3.06874,3.412057,2,0,0,ok,,2600,781,6.50597,-6.50597,3.06453,0.264153,0.303438,1.403237,0.0061624,104.79,0.035954,0.484329,0.484329,67.36,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_40_46__000706970,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_40_46,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,706.97,706.97,715.89,8.92,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00097;raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00098;raw_vehicle_dynamic_onset__txj__2025_09_27_08_40_46__00099,ay;ay;ay,medium;weak;medium,3.218519,2.475783,2,1,0,ok,,2600,1784,4.79805,4.79805,3.21124,0.281235,0.234964,3.84888,0.248372,73.7572,-0.156207,0.413643,-0.413643,63.6,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_53_44__000156415,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_53_44,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,156.415,156.415,170.595,14.18,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00012,ay,extreme,7.41662,6.335464,2,0,0,ok,,5200,5671,6.36394,-6.36394,7.41662,0.27924,0.331594,2.47833,0.00895391,85.4173,-0.317999,2.071879,2.071879,69.97,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_53_44__000349545,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_53_44,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,349.545,349.545,350.855,1.31,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00040,ay,medium,2.37909,1.830069,2,1,1,ok,,5200,524,9.27875,9.27875,2.37909,0.990311,0.797319,3.235217,0.00816534,115.5235,-0.052534,0.479965,0.479965,80.66,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_53_44__000367785,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_53_44,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,367.785,367.785,370.68,2.895,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00042;raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00043,ay;ay,weak;medium,2.55944,2.93215,2,1,0,ok,,5200,1158,5.96673,5.96673,2.55944,0.251944,0.243789,1.833165,0.00675792,97.2021,-0.287979,0.449946,0.449946,70.09,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_53_44__000553265,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_53_44,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,553.265,553.265,558.125,4.86,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00070,ay,medium,2.44286,2.775074,2,0,0,ok,,5200,1945,5.33649,-5.33649,2.44286,0.345621,0.286097,1.562088,2.3e-07,113.6315,-0.304211,0.651182,0.651182,65.27,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_53_44__000644550,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_53_44,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,644.55,644.55,656.56,12.01,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00082;raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00083;raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00084,ay;ay;ay,weak;extreme;weak,4.87188,6.621312,1,0,0,ok,,5200,4805,4.87188,4.87188,4.87188,0.246881,0.174591,2.021395,5.825e-05,132.4345,-0.234573,0.231955,0.231955,61.21,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_08_53_44__000659640,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_08_53_44,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,659.64,659.64,661.68,2.04,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_08_53_44__00086,ay,medium,2.54121,2.050746,1,1,1,ok,,5200,815,4.7188,4.7188,2.54121,0.228583,0.274299,1.271427,0.250243,76.3231,-0.095469,0.707732,-0.707732,58.06,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000053330,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,53.33,53.33,54.075,0.745,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00005,ay,weak,1.60589,1.2353,1,0,1,ok,,5200,298,6.08032,6.08032,1.60589,0.624867,0.403678,2.550235,0.0,109.72,-0.193732,0.253771,0.253771,73.39,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000108815,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,108.815,108.815,113.74,4.925,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00012,ay,extreme,9.462559,36.833822,3,0,0,ok,,5200,1970,9.46256,-9.46256,9.46256,1.87026,0.584854,24.932167,6e-08,42.958,0.238412,1.273918,1.273918,84.11,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000147750,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,147.75,147.75,165.78,18.03,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00016,ay,extreme,9.027899,17.975094,4,1,0,ok,,5201,7213,9.0279,-9.0279,9.0279,0.915891,0.505961,2.537142,0.0105068,102.3655,0.005585,1.570095,-1.570095,84.37,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000174820,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,174.82,174.82,184.69,9.87,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00017,ay,extreme,9.589071,15.048418,2,0,0,ok,,5200,3947,9.58908,9.58908,9.58908,0.77664,1.70353,20.690329,0.00015938,119.6155,-0.178198,2.747148,2.747148,84.76,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000188350,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,188.35,188.35,192.795,4.445,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00019,ay,extreme,3.864879,35.253938,1,0,0,ok,,5200,1778,3.86488,3.86488,3.86488,1.82284,0.343574,31.207635,0.0,21.55745,-3.46919,0.17087,0.17087,70.16,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000324715,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,324.715,324.715,325.56,0.845,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00039,ay,medium,1.49929,1.736599,1,0,1,ok,,5200,339,7.63055,-7.63055,1.49929,0.645116,1.45483,2.437826,0.00108458,127.973,-0.210836,0.198968,0.198968,74.29,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000340350,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,340.35,340.35,346.255,5.905,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00041;raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00042;raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00043,ay;ay;ay,extreme;weak;medium,2.426299,42.336036,1,0,0,ok,,5200,2362,9.81244,9.81244,2.4263,2.86139,1.80642,11.791907,0.0,31.5076,0.324108,0.588176,0.588176,88.51,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000386605,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,386.605,386.605,389.885,3.28,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00048,ay,medium,2.25323,2.696497,2,0,0,ok,,5200,1313,5.19787,-5.19787,2.25323,0.235904,0.286593,1.760742,0.0,125.724,-0.278031,0.528486,0.528486,61.33,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000473595,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,473.595,473.595,480.325,6.73,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00061,ay,extreme,9.20363,92.290155,2,0,0,ok,,5200,2693,9.20363,9.20363,9.20363,3.91555,0.437129,25.443024,0.0,67.83975,0.024435,0.731118,0.731118,83.64,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000530350,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,530.35,530.35,550.59,20.24,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00070,ay,extreme,11.8889,21.032528,3,0,0,ok,,5200,8096,5.5992,-5.5992,11.8889,0.345595,0.209336,2.194622,0.00243649,119.8855,-0.033685,1.194505,1.194505,65.13,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000575870,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,575.87,575.87,578.935,3.065,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00076,ay,extreme,2.87378,38.778049,1,0,0,ok,,5200,1227,2.87378,2.87378,2.87378,1.98212,0.179235,24.564035,0.0,51.32825,-0.359538,0.624304,-0.624304,59.91,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_06_19__000604150,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_06_19,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,604.15,604.15,611.76,7.61,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00084;raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00085;raw_vehicle_dynamic_onset__txj__2025_09_27_09_06_19__00086,ay;ay;ay,weak;medium;extreme,4.441607,16.746014,2,0,0,ok,,5200,3045,4.44161,4.44161,4.44161,0.854553,0.190739,1.313286,0.00551556,126.3445,-0.227591,0.327598,0.327598,74.39,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__txj__2025_09_27_09_17_11__000103660,vehicle_instability_onset_codex_v0_1,txj,2025_09_27_09_17_11,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,103.66,103.66,104.985,1.325,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__txj__2025_09_27_09_17_11__00015,ay,medium,2.02228,1.9984,0,0,0,ok,,5200,531,5.29765,-5.29765,2.02228,0.323173,0.273571,1.901774,6e-08,120.6985,-0.147044,0.46609,-0.46609,61.2,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
