instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority
vehicle_instability_onset__byx__2025_09_28_17_25_18__000507245,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,76b6f176acdb4aa57f18c32d4de11e87c8c09bd708780400439194f7383c4cd3,507.245,507.245,527.465,20.22,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,4,0,4,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00058;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00059;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00060;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00061,ay;ay;ay;ay,weak;weak;weak;extreme,10.670196,16.043742,0,1,0,ok,,5200,8088,2.58969,-2.58969,10.6702,0.101332,0.083971,3.398442,0.00099682,134.881,-0.010646,0.397062,-0.397062,41.07,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,high
vehicle_instability_onset__byx__2025_09_28_17_25_18__000559015,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,76b6f176acdb4aa57f18c32d4de11e87c8c09bd708780400439194f7383c4cd3,559.015,559.015,572.74,13.725,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,6,0,6,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00067;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00068;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00069;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00070;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00071;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00072,ay;ay;ay;ay;ay;ay,medium;weak;strong;weak;medium;weak,3.28723,3.752432,1,0,0,ok,,5200,5490,3.28723,3.28723,3.28723,0.141958,0.098576,3.304056,4.32e-06,135.3585,0.038746,0.50824,-0.50824,46.89,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000019360,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,19.36,19.36,20.555,1.195,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,2,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00002;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00003,roll_rate;roll_rate,extreme;extreme,0.978494,19.569886,1,0,1,ok,,2600,238,0.673333,0.673333,0.432894,1.00235,0.0684,1.356967,1e-08,7.88394,0.628319,0.2803,0.2803,40.98,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000138055,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,138.055,138.055,138.995,0.94,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00023,ay,weak,1.41814,1.090877,2,0,0,ok,,2600,188,3.81731,3.81731,1.41758,0.241617,0.170348,3.282712,6e-08,132.127,-0.072344,0.306567,-0.306567,45.44,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000150605,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,150.605,150.605,158.43,7.825,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00024;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00025;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00026,ay;ay;ay,strong;strong;weak,3.13816,3.464449,2,0,0,ok,,2600,1564,3.13816,-3.13816,3.13816,0.162406,0.11898,2.705225,9e-08,140.205,-0.247837,0.675792,0.675792,47.29,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000354690,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,354.69,354.69,355.955,1.265,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00060,ay,medium,1.56836,1.832588,1,1,0,ok,,2600,253,5.13751,5.13751,1.56836,0.298383,0.196002,3.058532,0.00108456,123.891,-0.016232,0.298102,-0.298102,56.95,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,high
vehicle_instability_onset__byx__2025_09_28_17_35_43__000494480,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,494.48,494.48,501.005,6.525,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00076;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00077;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00078,ay;ay;ay,medium;medium;medium,3.33576,2.565969,1,0,0,ok,,2600,1306,3.32884,3.32884,3.32884,0.10933,0.126074,2.723418,1.7e-07,116.937,-0.226718,0.341212,0.341212,46.88,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000505080,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,505.08,505.08,533.115,28.035,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,6,0,6,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00079;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00080;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00081;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00082;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00083;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00084,ay;ay;ay;ay;ay;ay,medium;extreme;strong;strong;weak;medium,5.96989,5.8984,0,1,0,ok,,2600,5606,3.88878,-3.88878,5.96964,0.105057,0.140255,3.404776,0.00572839,113.366,0.010472,0.245917,0.245917,50.44,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,high
vehicle_instability_onset__byx__2025_09_28_17_35_43__000568390,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,568.39,568.39,573.815,5.425,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00088;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00089,ay;ay,weak;medium,3.06957,2.85066,1,1,0,ok,,2600,1085,3.97595,3.97595,3.06957,0.142826,0.157148,2.228051,0.00551569,115.776,0.014486,0.41469,-0.41469,52.64,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,high
vehicle_instability_onset__byx__2025_09_28_17_46_00__000081635,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_46_00,原始车辆数据/byx/Entity_Recording_2025_09_28_17_46_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_46_00_vehicle.csv,e481ab16165d90e97b5f7ad4a9b5644609e28fb96223f013026d1f1f88437463,81.635,81.635,85.165,3.53,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00013;raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00014,ay;ay,weak;weak,1.57264,1.209723,1,0,1,ok,,5200,1412,2.65769,2.65769,1.57264,0.106738,0.148633,3.35654,0.0,103.206,0.098262,0.578577,-0.578577,43.63,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
