sample_id,event_uid,subject,session_stamp,window_config_id,split,split_strategy,track_id,gt_peak_abs,is_large_response,is_difficult_peak_top20,sample_rmse__keypoint_residual_vehicle_transformer_no_subject,sample_rmse__rbf_kernel_ridge_context_no_subject,wrong_side__keypoint_residual_vehicle_transformer_no_subject,wrong_side__rbf_kernel_ridge_context_no_subject,large_response_recalled__keypoint_residual_vehicle_transformer_no_subject,large_response_recalled__rbf_kernel_ridge_context_no_subject,severe_amp_under__keypoint_residual_vehicle_transformer_no_subject,severe_amp_under__rbf_kernel_ridge_context_no_subject,peak_amp_abs_error__keypoint_residual_vehicle_transformer_no_subject,peak_amp_abs_error__rbf_kernel_ridge_context_no_subject,peak_time_abs_error_s__keypoint_residual_vehicle_transformer_no_subject,peak_time_abs_error_s__rbf_kernel_ridge_context_no_subject,onset_delay_abs_error_s__keypoint_residual_vehicle_transformer_no_subject,onset_delay_abs_error_s__rbf_kernel_ridge_context_no_subject,tail_abs_error__keypoint_residual_vehicle_transformer_no_subject,tail_abs_error__rbf_kernel_ridge_context_no_subject,tail_drift_risk__keypoint_residual_vehicle_transformer_no_subject,tail_drift_risk__rbf_kernel_ridge_context_no_subject,zero_crossing_mismatch__keypoint_residual_vehicle_transformer_no_subject,zero_crossing_mismatch__rbf_kernel_ridge_context_no_subject,reversal_count_exact__keypoint_residual_vehicle_transformer_no_subject,reversal_count_exact__rbf_kernel_ridge_context_no_subject,pred_peak_abs__keypoint_residual_vehicle_transformer_no_subject,pred_peak_abs__rbf_kernel_ridge_context_no_subject,pred_reversal_count__keypoint_residual_vehicle_transformer_no_subject,pred_reversal_count__rbf_kernel_ridge_context_no_subject,pred_multi_segment__keypoint_residual_vehicle_transformer_no_subject,pred_multi_segment__rbf_kernel_ridge_context_no_subject,anchor_time_rel_s,curvature_anchor,input_valid_ratio,event_type,event_level,road_type_anchor,old_v400_road_type_mode,old_v400_phase_mode,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,keypoint_better_rmse,rmse_delta_keypoint_minus_rbf,pred_peak_abs__delta_keypoint_minus_rbf,pred_reversal_count__delta_keypoint_minus_rbf,pred_multi_segment__delta_keypoint_minus_rbf,selector_prob_keypoint,selector_threshold,selected_model,selected_keypoint,oracle_keypoint,selection_outcome,sample_rmse_rbf,sample_rmse_keypoint,sample_rmse_selected,sample_rmse_oracle,selector_regret_vs_oracle,selector_delta_vs_rbf,keypoint_delta_vs_rbf,selector_helped_rbf,selector_hurt_rbf,wrong_side__selected,wrong_side__delta_selected_minus_rbf,large_response_recalled__selected,large_response_recalled__delta_selected_minus_rbf,severe_amp_under__selected,severe_amp_under__delta_selected_minus_rbf,tail_drift_risk__selected,tail_drift_risk__delta_selected_minus_rbf,zero_crossing_mismatch__selected,zero_crossing_mismatch__delta_selected_minus_rbf,reversal_count_exact__selected,reversal_count_exact__delta_selected_minus_rbf
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915,byx,2025_09_28_17_35_43,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.761661171913147,0,0,0.4739896357059479,0.4204939603805542,0.0,0.0,0.0,0.0,0.0,0.0,0.1107053756713867,0.2425373196601867,0.6549999713897705,0.4850000143051147,0.7800000086426735,0.0150000005960464,0.0232986044138669,0.0060763987712562,0.0,0.0,0.0,0.0,0.0,0.0,0.8723665475845337,0.5191238522529602,1.0,150.0,0.0,1.0,78.915,0.0,1.0,instability_ay_roll,medium_active,straight,straight,primary,longstraight,longstraight,design_regular_road,high,0,0.0534956753253936,0.3532426953315735,-149.0,-1.0,0.6112826013578162,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.4204939603805542,0.4739896357059479,0.4739896357059479,0.4204939603805542,0.05349567532539368,0.05349567532539368,0.05349567532539368,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.0404901504516601,0,0,0.0659850239753723,0.0025207225698977,0.0,0.0,0.0,0.0,0.0,0.0,0.0988883376121521,0.0039535202085971,1.2999999523162842,0.0049999952316284,0.5099999308586121,0.0149999856948852,0.1045346036553382,0.0011395290493965,1.0,0.0,1.0,0.0,0.0,1.0,0.1393784880638122,0.0365366302430629,0.0,1.0,0.0,0.0,199.335,-0.00729802,1.0,instability_ay_roll,extreme_active,curve,curve,secondary,curve1,curve1,design_curve_context,medium,0,0.0634643014054746,0.1028418578207493,-1.0,0.0,0.0003232723482641,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0025207225698977,0.0659850239753723,0.0025207225698977,0.0025207225698977,0.0,0.0,0.0634643014054746,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020,byx,2025_09_28_17_35_43,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.9894275069236756,0,0,0.7083443403244019,0.4221305847167969,0.0,0.0,0.0,0.0,0.0,0.0,0.1093552708625793,0.3286205530166626,0.5849999785423279,0.3449999690055847,0.6400000303983688,0.0049999952316284,0.2443588934838771,0.1798717901110649,0.0,0.0,1.0,0.0,0.0,0.0,1.0987827777862549,0.6608069539070129,1.0,180.0,0.0,1.0,231.02,0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,0,0.286213755607605,0.4379758238792419,-179.0,-1.0,0.4654379993234024,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.4221305847167969,0.7083443403244019,0.4221305847167969,0.4221305847167969,0.0,0.0,0.286213755607605,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825,byx,2025_09_28_17_35_43,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.241902694106102,0,0,0.449429452419281,0.1167935952544212,0.0,0.0,0.0,0.0,0.0,0.0,0.9151133447885512,0.1681428700685501,0.0150001049041748,0.1200000047683715,0.6299999989569187,0.0149999968707561,0.0802009403705596,0.0612039044499397,0.0,0.0,1.0,0.0,0.0,0.0,1.157016038894653,0.4100455641746521,1.0,46.0,0.0,1.0,329.825,-0.0,1.0,instability_ay_roll,weak,straight,straight,secondary,middle_section,section4,design_regular_road,low,0,0.3326358571648597,0.746970474720001,-45.0,-1.0,0.3687273944389557,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1167935952544212,0.449429452419281,0.1167935952544212,0.1167935952544212,0.0,0.0,0.33263585716485977,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145,cwh,2025_09_26_19_27_21,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.5481109619140625,0,0,0.4687822461128235,0.3007480204105377,0.0,0.0,0.0,0.0,0.0,0.0,0.1692180633544922,0.2382428646087646,0.0749999284744262,0.1150000095367431,0.6450000256299973,0.1199999898672103,0.4129763524979353,0.3109125718474388,0.0,0.0,1.0,0.0,0.0,0.0,1.3788928985595703,1.309868097305298,1.0,100.0,0.0,1.0,65.145,-0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section2,design_regular_road,high,0,0.1680342257022857,0.0690248012542722,-99.0,-1.0,0.1310003159074763,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.3007480204105377,0.4687822461128235,0.3007480204105377,0.3007480204105377,0.0,0.0,0.16803422570228577,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295,cwh,2025_09_26_19_35_47,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.6775369644165039,0,0,0.2989789247512817,0.2929417192935943,0.0,0.0,0.0,0.0,0.0,0.0,0.4176821708679199,0.3957979679107666,0.1299999952316284,0.0650000572204589,0.4049999713897705,0.0949999988079071,0.1839298391714692,0.0032914131879806,0.0,0.0,0.0,0.0,0.0,0.0,1.0952191352844238,1.0733349323272705,1.0,105.0,0.0,1.0,225.295,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,fix_road,fix_road,design_special_event_segment,low,0,0.0060372054576873,0.0218842029571533,-104.0,-1.0,0.6046596274836832,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.2929417192935943,0.2989789247512817,0.2989789247512817,0.2929417192935943,0.006037205457687378,0.006037205457687378,0.006037205457687378,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095,cwh,2025_09_26_19_35_47,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.0687659978866577,0,0,0.0708979219198226,0.0310606826096773,1.0,0.0,0.0,0.0,0.0,0.0,0.0469727367162704,0.0081982053816318,0.5450000762939453,0.5049999952316284,0.8650000244379044,0.0,0.0389843713492155,0.0655032489448785,1.0,1.0,0.0,0.0,0.0,0.0,0.1157387346029281,0.0605677925050258,0.0,11.0,0.0,1.0,453.095,0.0,1.0,instability_ay_roll,instability_extreme,design_high_risk_surface,none,none,differentmu_road,mu1,design_high_risk_surface,very_low,0,0.0398372393101452,0.0551709420979023,-11.0,-1.0,0.0209273713082118,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0310606826096773,0.0708979219198226,0.0310606826096773,0.0310606826096773,0.0,0.0,0.039837239310145295,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630,cwh,2025_09_26_19_35_47,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.110131174325943,0,0,0.0590091161429882,0.0214043855667114,1.0,0.0,0.0,0.0,1.0,0.0,0.0648607090115547,0.0221170932054519,2.594999998807907,0.2550000250339508,1.5600000023841858,0.0,0.1204946562647819,0.0104616805911064,1.0,0.0,0.0,0.0,0.0,1.0,0.0452704653143882,0.1322482675313949,0.0,2.0,0.0,1.0,527.63,0.0,1.0,instability_ay_roll,weak,curve,curve,primary,differentmu_road,mu1,design_high_risk_surface,very_low,0,0.0376047305762767,-0.0869778022170067,-2.0,-1.0,0.0344099081473896,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0214043855667114,0.0590091161429882,0.0214043855667114,0.0214043855667114,0.0,0.0,0.03760473057627679,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205,cwh,2025_09_26_19_45_40,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.6611310243606567,0,0,0.2851621806621551,0.2362470626831054,0.0,0.0,0.0,0.0,0.0,0.0,0.6479599475860596,0.3902422189712524,0.25,0.0,0.1949999928474426,0.2749999761581421,0.1316822736989706,0.0856783241033554,0.0,0.0,0.0,0.0,1.0,0.0,1.3090909719467163,1.0513732433319092,1.0,133.0,0.0,1.0,89.205,-0.0,1.0,instability_ay_roll,medium_active,straight,straight,secondary,middle_section,section2,design_regular_road,high,0,0.0489151179790496,0.2577177286148071,-132.0,-1.0,0.1577495224390443,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.2362470626831054,0.2851621806621551,0.2362470626831054,0.2362470626831054,0.0,0.0,0.04891511797904968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000165100__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000165100,cwh,2025_09_26_19_45_40,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.6585130095481873,0,0,0.2631138861179352,0.1510205864906311,0.0,0.0,0.0,0.0,0.0,0.0,0.0183787941932678,0.0030351877212524,0.4550001621246338,0.2750000953674316,0.7800000086426735,0.0200000032782554,0.1926479302346706,0.0177289545536041,0.0,0.0,0.0,0.0,0.0,0.0,0.6768918037414551,0.6615481972694397,1.0,112.0,0.0,1.0,165.1,-0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,0,0.112093299627304,0.0153436064720153,-111.0,-1.0,0.5893779805758141,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.1510205864906311,0.2631138861179352,0.2631138861179352,0.1510205864906311,0.11209329962730408,0.11209329962730408,0.11209329962730408,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
